"","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length"
"7315","WR15-80190","2015-03-10",2015,"Female",185,20,722.595,0.709181323,0.000199665,4.192786312,"n",40,NA,690
"7316","WR15-80192","2015-03-10",2015,"Female",165,1,19.95,0.707959358,0.000194191,2.088415459,"n",40,NA,740
"7317","WR15-80192","2015-03-10",2015,"Female",165,2,43.619,0.70722428,0.000171905,1.816101997,"n",40,NA,740
"7318","WR15-80192","2015-03-10",2015,"Female",165,3,74.39,0.706907554,0.000208198,2.100500143,"n",40,NA,740
"7319","WR15-80192","2015-03-10",2015,"Female",165,4,106.513,0.705988869,0.000167436,2.021128669,"n",40,NA,740
"7320","WR15-80192","2015-03-10",2015,"Female",165,5,139.312,0.705352342,0.00018818,2.017226335,"n",40,NA,740
"7321","WR15-80192","2015-03-10",2015,"Female",165,6,180.226,0.704925275,0.000128319,2.524285187,"n",40,NA,740
"7322","WR15-80192","2015-03-10",2015,"Female",165,7,220.802,0.704850837,0.000126509,2.363608999,"n",40,NA,740
"7323","WR15-80192","2015-03-10",2015,"Female",165,21,238.539,0.705048784,0.000127831,2.020128668,"y",40,NA,740
"7324","WR15-80192","2015-03-10",2015,"Female",165,8,265.774,0.704922173,0.000113482,2.109445586,"n",40,NA,740
"7325","WR15-80192","2015-03-10",2015,"Female",165,22,277.493,0.705081217,0.000138271,2.022457526,"y",40,NA,740
"7326","WR15-80192","2015-03-10",2015,"Female",165,9,298.573,0.705581224,0.000103614,2.222983487,"n",40,NA,740
"7327","WR15-80192","2015-03-10",2015,"Female",165,10,346.927,0.7063506,0.000148074,1.928086164,"n",40,NA,740
"7328","WR15-80192","2015-03-10",2015,"Female",165,23,363.618,0.70674379,0.000217177,1.647786513,"y",40,NA,740
"7329","WR15-80192","2015-03-10",2015,"Female",165,11,382.431,0.706810499,0.000214405,1.826520086,"n",40,NA,740
"7330","WR15-80192","2015-03-10",2015,"Female",165,12,420.302,0.70692167,0.000234498,1.759102682,"n",40,NA,740
"7331","WR15-80192","2015-03-10",2015,"Female",165,13,456.144,0.706987226,0.000196617,1.688819243,"n",40,NA,740
"7332","WR15-80192","2015-03-10",2015,"Female",165,24,478.974,0.706735648,0.000158174,1.68744226,"y",40,NA,740
"7333","WR15-80192","2015-03-10",2015,"Female",165,14,487.929,0.706763701,0.00022737,1.951155511,"n",40,NA,740
"7334","WR15-80192","2015-03-10",2015,"Female",165,25,526.657,0.707547249,0.000267587,2.631244237,"y",40,NA,740
"7335","WR15-80192","2015-03-10",2015,"Female",165,15,537.635,0.708541511,8.8e-05,4.137105478,"n",40,NA,740
"7336","WR15-80192","2015-03-10",2015,"Female",165,16,577.535,0.708984639,0.000119902,4.337247392,"n",40,NA,740
"7337","WR15-80192","2015-03-10",2015,"Female",165,17,620.816,0.709158857,0.00010022,4.261078951,"n",40,NA,740
"7338","WR15-80192","2015-03-10",2015,"Female",165,18,665.45,0.709115397,0.000114886,4.275279759,"n",40,NA,740
"7339","WR15-80192","2015-03-10",2015,"Female",165,19,709.069,0.709135443,0.000120349,4.258541326,"n",40,NA,740
"7340","WR15-80192","2015-03-10",2015,"Female",165,20,748.631,0.709301989,8.55e-05,4.454395747,"n",40,NA,740
"7341","WR15-80196","2015-03-10",2015,"Female",200,1,86.901,0.707588726,0.000146544,3.772747997,"n",40,NA,750
"7342","WR15-80196","2015-03-10",2015,"Female",200,2,105.836,0.707444458,0.000136755,4.121810802,"n",40,NA,750
"7343","WR15-80196","2015-03-10",2015,"Female",200,3,127.477,0.706783978,0.000121146,3.812594993,"n",40,NA,750
"7344","WR15-80196","2015-03-10",2015,"Female",200,4,161.967,0.706304705,0.000115663,3.371269462,"n",40,NA,750
"7345","WR15-80196","2015-03-10",2015,"Female",200,5,195.104,0.705359267,0.000148261,3.253353729,"n",40,NA,750
"7346","WR15-80196","2015-03-10",2015,"Female",200,6,226.889,0.704796367,0.000150374,3.240073086,"n",40,NA,750
"7347","WR15-80196","2015-03-10",2015,"Female",200,7,263.745,0.70490474,0.000149908,2.785675716,"n",40,NA,750
"7348","WR15-80196","2015-03-10",2015,"Female",200,8,297.897,0.705288735,0.000127146,3.291441454,"n",40,NA,750
"7349","WR15-80196","2015-03-10",2015,"Female",200,21,320.912,0.705644721,0.000119215,2.481404942,"y",40,NA,750
"7350","WR15-80196","2015-03-10",2015,"Female",200,9,337.121,0.705929225,0.000126464,3.451392045,"n",40,NA,750
"7351","WR15-80196","2015-03-10",2015,"Female",200,10,372.287,0.70596099,0.000229887,3.838316696,"n",40,NA,750
"7352","WR15-80196","2015-03-10",2015,"Female",200,11,406.1,0.705799158,0.000125024,3.498693033,"n",40,NA,750
"7353","WR15-80196","2015-03-10",2015,"Female",200,12,442.957,0.705833712,0.000104792,3.336888908,"n",40,NA,750
"7354","WR15-80196","2015-03-10",2015,"Female",200,13,486.238,0.705971761,0.000145897,3.730416369,"n",40,NA,750
"7355","WR15-80196","2015-03-10",2015,"Female",200,22,499.616,0.705867945,0.000128842,3.04732932,"y",40,NA,750
"7356","WR15-80196","2015-03-10",2015,"Female",200,14,513.627,0.706387317,8.58e-05,5.413882257,"n",40,NA,750
"7357","WR15-80196","2015-03-10",2015,"Female",200,23,539.618,0.707725167,0.000116556,5.195215866,"y",40,NA,750
"7358","WR15-80196","2015-03-10",2015,"Female",200,15,548.117,0.708364929,0.000123618,6.642098578,"n",40,NA,750
"7359","WR15-80196","2015-03-10",2015,"Female",200,16,574.83,0.708686581,0.000136487,6.232231148,"n",40,NA,750
"7360","WR15-80196","2015-03-10",2015,"Female",200,17,598.837,0.708879061,0.000118004,6.011058465,"n",40,NA,750
"7361","WR15-80196","2015-03-10",2015,"Female",200,18,631.298,0.708921083,0.000132958,6.100442371,"n",40,NA,750
"7362","WR15-80196","2015-03-10",2015,"Female",200,19,657.335,0.709058456,0.000108165,6.040468727,"n",40,NA,750
"7363","WR15-80196","2015-03-10",2015,"Female",200,20,680.666,0.709128647,0.000129434,5.658956898,"n",40,NA,750
"7364","WR15-80200","2015-03-10",2015,"Male",200,1,13.525,0.707773554,0.000256285,2.198247223,"n",40,NA,870
"7365","WR15-80200","2015-03-10",2015,"Male",200,2,36.18,0.70776669,0.000171221,2.324091224,"n",40,NA,870
"7366","WR15-80200","2015-03-10",2015,"Male",200,3,85.548,0.707188368,0.000166611,2.031964943,"n",40,NA,870
"7367","WR15-80200","2015-03-10",2015,"Male",200,4,115.642,0.706772207,0.000239232,2.498482181,"n",40,NA,870
"7368","WR15-80200","2015-03-10",2015,"Male",200,5,151.485,0.706139273,0.000161941,2.688117528,"n",40,NA,870
"7369","WR15-80200","2015-03-10",2015,"Male",200,6,185.974,0.705773166,0.000184638,2.183577573,"n",40,NA,870
"7370","WR15-80200","2015-03-10",2015,"Male",200,7,225.198,0.704598822,0.000133646,2.558714733,"n",40,NA,870
"7371","WR15-80200","2015-03-10",2015,"Male",200,8,267.127,0.704971927,0.000141628,2.600224558,"n",40,NA,870
"7372","WR15-80200","2015-03-10",2015,"Male",200,9,301.955,0.704689856,0.000120501,2.529910012,"n",40,NA,870
"7373","WR15-80200","2015-03-10",2015,"Male",200,10,349.294,0.704815778,0.000180857,2.057787075,"n",40,NA,870
"7374","WR15-80200","2015-03-10",2015,"Male",200,21,376.693,0.704915717,0.000295674,1.746969344,"y",40,NA,870
"7375","WR15-80200","2015-03-10",2015,"Male",200,11,392.913,0.704995739,0.000251042,1.871598351,"n",40,NA,870
"7376","WR15-80200","2015-03-10",2015,"Male",200,22,416.225,0.705484881,0.000199269,1.827006408,"y",40,NA,870
"7377","WR15-80200","2015-03-10",2015,"Male",200,12,436.194,0.70651411,0.0002875,2.078487932,"n",40,NA,870
"7378","WR15-80200","2015-03-10",2015,"Male",200,13,489.62,0.708357421,0.000160973,2.105546888,"n",40,NA,870
"7379","WR15-80200","2015-03-10",2015,"Male",200,14,531.548,0.708905121,0.000217569,2.109683588,"n",40,NA,870
"7380","WR15-80200","2015-03-10",2015,"Male",200,15,570.772,0.709344877,0.00019801,2.156430681,"n",40,NA,870
"7381","WR15-80200","2015-03-10",2015,"Male",200,16,615.406,0.709450747,0.000309744,1.975371349,"n",40,NA,870
"7382","WR15-80200","2015-03-10",2015,"Male",200,17,654.292,0.709312587,0.000224473,1.899729779,"n",40,NA,870
"7383","WR15-80200","2015-03-10",2015,"Male",200,18,694.53,0.709316776,0.000341102,2.014247332,"n",40,NA,870
"7384","WR15-80200","2015-03-10",2015,"Male",200,19,738.825,0.709305246,0.000161156,2.208385001,"n",40,NA,870
"7385","WR15-80200","2015-03-10",2015,"Male",200,20,786.164,0.708732383,0.000840481,2.80735984,"n",40,NA,870
"7386","WR15-80200","2015-03-10",2015,"Male",200,23,820.992,0.708907927,0.000346627,3.104281038,"n",40,NA,870
"7387","WR15-80200","2015-03-10",2015,"Male",200,24,854.806,0.709040785,0.000269946,3.722376598,"n",40,NA,870
"7388","WR15-80200","2015-03-10",2015,"Male",200,25,889.634,0.709077127,0.000149962,4.303320254,"n",40,NA,870
"7389","WR15-80201","2015-03-10",2015,"Male",200,3,17.583,0.706902554,0.000221467,1.646976763,"n",40,NA,820
"7390","WR15-80201","2015-03-10",2015,"Male",200,4,64.922,0.707436762,0.00014346,2.023246454,"n",40,NA,820
"7391","WR15-80201","2015-03-10",2015,"Male",200,5,100.764,0.706424956,0.000155002,2.156174309,"n",40,NA,820
"7392","WR15-80201","2015-03-10",2015,"Male",200,6,142.693,0.706129193,0.000295034,1.519970296,"n",40,NA,820
"7393","WR15-80201","2015-03-10",2015,"Male",200,7,180.226,0.705088573,0.000157846,1.611183563,"n",40,NA,820
"7394","WR15-80201","2015-03-10",2015,"Male",200,8,220.802,0.704902829,0.000164121,1.673119036,"n",40,NA,820
"7395","WR15-80201","2015-03-10",2015,"Male",200,9,264.76,0.704948115,0.000158872,1.671064032,"n",40,NA,820
"7396","WR15-80201","2015-03-10",2015,"Male",200,10,304.66,0.70484866,0.000165573,1.421707052,"n",40,NA,820
"7397","WR15-80201","2015-03-10",2015,"Male",200,11,347.603,0.704962691,0.000233591,1.389186768,"n",40,NA,820
"7398","WR15-80201","2015-03-10",2015,"Male",200,12,385.812,0.704987642,0.000188761,1.381558596,"n",40,NA,820
"7399","WR15-80201","2015-03-10",2015,"Male",200,13,425.036,0.705085431,0.000135235,1.38667489,"n",40,NA,820
"7400","WR15-80201","2015-03-10",2015,"Male",200,14,466.627,0.705255098,0.000219961,1.549277683,"n",40,NA,820
"7401","WR15-80201","2015-03-10",2015,"Male",200,15,517.347,0.705593416,0.000236279,1.904661344,"n",40,NA,820
"7402","WR15-80201","2015-03-10",2015,"Male",200,21,549.722,0.705179032,0.000293939,2.022517765,"y",40,NA,820
"7403","WR15-80201","2015-03-10",2015,"Male",200,16,575.844,0.705297597,0.000115822,1.826039222,"n",40,NA,820
"7404","WR15-80201","2015-03-10",2015,"Male",200,22,592.139,0.705274383,0.000182493,2.214402824,"y",40,NA,820
"7405","WR15-80201","2015-03-10",2015,"Male",200,17,623.183,0.706529282,0.00023835,2.30072696,"n",40,NA,820
"7406","WR15-80201","2015-03-10",2015,"Male",200,18,665.45,0.708411081,0.000193669,2.629827897,"n",40,NA,820
"7407","WR15-80201","2015-03-10",2015,"Male",200,19,711.436,0.708728542,0.000125332,2.867698269,"n",40,NA,820
"7408","WR15-80201","2015-03-10",2015,"Male",200,20,753.703,0.708843535,9.43e-05,3.621238247,"n",40,NA,820
"7409","WR15-80203","2015-03-10",2015,"Female",200,1,7.777,0.707762525,0.000206972,2.225456102,"n",40,NA,790
"7410","WR15-80203","2015-03-10",2015,"Female",200,2,31.785,0.707310724,0.000140622,2.114068131,"n",40,NA,790
"7411","WR15-80203","2015-03-10",2015,"Female",200,3,52.073,0.707193957,0.000139948,1.983250562,"n",40,NA,790
"7412","WR15-80203","2015-03-10",2015,"Female",200,4,98.397,0.706705456,0.000205755,1.935343047,"n",40,NA,790
"7413","WR15-80203","2015-03-10",2015,"Female",200,5,133.225,0.705896996,0.000148574,1.802465451,"n",40,NA,790
"7414","WR15-80203","2015-03-10",2015,"Female",200,6,173.463,0.705217434,0.000158671,1.793191027,"n",40,NA,790
"7415","WR15-80203","2015-03-10",2015,"Female",200,7,213.363,0.704852002,0.000138919,2.093957498,"n",40,NA,790
"7416","WR15-80203","2015-03-10",2015,"Female",200,21,243.346,0.704761855,0.000158198,2.041431746,"y",40,NA,790
"7417","WR15-80203","2015-03-10",2015,"Female",200,8,256.645,0.704802664,0.000183672,2.097087948,"n",40,NA,790
"7418","WR15-80203","2015-03-10",2015,"Female",200,22,282.575,0.706000597,0.00019403,1.843345231,"y",40,NA,790
"7419","WR15-80203","2015-03-10",2015,"Female",200,9,303.645,0.707412401,0.000180455,1.840635055,"n",40,NA,790
"7420","WR15-80203","2015-03-10",2015,"Female",200,10,340.164,0.709014407,0.000208861,1.859634364,"n",40,NA,790
"7421","WR15-80203","2015-03-10",2015,"Female",200,11,384.122,0.709315886,0.000153821,1.81604308,"n",40,NA,790
"7422","WR15-80203","2015-03-10",2015,"Female",200,12,419.288,0.709285857,0.000210883,1.713121697,"n",40,NA,790
"7423","WR15-80203","2015-03-10",2015,"Female",200,13,459.526,0.709035687,0.00022748,1.82208005,"n",40,NA,790
"7424","WR15-80203","2015-03-10",2015,"Female",200,14,498.073,0.708983907,0.000156764,1.733357188,"n",40,NA,790
"7425","WR15-80203","2015-03-10",2015,"Female",200,15,540.002,0.709408923,0.000164445,1.849306754,"n",40,NA,790
"7426","WR15-80203","2015-03-10",2015,"Female",200,23,561.132,0.709022595,0.000198971,1.88751578,"y",40,NA,790
"7427","WR15-80203","2015-03-10",2015,"Female",200,16,577.873,0.708136923,0.000101035,2.784656844,"n",40,NA,790
"7428","WR15-80203","2015-03-10",2015,"Female",200,24,598.107,0.70874357,0.000130978,3.137224375,"y",40,NA,790
"7429","WR15-80203","2015-03-10",2015,"Female",200,17,618.449,0.708906538,0.000122146,3.395524339,"n",40,NA,790
"7430","WR15-80203","2015-03-10",2015,"Female",200,18,658.349,0.708902338,0.000122585,3.204745785,"n",40,NA,790
"7431","WR15-80203","2015-03-10",2015,"Female",200,19,699.602,0.709077962,7.41e-05,3.564576231,"n",40,NA,790
"7432","WR15-80203","2015-03-10",2015,"Female",200,20,740.178,0.709084748,9.99e-05,3.647247835,"n",40,NA,790
"7433","WR15-80204","2015-03-10",2015,"Female",230,1,29.08,0.70831879,0.000113125,1.811535598,"n",40,NA,780
"7434","WR15-80204","2015-03-10",2015,"Female",230,2,72.023,0.707616242,0.000223935,1.597301768,"n",40,NA,780
"7435","WR15-80204","2015-03-10",2015,"Female",230,3,111.923,0.706955808,0.000244152,1.642581106,"n",40,NA,780
"7436","WR15-80204","2015-03-10",2015,"Female",230,4,150.808,0.706424702,0.000250129,1.511391727,"n",40,NA,780
"7437","WR15-80204","2015-03-10",2015,"Female",230,5,190.708,0.70539051,0.000289482,1.45996413,"n",40,NA,780
"7438","WR15-80204","2015-03-10",2015,"Female",230,6,232.299,0.705075733,0.000206975,1.609409299,"n",40,NA,780
"7439","WR15-80204","2015-03-10",2015,"Female",230,7,271.861,0.705098704,0.00025324,1.352145326,"n",40,NA,780
"7440","WR15-80204","2015-03-10",2015,"Female",230,8,314.466,0.705250284,0.000198014,1.193689787,"n",40,NA,780
"7441","WR15-80204","2015-03-10",2015,"Female",230,9,356.394,0.705079277,0.000216723,1.293995456,"n",40,NA,780
"7442","WR15-80204","2015-03-10",2015,"Female",230,10,397.309,0.705616863,0.000228192,1.414237328,"n",40,NA,780
"7443","WR15-80204","2015-03-10",2015,"Female",230,11,436.194,0.706127166,0.00015051,1.58109499,"n",40,NA,780
"7444","WR15-80204","2015-03-10",2015,"Female",230,12,476.771,0.706514131,0.000179878,1.521336642,"n",40,NA,780
"7445","WR15-80204","2015-03-10",2015,"Female",230,13,514.642,0.706758967,0.000260708,1.469207783,"n",40,NA,780
"7446","WR15-80204","2015-03-10",2015,"Female",230,21,535.55,0.70647607,0.000204549,1.374253787,"y",40,NA,780
"7447","WR15-80204","2015-03-10",2015,"Female",230,14,551.837,0.706654225,0.000207724,1.423073507,"n",40,NA,780
"7448","WR15-80204","2015-03-10",2015,"Female",230,22,576.891,0.706389182,0.000166092,1.571928814,"y",40,NA,780
"7449","WR15-80204","2015-03-10",2015,"Female",230,15,589.708,0.707340963,0.00019128,2.271926035,"n",40,NA,780
"7450","WR15-80204","2015-03-10",2015,"Female",230,16,625.55,0.708845594,9.75e-05,2.711301377,"n",40,NA,780
"7451","WR15-80204","2015-03-10",2015,"Female",230,17,663.421,0.708980649,0.000110351,2.807901991,"n",40,NA,780
"7452","WR15-80204","2015-03-10",2015,"Female",230,18,703.659,0.709166559,9.76e-05,2.6155198,"n",40,NA,780
"7453","WR15-80204","2015-03-10",2015,"Female",230,19,739.84,0.709151847,7.16e-05,2.679773779,"n",40,NA,780
"7454","WR15-80204","2015-03-10",2015,"Female",230,20,783.459,0.709168727,0.00011816,2.724229756,"n",40,NA,780
"7455","WR15-80205","2015-03-10",2015,"Female",230,1,6.086,0.707982792,0.000122091,2.428771827,"n",40,NA,790
"7456","WR15-80205","2015-03-10",2015,"Female",230,2,47.677,0.708026461,0.000114433,2.435854431,"n",40,NA,790
"7457","WR15-80205","2015-03-10",2015,"Female",230,3,87.239,0.707602419,0.00015733,2.430344804,"n",40,NA,790
"7458","WR15-80205","2015-03-10",2015,"Female",230,4,122.405,0.707034363,0.00014942,2.494888989,"n",40,NA,790
"7459","WR15-80205","2015-03-10",2015,"Female",230,5,157.909,0.706472832,0.000182824,2.106989602,"n",40,NA,790
"7460","WR15-80205","2015-03-10",2015,"Female",230,6,195.78,0.705638119,0.000211599,2.282053532,"n",40,NA,790
"7461","WR15-80205","2015-03-10",2015,"Female",230,7,233.651,0.705049664,0.000147461,2.153499048,"n",40,NA,790
"7462","WR15-80205","2015-03-10",2015,"Female",230,8,272.199,0.70485301,0.000128758,2.267972614,"n",40,NA,790
"7463","WR15-80205","2015-03-10",2015,"Female",230,21,291.939,0.704865765,0.000164439,1.823358908,"y",40,NA,790
"7464","WR15-80205","2015-03-10",2015,"Female",230,9,312.437,0.70483701,9.61e-05,2.096331612,"n",40,NA,790
"7465","WR15-80205","2015-03-10",2015,"Female",230,22,331.679,0.706050228,0.000168859,2.349111202,"y",40,NA,790
"7466","WR15-80205","2015-03-10",2015,"Female",230,10,350.308,0.70592389,0.000141736,2.434212329,"n",40,NA,790
"7467","WR15-80205","2015-03-10",2015,"Female",230,11,391.561,0.70665425,0.000110485,2.811740813,"n",40,NA,790
"7468","WR15-80205","2015-03-10",2015,"Female",230,12,433.151,0.707057142,4.08e-05,3.34510728,"n",40,NA,790
"7469","WR15-80205","2015-03-10",2015,"Female",230,13,477.447,0.70683564,8.78e-05,2.93760569,"n",40,NA,790
"7470","WR15-80205","2015-03-10",2015,"Female",230,14,513.289,0.707058909,0.000134163,3.091261502,"n",40,NA,790
"7471","WR15-80205","2015-03-10",2015,"Female",230,15,556.909,0.707110463,0.000138256,3.486899395,"n",40,NA,790
"7472","WR15-80205","2015-03-10",2015,"Female",230,23,592.341,0.707183486,9.06e-05,3.502343509,"y",40,NA,790
"7473","WR15-80205","2015-03-10",2015,"Female",230,16,603.909,0.707017601,7.72e-05,3.475014679,"n",40,NA,790
"7474","WR15-80205","2015-03-10",2015,"Female",230,24,632.081,0.707444789,0.000106066,3.652447954,"y",40,NA,790
"7475","WR15-80205","2015-03-10",2015,"Female",230,17,638.061,0.707519285,6.61e-05,4.258133113,"n",40,NA,790
"7476","WR15-80205","2015-03-10",2015,"Female",230,18,679.314,0.708657036,0.000101969,4.30755994,"n",40,NA,790
"7477","WR15-80205","2015-03-10",2015,"Female",230,19,719.552,0.708843527,0.000112365,4.525655217,"n",40,NA,790
"7478","WR15-80205","2015-03-10",2015,"Female",230,20,762.833,0.709061108,0.000154567,4.190385759,"n",40,NA,790
"7479","WR15-80206","2015-03-10",2015,"Female",230,1,39.224,0.708086195,0.0001725,1.756180197,"n",40,NA,770
"7480","WR15-80206","2015-03-10",2015,"Female",230,2,82.843,0.708090155,0.000186265,1.557045878,"n",40,NA,770
"7481","WR15-80206","2015-03-10",2015,"Female",230,3,121.052,0.707169134,0.000180324,1.713306924,"n",40,NA,770
"7482","WR15-80206","2015-03-10",2015,"Female",230,4,158.585,0.706406503,0.000147002,1.58582082,"n",40,NA,770
"7483","WR15-80206","2015-03-10",2015,"Female",230,5,196.795,0.706170758,0.000244011,1.330462378,"n",40,NA,770
"7484","WR15-80206","2015-03-10",2015,"Female",230,6,235.342,0.70500204,0.000212409,1.305764141,"n",40,NA,770
"7485","WR15-80206","2015-03-10",2015,"Female",230,7,276.933,0.705239831,0.000190231,1.285156283,"n",40,NA,770
"7486","WR15-80206","2015-03-10",2015,"Female",230,8,318.861,0.705123636,0.000175758,1.183376407,"n",40,NA,770
"7487","WR15-80206","2015-03-10",2015,"Female",230,21,335.262,0.704872403,0.000239407,0.925017169,"y",40,NA,770
"7488","WR15-80206","2015-03-10",2015,"Female",230,9,351.661,0.705068383,0.000269822,1.122644207,"n",40,NA,770
"7489","WR15-80206","2015-03-10",2015,"Female",230,22,379.494,0.70552174,0.000270189,1.039156471,"y",40,NA,770
"7490","WR15-80206","2015-03-10",2015,"Female",230,10,389.532,0.705739637,0.000163355,1.157447638,"n",40,NA,770
"7491","WR15-80206","2015-03-10",2015,"Female",230,11,419.964,0.706540306,0.000280084,1.150052284,"n",40,NA,770
"7492","WR15-80206","2015-03-10",2015,"Female",230,12,454.116,0.706876026,0.000232174,1.205917578,"n",40,NA,770
"7493","WR15-80206","2015-03-10",2015,"Female",230,13,502.131,0.707130661,0.000317905,1.087922684,"n",40,NA,770
"7494","WR15-80206","2015-03-10",2015,"Female",230,14,530.196,0.706926837,0.000202847,1.06889631,"n",40,NA,770
"7495","WR15-80206","2015-03-10",2015,"Female",230,15,575.506,0.707158233,0.000316198,1.131788589,"n",40,NA,770
"7496","WR15-80206","2015-03-10",2015,"Female",230,23,597.222,0.707314033,0.000126037,1.7721179,"y",40,NA,770
"7497","WR15-80206","2015-03-10",2015,"Female",230,16,604.586,0.707307706,0.000203826,1.567322191,"n",40,NA,770
"7498","WR15-80206","2015-03-10",2015,"Female",230,24,626.7,0.708495604,0.000179493,2.415319596,"y",40,NA,770
"7499","WR15-80206","2015-03-10",2015,"Female",230,17,636.37,0.708492459,0.000175199,2.548519235,"n",40,NA,770
"7500","WR15-80206","2015-03-10",2015,"Female",230,18,663.759,0.708969185,0.000115184,2.290624673,"n",40,NA,770
"7501","WR15-80206","2015-03-10",2015,"Female",230,19,698.249,0.709040694,0.000148014,2.360311955,"n",40,NA,770
"7502","WR15-80206","2015-03-10",2015,"Female",230,20,739.84,0.70899299,0.000121581,2.405683031,"n",40,NA,770
"7503","WR15-80207","2015-03-10",2015,"Female",170,1,3.719,0.707955049,0.000210811,1.834248528,"n",40,NA,770
"7504","WR15-80207","2015-03-10",2015,"Female",170,2,31.785,0.707645022,0.000150138,1.853880982,"n",40,NA,770
"7505","WR15-80207","2015-03-10",2015,"Female",170,3,65.936,0.707478263,0.000167326,1.974020057,"n",40,NA,770
"7506","WR15-80207","2015-03-10",2015,"Female",170,4,95.016,0.706864307,0.000206949,2.056172626,"n",40,NA,770
"7507","WR15-80207","2015-03-10",2015,"Female",170,5,138.635,0.706072327,0.00017579,1.866915466,"n",40,NA,770
"7508","WR15-80207","2015-03-10",2015,"Female",170,6,179.212,0.705331791,0.000190442,1.811734069,"n",40,NA,770
"7509","WR15-80207","2015-03-10",2015,"Female",170,7,214.378,0.705158443,0.000125272,2.330072093,"n",40,NA,770
"7510","WR15-80207","2015-03-10",2015,"Female",170,8,253.939,0.705065464,0.000159234,2.02391192,"n",40,NA,770
"7511","WR15-80207","2015-03-10",2015,"Female",170,9,292.825,0.70516268,0.000221517,2.043486427,"n",40,NA,770
"7512","WR15-80207","2015-03-10",2015,"Female",170,10,339.826,0.705462479,0.000153953,2.407600622,"n",40,NA,770
"7513","WR15-80207","2015-03-10",2015,"Female",170,11,379.726,0.705465518,0.000104735,2.48022909,"n",40,NA,770
"7514","WR15-80207","2015-03-10",2015,"Female",170,12,414.216,0.705393178,0.000129779,2.412179581,"n",40,NA,770
"7515","WR15-80207","2015-03-10",2015,"Female",170,13,461.893,0.705582748,0.000121207,2.342533653,"n",40,NA,770
"7516","WR15-80207","2015-03-10",2015,"Female",170,14,496.044,0.705402195,0.000163274,2.174703038,"n",40,NA,770
"7517","WR15-80207","2015-03-10",2015,"Female",170,15,527.153,0.70555912,0.000206529,2.264991665,"n",40,NA,770
"7518","WR15-80207","2015-03-10",2015,"Female",170,21,557.642,0.705698489,7.36e-05,2.455198254,"y",40,NA,770
"7519","WR15-80207","2015-03-10",2015,"Female",170,16,568.743,0.705821203,0.000126482,2.736247368,"n",40,NA,770
"7520","WR15-80207","2015-03-10",2015,"Female",170,22,595.721,0.708053441,0.000223963,4.267382685,"y",40,NA,770
"7521","WR15-80207","2015-03-10",2015,"Female",170,17,610.672,0.708028306,0.000138983,3.968417318,"n",40,NA,770
"7522","WR15-80207","2015-03-10",2015,"Female",170,18,648.881,0.708710992,9.64e-05,3.760323833,"n",40,NA,770
"7523","WR15-80207","2015-03-10",2015,"Female",170,19,695.882,0.708901204,0.000104475,3.685230864,"n",40,NA,770
"7524","WR15-80207","2015-03-10",2015,"Female",170,20,739.84,0.709047938,9.32e-05,5.171057747,"n",40,NA,770
"7525","WR15-80215","2015-03-10",2015,"Female",230,1,34.49,0.707944924,0.000158026,2.261957436,"n",40,NA,760
"7526","WR15-80215","2015-03-10",2015,"Female",230,2,72.023,0.707562027,8.34e-05,2.374435682,"n",40,NA,760
"7527","WR15-80215","2015-03-10",2015,"Female",230,3,113.613,0.707320886,0.00011404,2.474062246,"n",40,NA,760
"7528","WR15-80215","2015-03-10",2015,"Female",230,4,151.485,0.70647724,0.00015811,2.37979855,"n",40,NA,760
"7529","WR15-80215","2015-03-10",2015,"Female",230,5,193.751,0.706260558,0.000175604,1.812167287,"n",40,NA,760
"7530","WR15-80215","2015-03-10",2015,"Female",230,6,231.961,0.705132828,0.000143991,2.304548467,"n",40,NA,760
"7531","WR15-80215","2015-03-10",2015,"Female",230,7,271.861,0.705074256,0.000226974,2.164121314,"n",40,NA,760
"7532","WR15-80215","2015-03-10",2015,"Female",230,8,314.466,0.705096012,0.000143194,2.087049843,"n",40,NA,760
"7533","WR15-80215","2015-03-10",2015,"Female",230,9,353.689,0.70518344,9.12e-05,2.12343754,"n",40,NA,760
"7534","WR15-80215","2015-03-10",2015,"Female",230,10,392.913,0.705769099,0.000113277,2.258159352,"n",40,NA,760
"7535","WR15-80215","2015-03-10",2015,"Female",230,11,434.166,0.705627782,0.000136921,2.34693891,"n",40,NA,760
"7536","WR15-80215","2015-03-10",2015,"Female",230,12,476.432,0.705659617,7.89e-05,2.605036923,"n",40,NA,760
"7537","WR15-80215","2015-03-10",2015,"Female",230,13,514.98,0.70562754,0.000180787,2.48283982,"n",40,NA,760
"7538","WR15-80215","2015-03-10",2015,"Female",230,14,551.16,0.705411063,0.000131522,2.743555509,"n",40,NA,760
"7539","WR15-80215","2015-03-10",2015,"Female",230,21,567.238,0.705538305,0.000171249,2.448133212,"y",40,NA,760
"7540","WR15-80215","2015-03-10",2015,"Female",230,15,591.737,0.705774661,0.000117349,3.060824478,"n",40,NA,760
"7541","WR15-80215","2015-03-10",2015,"Female",230,22,609.32,0.706959471,0.000561239,2.734785379,"y",40,NA,760
