"","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length"
"1615","WR08-76","2008-06-30",2008,"Unknown",190,5,200,0.705214525,0.000297456,1.620815499,"n",55,NA,NA
"1616","WR08-76","2008-06-30",2008,"Unknown",190,6,265,0.70504004,0.000276916,1.747140359,"n",55,NA,NA
"1617","WR08-76","2008-06-30",2008,"Unknown",190,7,318,0.704916186,0.000273992,1.789514004,"n",55,NA,NA
"1618","WR08-76","2008-06-30",2008,"Unknown",190,8,368,0.706011973,0.00037749,1.958696478,"n",55,NA,NA
"1619","WR08-76","2008-06-30",2008,"Unknown",190,9,429,0.708875769,0.000307014,2.415665993,"n",55,NA,NA
"1620","WR08-76","2008-06-30",2008,"Unknown",190,10,488,0.708907727,0.000266218,2.104000488,"n",55,NA,NA
"1621","WR08-76","2008-06-30",2008,"Unknown",190,11,539,0.709260205,0.00032437,2.097290537,"n",55,NA,NA
"1622","WR08-76","2008-06-30",2008,"Unknown",190,12,592,0.708944027,0.000266138,3.025409781,"n",55,NA,NA
"1623","WR08-76","2008-06-30",2008,"Unknown",190,13,658,0.709146561,0.000286638,3.506283633,"n",55,NA,NA
"1624","WR08-76","2008-06-30",2008,"Unknown",190,14,708,0.709312578,0.000362486,3.87140342,"n",55,NA,NA
"1625","WR08-76","2008-06-30",2008,"Unknown",190,15,768,0.709076055,0.000243614,4.099191845,"n",55,NA,NA
"1626","WR08-77","2008-07-04",2008,"Unknown",190,1,50,0.706940257,0.000380586,1.500447209,"n",55,NA,NA
"1627","WR08-77","2008-07-04",2008,"Unknown",190,2,106,0.706897607,0.000387718,1.372460332,"n",55,NA,NA
"1628","WR08-77","2008-07-04",2008,"Unknown",190,3,163,0.705688639,0.000366006,1.355748305,"n",55,NA,NA
"1629","WR08-77","2008-07-04",2008,"Unknown",190,4,216,0.705114391,0.000325876,1.592173418,"n",55,NA,NA
"1630","WR08-77","2008-07-04",2008,"Unknown",190,5,272,0.704685401,0.000406296,1.444792318,"n",55,NA,NA
"1631","WR08-77","2008-07-04",2008,"Unknown",190,6,334,0.704893089,0.00041848,1.238764945,"n",55,NA,NA
"1632","WR08-77","2008-07-04",2008,"Unknown",190,7,391,0.705062249,0.00044716,1.210111867,"n",55,NA,NA
"1633","WR08-77","2008-07-04",2008,"Unknown",190,8,446,0.705616639,0.00034969,1.587121692,"n",55,NA,NA
"1634","WR08-77","2008-07-04",2008,"Unknown",190,9,490,0.705746546,0.0003659,1.807520819,"n",55,NA,NA
"1635","WR08-77","2008-07-04",2008,"Unknown",190,10,522,0.706418123,0.000368676,1.690731243,"n",55,NA,NA
"1636","WR08-77","2008-07-04",2008,"Unknown",190,16,536,0.706432929,0.000371724,1.955182871,"n",55,NA,NA
"1637","WR08-77","2008-07-04",2008,"Unknown",190,11,578,0.70668816,0.0003582,1.873230156,"n",55,NA,NA
"1638","WR08-77","2008-07-04",2008,"Unknown",190,17,593,0.70703718,0.000312644,2.088458003,"n",55,NA,NA
"1639","WR08-77","2008-07-04",2008,"Unknown",190,18,650,0.707112793,0.000346364,2.389221634,"n",55,NA,NA
"1640","WR08-77","2008-07-04",2008,"Unknown",190,12,654,0.707254316,0.000330006,2.679781925,"n",55,NA,NA
"1641","WR08-77","2008-07-04",2008,"Unknown",190,13,711,0.708519004,0.000294548,3.40609716,"n",55,NA,NA
"1642","WR08-77","2008-07-04",2008,"Unknown",190,14,759,0.708908001,0.000317204,3.540217503,"n",55,NA,NA
"1643","WR08-77","2008-07-04",2008,"Unknown",190,15,823,0.708791071,0.00038044,3.208258081,"n",55,NA,NA
"1644","WR08-78","2008-06-25",2008,"Unknown",230,1,43,0.707112898,0.000333322,1.799069995,"n",55,NA,NA
"1645","WR08-78","2008-06-25",2008,"Unknown",230,2,99,0.707088321,0.000291226,1.60761453,"n",55,NA,NA
"1646","WR08-78","2008-06-25",2008,"Unknown",230,3,151,0.705978948,0.000308564,1.606384274,"n",55,NA,NA
"1647","WR08-78","2008-06-25",2008,"Unknown",230,4,214,0.70551835,0.000307052,1.498893022,"n",55,NA,NA
"1648","WR08-78","2008-06-25",2008,"Unknown",230,5,265,0.704809083,0.00030484,1.438384866,"n",55,NA,NA
"1649","WR08-78","2008-06-25",2008,"Unknown",230,6,316,0.704856052,0.00035961,1.426919948,"n",55,NA,NA
"1650","WR08-78","2008-06-25",2008,"Unknown",230,7,368,0.705680095,0.000303766,1.611079317,"n",55,NA,NA
"1651","WR08-78","2008-06-25",2008,"Unknown",230,16,398,0.706425239,0.000354104,1.555029715,"n",55,NA,NA
"1652","WR08-78","2008-06-25",2008,"Unknown",230,8,426,0.706446051,0.000292432,1.426788707,"n",55,NA,NA
"1653","WR08-78","2008-06-25",2008,"Unknown",230,17,454,0.706757667,0.000261072,1.560651507,"n",55,NA,NA
"1654","WR08-78","2008-06-25",2008,"Unknown",230,9,474,0.70667455,0.000362168,1.591891765,"n",55,NA,NA
"1655","WR08-78","2008-06-25",2008,"Unknown",230,18,488,0.706807974,0.00028055,1.613820283,"n",55,NA,NA
"1656","WR08-78","2008-06-25",2008,"Unknown",230,10,529,0.70682371,0.000375114,1.577165024,"n",55,NA,NA
"1657","WR08-78","2008-06-25",2008,"Unknown",230,19,562,0.707096922,0.000296866,1.698249664,"n",55,NA,NA
"1658","WR08-78","2008-06-25",2008,"Unknown",230,11,581,0.707545667,0.00052678,1.499947092,"n",55,NA,NA
"1659","WR08-78","2008-06-25",2008,"Unknown",230,12,633,0.708614845,0.00026559,3.185528721,"n",55,NA,NA
"1660","WR08-78","2008-06-25",2008,"Unknown",230,13,697,0.70901247,0.000244634,3.794155175,"n",55,NA,NA
"1661","WR08-78","2008-06-25",2008,"Unknown",230,14,761,0.70891069,0.000241516,3.900317359,"n",55,NA,NA
"1662","WR08-78","2008-06-25",2008,"Unknown",230,15,818,0.709035208,0.000222568,3.968871422,"n",55,NA,NA
"1663","WR08-79","2008-06-30",2008,"Unknown",200,2,61,0.707025562,0.000323654,1.748800098,"n",55,NA,NA
"1664","WR08-79","2008-06-30",2008,"Unknown",200,3,116,0.706344888,0.00025834,2.057446073,"n",55,NA,NA
"1665","WR08-79","2008-06-30",2008,"Unknown",200,4,166,0.70574719,0.000267962,2.291891269,"n",55,NA,NA
"1666","WR08-79","2008-06-30",2008,"Unknown",200,5,228,0.705112406,0.000296402,2.120503195,"n",55,NA,NA
"1667","WR08-79","2008-06-30",2008,"Unknown",200,6,279,0.705111684,0.0002578,2.025462354,"n",55,NA,NA
"1668","WR08-79","2008-06-30",2008,"Unknown",200,7,334,0.704951828,0.000322032,1.785452534,"n",55,NA,NA
"1669","WR08-79","2008-06-30",2008,"Unknown",200,8,380,0.706427206,0.00033833,1.814750392,"n",55,NA,NA
"1670","WR08-79","2008-06-30",2008,"Unknown",200,9,431,0.708905764,0.000276336,2.286760806,"n",55,NA,NA
"1671","WR08-79","2008-06-30",2008,"Unknown",200,10,496,0.709437109,0.000263872,2.383266858,"n",55,NA,NA
"1672","WR08-79","2008-06-30",2008,"Unknown",200,17,547,0.709404094,0.000265572,2.127961149,"n",55,NA,NA
"1673","WR08-79","2008-06-30",2008,"Unknown",200,11,553,0.70973454,0.000248726,2.191111527,"n",55,NA,NA
"1674","WR08-79","2008-06-30",2008,"Unknown",200,16,599,0.7090435,0.000250946,2.644108818,"n",55,NA,NA
"1675","WR08-79","2008-06-30",2008,"Unknown",200,12,608,0.708759102,0.000215818,3.097106108,"n",55,NA,NA
"1676","WR08-79","2008-06-30",2008,"Unknown",200,13,656,0.709082414,0.000236352,4.218923433,"n",55,NA,NA
"1677","WR08-79","2008-06-30",2008,"Unknown",200,14,706,0.70932997,0.000233246,4.418501095,"n",55,NA,NA
"1678","WR08-79","2008-06-30",2008,"Unknown",200,15,764,0.709142439,0.0001798,3.961646838,"n",55,NA,NA
"1679","WR08-80","2008-07-04",2008,"Unknown",230,1,34,0.707926849,0.000553812,1.052787832,"n",55,NA,NA
"1680","WR08-80","2008-07-04",2008,"Unknown",230,2,92,0.70711875,0.000286572,1.787929755,"n",55,NA,NA
"1681","WR08-80","2008-07-04",2008,"Unknown",230,3,147,0.706361452,0.000282026,1.695388844,"n",55,NA,NA
"1682","WR08-80","2008-07-04",2008,"Unknown",230,4,204,0.705901201,0.000297672,1.791975786,"n",55,NA,NA
"1683","WR08-80","2008-07-04",2008,"Unknown",230,5,262,0.705261663,0.000310566,1.899447927,"n",55,NA,NA
"1684","WR08-80","2008-07-04",2008,"Unknown",230,6,321,0.705268627,0.000316464,1.777129933,"n",55,NA,NA
"1685","WR08-80","2008-07-04",2008,"Unknown",230,7,374,0.705714776,0.000249966,2.07137006,"n",55,NA,NA
"1686","WR08-80","2008-07-04",2008,"Unknown",230,8,430,0.708827922,0.000296078,2.260828265,"n",55,NA,NA
"1687","WR08-80","2008-07-04",2008,"Unknown",230,9,487,0.709383175,0.000254692,2.147121379,"n",55,NA,NA
"1688","WR08-80","2008-07-04",2008,"Unknown",230,10,538,0.709431792,0.000268122,2.075994387,"n",55,NA,NA
"1689","WR08-80","2008-07-04",2008,"Unknown",230,11,589,0.709521524,0.000295534,2.083358948,"n",55,NA,NA
"1690","WR08-80","2008-07-04",2008,"Unknown",230,16,596,0.709767981,0.000306734,1.645282489,"n",55,NA,NA
"1691","WR08-80","2008-07-04",2008,"Unknown",230,12,641,0.709621519,0.000323282,2.139187409,"n",55,NA,NA
"1692","WR08-80","2008-07-04",2008,"Unknown",230,13,703,0.708716346,0.000318276,3.211886378,"n",55,NA,NA
"1693","WR08-80","2008-07-04",2008,"Unknown",230,14,755,0.708998004,0.000224158,4.08025026,"n",55,NA,NA
"1694","WR08-80","2008-07-04",2008,"Unknown",230,15,812,0.709020757,0.0003041,4.623102462,"n",55,NA,NA
"1695","WR08-81","2008-07-04",2008,"Unknown",230,2,62,0.707479647,0.000338096,1.732637258,"n",55,NA,NA
"1696","WR08-81","2008-07-04",2008,"Unknown",230,3,121,0.706676172,0.000311516,1.787032773,"n",55,NA,NA
"1697","WR08-81","2008-07-04",2008,"Unknown",230,4,187,0.705917246,0.000314938,1.829848887,"n",55,NA,NA
"1698","WR08-81","2008-07-04",2008,"Unknown",230,5,230,0.705417878,0.000364076,1.641399429,"n",55,NA,NA
"1699","WR08-81","2008-07-04",2008,"Unknown",230,6,290,0.705011866,0.000274076,1.801911015,"n",55,NA,NA
"1700","WR08-81","2008-07-04",2008,"Unknown",230,7,342,0.705335169,0.00032863,1.697713386,"n",55,NA,NA
"1701","WR08-81","2008-07-04",2008,"Unknown",230,8,401,0.705348568,0.000331888,1.656053813,"n",55,NA,NA
"1702","WR08-81","2008-07-04",2008,"Unknown",230,9,446,0.705498864,0.00034135,1.660074628,"n",55,NA,NA
"1703","WR08-81","2008-07-04",2008,"Unknown",230,16,465,0.705271243,0.000335488,1.610013026,"n",55,NA,NA
"1704","WR08-81","2008-07-04",2008,"Unknown",230,10,506,0.706332666,0.000311744,1.612574928,"n",55,NA,NA
"1705","WR08-81","2008-07-04",2008,"Unknown",230,17,523,0.706155428,0.000348244,1.660966152,"n",55,NA,NA
"1706","WR08-81","2008-07-04",2008,"Unknown",230,18,537,0.706275659,0.000344292,1.630387334,"n",55,NA,NA
"1707","WR08-81","2008-07-04",2008,"Unknown",230,11,549,0.706742945,0.000328828,1.440489703,"n",55,NA,NA
"1708","WR08-81","2008-07-04",2008,"Unknown",230,12,577,0.707072198,0.000337614,1.601483849,"n",55,NA,NA
"1709","WR08-81","2008-07-04",2008,"Unknown",230,13,635,0.708660697,0.000348576,2.259717472,"n",55,NA,NA
"1710","WR08-81","2008-07-04",2008,"Unknown",230,14,679,0.708904949,0.000201672,3.183339566,"n",55,NA,NA
"1711","WR08-81","2008-07-04",2008,"Unknown",230,15,761,0.709132731,0.000235832,3.454390948,"n",55,NA,NA
"1712","WR08-82","2008-06-13",2008,"Unknown",200,2,54,0.70748318,0.000242994,2.38,"n",55,NA,NA
"1713","WR08-82","2008-06-13",2008,"Unknown",200,3,110,0.706950604,0.00024748,2.29,"n",55,NA,NA
"1714","WR08-82","2008-06-13",2008,"Unknown",200,4,163,0.706131839,0.000231566,2.37,"n",55,NA,NA
"1715","WR08-82","2008-06-13",2008,"Unknown",200,5,220,0.705468161,0.000284576,2.18,"n",55,NA,NA
"1716","WR08-82","2008-06-13",2008,"Unknown",200,6,270,0.705219417,0.000244338,2.05,"n",55,NA,NA
"1717","WR08-82","2008-06-13",2008,"Unknown",200,7,338,0.705721024,0.00032588,1.92,"n",55,NA,NA
"1718","WR08-82","2008-06-13",2008,"Unknown",200,8,392,0.708956908,0.000231884,2.57,"n",55,NA,NA
"1719","WR08-82","2008-06-13",2008,"Unknown",200,9,446,0.709359337,0.000275392,2.49,"n",55,NA,NA
"1720","WR08-82","2008-06-13",2008,"Unknown",200,10,488,0.709295334,0.000288334,2.21,"n",55,NA,NA
"1721","WR08-82","2008-06-13",2008,"Unknown",200,16,527,0.709352735,0.000276372,1.692729437,"n",55,NA,NA
"1722","WR08-82","2008-06-13",2008,"Unknown",200,11,539,0.709464427,0.000265822,2.21,"n",55,NA,NA
"1723","WR08-82","2008-06-13",2008,"Unknown",200,12,590,0.708911294,0.000309374,2.8,"n",55,NA,NA
"1724","WR08-82","2008-06-13",2008,"Unknown",200,13,675,0.709204277,0.00027156,3.22,"n",55,NA,NA
"1725","WR08-82","2008-06-13",2008,"Unknown",200,14,707,0.709035778,0.000294182,3.33,"n",55,NA,NA
"1726","WR08-82","2008-06-13",2008,"Unknown",200,15,775,0.709113803,0.000243556,3.56,"n",55,NA,NA
"1727","WR08-83","2008-07-04",2008,"Unknown",230,1,10,0.707511031,0.000312886,1.97,"n",55,NA,NA
"1728","WR08-83","2008-07-04",2008,"Unknown",230,2,38,0.706864111,0.00027402,2.07,"n",55,NA,NA
"1729","WR08-83","2008-07-04",2008,"Unknown",230,3,95,0.706567278,0.000242448,2.07,"n",55,NA,NA
"1730","WR08-83","2008-07-04",2008,"Unknown",230,4,145,0.70600643,0.000253278,2.1,"n",55,NA,NA
"1731","WR08-83","2008-07-04",2008,"Unknown",230,5,200,0.705445917,0.000245122,2.04,"n",55,NA,NA
"1732","WR08-83","2008-07-04",2008,"Unknown",230,6,256,0.705197579,0.000256328,2.21,"n",55,NA,NA
"1733","WR08-83","2008-07-04",2008,"Unknown",230,7,316,0.705229821,0.000265884,2.25,"n",55,NA,NA
"1734","WR08-83","2008-07-04",2008,"Unknown",230,8,369,0.705486845,0.000235832,2.4,"n",55,NA,NA
"1735","WR08-83","2008-07-04",2008,"Unknown",230,9,421,0.705504392,0.00030742,2.24,"n",55,NA,NA
"1736","WR08-83","2008-07-04",2008,"Unknown",230,10,487,0.705598167,0.000248134,2.14,"n",55,NA,NA
"1737","WR08-83","2008-07-04",2008,"Unknown",230,11,546,0.705674172,0.00025097,2.27,"n",55,NA,NA
"1738","WR08-83","2008-07-04",2008,"Unknown",230,12,614,0.705741658,0.000300562,2.36,"n",55,NA,NA
"1739","WR08-83","2008-07-04",2008,"Unknown",230,13,678,0.705574664,0.000274564,2.7,"n",55,NA,NA
"1740","WR08-83","2008-07-04",2008,"Unknown",230,14,753,0.707919731,0.000306434,4.06,"n",55,NA,NA
"1741","WR08-83","2008-07-04",2008,"Unknown",230,15,823,0.708922033,0.000228938,4.815189409,"n",55,NA,NA
"1742","WR08-84","2008-07-04",2008,"Unknown",200,1,11,0.707909427,0.000445056,2.32,"n",55,NA,NA
"1743","WR08-84","2008-07-04",2008,"Unknown",200,2,60,0.707297972,0.000381626,2.5,"n",55,NA,NA
"1744","WR08-84","2008-07-04",2008,"Unknown",200,3,117,0.706927882,0.00033327,2.55,"n",55,NA,NA
"1745","WR08-84","2008-07-04",2008,"Unknown",200,4,173,0.705870043,0.000368106,2.41,"n",55,NA,NA
"1746","WR08-84","2008-07-04",2008,"Unknown",200,5,230,0.705138857,0.000339888,2.33,"n",55,NA,NA
"1747","WR08-84","2008-07-04",2008,"Unknown",200,6,283,0.704935422,0.000358016,2.49,"n",55,NA,NA
"1748","WR08-84","2008-07-04",2008,"Unknown",200,7,337,0.70494707,0.000267914,2.33,"n",55,NA,NA
"1749","WR08-84","2008-07-04",2008,"Unknown",200,8,390,0.705246612,0.000364246,2.24,"n",55,NA,NA
"1750","WR08-84","2008-07-04",2008,"Unknown",200,16,416,0.706034103,0.000292966,2.03,"n",55,NA,NA
"1751","WR08-84","2008-07-04",2008,"Unknown",200,18,430,0.706408148,0.000344042,1.62,"n",55,NA,NA
"1752","WR08-84","2008-07-04",2008,"Unknown",200,9,447,0.706139297,0.000342886,2.03,"n",55,NA,NA
"1753","WR08-84","2008-07-04",2008,"Unknown",200,17,475,0.705979843,0.000334306,1.9,"n",55,NA,NA
"1754","WR08-84","2008-07-04",2008,"Unknown",200,10,502,0.706386996,0.000409534,1.56,"n",55,NA,NA
"1755","WR08-84","2008-07-04",2008,"Unknown",200,11,558,0.706893525,0.000576534,2.33,"n",55,NA,NA
"1756","WR08-84","2008-07-04",2008,"Unknown",200,19,590,0.706963211,0.000421732,2.45,"n",55,NA,NA
"1757","WR08-84","2008-07-04",2008,"Unknown",200,12,613,0.708498416,0.0003117,3.84,"n",55,NA,NA
"1758","WR08-84","2008-07-04",2008,"Unknown",200,13,664,0.709150954,0.000485212,5.27,"n",55,NA,NA
"1759","WR08-84","2008-07-04",2008,"Unknown",200,14,713,0.709485724,0.00042587,4.64,"n",55,NA,NA
"1760","WR08-84","2008-07-04",2008,"Unknown",200,20,713,0.709485724,0.000313002,5.050507096,"n",55,NA,NA
"1761","WR08-84","2008-07-04",2008,"Unknown",200,15,770,0.709209854,0.0002458,5.2,"n",55,NA,NA
"1762","WR08-86","2008-07-19",2008,"Unknown",260,1,22,0.707763435,0.000209078,2.522950174,"n",55,NA,NA
"1763","WR08-86","2008-07-19",2008,"Unknown",260,2,82,0.70736883,0.000254746,2.755423784,"n",55,NA,NA
"1764","WR08-86","2008-07-19",2008,"Unknown",260,3,130,0.707133422,0.00023958,2.525753469,"n",55,NA,NA
"1765","WR08-86","2008-07-19",2008,"Unknown",260,4,186,0.706408145,0.00026056,2.377766541,"n",55,NA,NA
"1766","WR08-86","2008-07-19",2008,"Unknown",260,5,241,0.705911413,0.0001998,2.523135217,"n",55,NA,NA
"1767","WR08-86","2008-07-19",2008,"Unknown",260,6,290,0.70517678,0.000210794,3.528891065,"n",55,NA,NA
"1768","WR08-86","2008-07-19",2008,"Unknown",260,7,344,0.705141702,0.0002476,2.628222382,"n",55,NA,NA
"1769","WR08-86","2008-07-19",2008,"Unknown",260,8,402,0.705060551,0.00023999,2.407771845,"n",55,NA,NA
"1770","WR08-86","2008-07-19",2008,"Unknown",260,9,454,0.705189805,0.000254948,2.363693319,"n",55,NA,NA
"1771","WR08-86","2008-07-19",2008,"Unknown",260,10,508,0.705320705,0.000285208,2.480494718,"n",55,NA,NA
"1772","WR08-86","2008-07-19",2008,"Unknown",260,11,568,0.705336463,0.000244054,2.651538365,"n",55,NA,NA
"1773","WR08-86","2008-07-19",2008,"Unknown",260,12,625,0.7056545,0.000241396,2.532264304,"n",55,NA,NA
"1774","WR08-86","2008-07-19",2008,"Unknown",260,13,674,0.707478719,0.000533132,4.087631439,"n",55,NA,NA
"1775","WR08-86","2008-07-19",2008,"Unknown",260,14,728,0.708786044,0.000274402,4.526276623,"n",55,NA,NA
"1776","WR08-86","2008-07-19",2008,"Unknown",260,15,790,0.708865413,0.0001924,4.910769689,"n",55,NA,NA
"1777","WR08-87","2008-06-16",2008,"Unknown",200,1,34,0.707501709,0.000265434,2.4,"n",55,NA,NA
"1778","WR08-87","2008-06-16",2008,"Unknown",200,2,90,0.707298888,0.00026529,2.32,"n",55,NA,NA
"1779","WR08-87","2008-06-16",2008,"Unknown",200,3,132,0.706753707,0.00025447,2.51,"n",55,NA,NA
"1780","WR08-87","2008-06-16",2008,"Unknown",200,4,187,0.705934689,0.000292638,2.49,"n",55,NA,NA
"1781","WR08-87","2008-06-16",2008,"Unknown",200,5,241,0.705222227,0.000263094,2.53,"n",55,NA,NA
"1782","WR08-87","2008-06-16",2008,"Unknown",200,6,298,0.704993571,0.000261252,2.44,"n",55,NA,NA
"1783","WR08-87","2008-06-16",2008,"Unknown",200,7,339,0.705073551,0.000314564,2.07,"n",55,NA,NA
"1784","WR08-87","2008-06-16",2008,"Unknown",200,8,395,0.705183202,0.000304786,2.23,"n",55,NA,NA
"1785","WR08-87","2008-06-16",2008,"Unknown",200,9,438,0.705171185,0.00027591,2.41,"n",55,NA,NA
"1786","WR08-87","2008-06-16",2008,"Unknown",200,10,488,0.705358017,0.00032008,2.4,"n",55,NA,NA
"1787","WR08-87","2008-06-16",2008,"Unknown",200,11,535,0.705476755,0.000286294,2.36,"n",55,NA,NA
"1788","WR08-87","2008-06-16",2008,"Unknown",200,12,572,0.706341317,0.000372424,2.82,"n",55,NA,NA
"1789","WR08-87","2008-06-16",2008,"Unknown",200,13,619,0.707970503,0.000339868,3.95,"n",55,NA,NA
"1790","WR08-87","2008-06-16",2008,"Unknown",200,14,676,0.70875796,0.00024466,4.81,"n",55,NA,NA
"1791","WR08-87","2008-06-16",2008,"Unknown",200,15,737,0.708918698,0.000254476,5.022244227,"n",55,NA,NA
"1792","WR08-88","2008-07-18",2008,"Unknown",190,2,50,0.707032759,0.000311368,2.22,"n",55,NA,NA
"1793","WR08-88","2008-07-18",2008,"Unknown",190,3,105,0.706660468,0.0002982,2.31,"n",55,NA,NA
"1794","WR08-88","2008-07-18",2008,"Unknown",190,4,159,0.705934293,0.000337376,2.1,"n",55,NA,NA
"1795","WR08-88","2008-07-18",2008,"Unknown",190,5,211,0.705412188,0.000392058,2.29,"n",55,NA,NA
"1796","WR08-88","2008-07-18",2008,"Unknown",190,6,258,0.705246011,0.000390544,2.46,"n",55,NA,NA
"1797","WR08-88","2008-07-18",2008,"Unknown",190,7,319,0.705296434,0.000282146,2.44,"n",55,NA,NA
"1798","WR08-88","2008-07-18",2008,"Unknown",190,8,381,0.705295047,0.000281002,2.55,"n",55,NA,NA
"1799","WR08-88","2008-07-18",2008,"Unknown",190,9,428,0.705341938,0.000286588,2.77,"n",55,NA,NA
"1800","WR08-88","2008-07-18",2008,"Unknown",190,10,481,0.705608155,0.000303742,2.74,"n",55,NA,NA
"1801","WR08-88","2008-07-18",2008,"Unknown",190,11,524,0.705251011,0.000353238,3.52,"n",55,NA,NA
"1802","WR08-88","2008-07-18",2008,"Unknown",190,12,564,0.705982341,0.000413426,3.78,"n",55,NA,NA
"1803","WR08-88","2008-07-18",2008,"Unknown",190,13,620,0.708042644,0.000313104,4.57,"n",55,NA,NA
"1804","WR08-88","2008-07-18",2008,"Unknown",190,14,673,0.708641654,0.000244006,5.22,"n",55,NA,NA
"1805","WR08-88","2008-07-18",2008,"Unknown",190,15,724,0.708950508,0.00028325,5.337276753,"n",55,NA,NA
"1806","WR08-89","2008-07-18",2008,"Unknown",230,1,52,0.707496501,0.000299516,2.27,"n",55,NA,NA
"1807","WR08-89","2008-07-18",2008,"Unknown",230,2,113,0.706944346,0.000246722,2.19,"n",55,NA,NA
"1808","WR08-89","2008-07-18",2008,"Unknown",230,3,164,0.706052115,0.00026324,2.25,"n",55,NA,NA
"1809","WR08-89","2008-07-18",2008,"Unknown",230,4,232,0.705431591,0.000266284,2.11,"n",55,NA,NA
"1810","WR08-89","2008-07-18",2008,"Unknown",230,5,278,0.705070566,0.000242204,1.88,"n",55,NA,NA
"1811","WR08-89","2008-07-18",2008,"Unknown",230,6,346,0.70498767,0.000266302,2.01,"n",55,NA,NA
"1812","WR08-89","2008-07-18",2008,"Unknown",230,7,419,0.705112093,0.000314116,1.67,"n",55,NA,NA
"1813","WR08-89","2008-07-18",2008,"Unknown",230,8,471,0.705078228,0.000347562,1.76,"n",55,NA,NA
"1814","WR08-89","2008-07-18",2008,"Unknown",230,9,527,0.705666452,0.00033817,1.47,"n",55,NA,NA
"1815","WR08-89","2008-07-18",2008,"Unknown",230,10,580,0.705364704,0.000315216,2.13,"n",55,NA,NA
"1816","WR08-89","2008-07-18",2008,"Unknown",230,11,625,0.708588904,0.000344038,2.6,"n",55,NA,NA
"1817","WR08-89","2008-07-18",2008,"Unknown",230,12,693,0.708684692,0.000224984,3.21,"n",55,NA,NA
"1818","WR08-89","2008-07-18",2008,"Unknown",230,13,756,0.708874527,0.00026092,3.69,"n",55,NA,NA
"1819","WR08-89","2008-07-18",2008,"Unknown",230,14,803,0.709042624,0.000325966,3.62,"n",55,NA,NA
"1820","WR08-89","2008-07-18",2008,"Unknown",230,15,867,0.708937569,0.00027644,3.863696384,"n",55,NA,NA
"1821","WR08-90","2008-06-24",2008,"Unknown",230,1,13,0.707430393,0.000306082,1.96,"n",55,NA,NA
"1822","WR08-90","2008-06-24",2008,"Unknown",230,2,68,0.707181225,0.000285,2.26,"n",55,NA,NA
"1823","WR08-90","2008-06-24",2008,"Unknown",230,3,130,0.706563716,0.00025253,2.42,"n",55,NA,NA
"1824","WR08-90","2008-06-24",2008,"Unknown",230,4,175,0.705980838,0.000293924,2.36,"n",55,NA,NA
"1825","WR08-90","2008-06-24",2008,"Unknown",230,5,230,0.704912579,0.000242292,2.67,"n",55,NA,NA
"1826","WR08-90","2008-06-24",2008,"Unknown",230,6,292,0.704864728,0.000211856,2.9,"n",55,NA,NA
"1827","WR08-90","2008-06-24",2008,"Unknown",230,7,345,0.704899652,0.000254874,2.81,"n",55,NA,NA
"1828","WR08-90","2008-06-24",2008,"Unknown",230,8,404,0.705145773,0.00030555,2.59,"n",55,NA,NA
"1829","WR08-90","2008-06-24",2008,"Unknown",230,9,455,0.706415031,0.000254758,3.01,"n",55,NA,NA
"1830","WR08-90","2008-06-24",2008,"Unknown",230,10,517,0.709200509,0.00039626,3.33,"n",55,NA,NA
"1831","WR08-90","2008-06-24",2008,"Unknown",230,11,579,0.708942664,0.000456834,3.11,"n",55,NA,NA
"1832","WR08-90","2008-06-24",2008,"Unknown",230,12,648,0.708920665,0.000265426,3.73,"n",55,NA,NA
"1833","WR08-90","2008-06-24",2008,"Unknown",230,13,693,0.708853725,0.000332344,4.48,"n",55,NA,NA
"1834","WR08-90","2008-06-24",2008,"Unknown",230,14,762,0.708971784,0.00023038,5,"n",55,NA,NA
"1835","WR08-90","2008-06-24",2008,"Unknown",230,15,810,0.709033843,0.000257318,5.230664547,"n",55,NA,NA
"1836","WR08-91","2008-07-18",2008,"Unknown",230,1,14,0.707950928,0.000208298,2.86,"n",55,NA,NA
"1837","WR08-91","2008-07-18",2008,"Unknown",230,2,75,0.707447226,0.000220128,2.74,"n",55,NA,NA
"1838","WR08-91","2008-07-18",2008,"Unknown",230,3,132,0.706585348,0.000257072,2.7,"n",55,NA,NA
"1839","WR08-91","2008-07-18",2008,"Unknown",230,4,187,0.705859945,0.000286098,2.53,"n",55,NA,NA
"1840","WR08-91","2008-07-18",2008,"Unknown",230,5,241,0.705095525,0.000264224,2.51,"n",55,NA,NA
"1841","WR08-91","2008-07-18",2008,"Unknown",230,6,298,0.704667561,0.00025492,2.81,"n",55,NA,NA
"1842","WR08-91","2008-07-18",2008,"Unknown",230,7,355,0.704879194,0.000250462,2.49,"n",55,NA,NA
"1843","WR08-91","2008-07-18",2008,"Unknown",230,8,412,0.705165509,0.000238526,2.34,"n",55,NA,NA
"1844","WR08-91","2008-07-18",2008,"Unknown",230,9,466,0.708173956,0.000262472,2.66,"n",55,NA,NA
"1845","WR08-91","2008-07-18",2008,"Unknown",230,10,525,0.708945452,0.000213262,2.84,"n",55,NA,NA
