Year,Sample Number,Age,Readage,Recovery Date,Fork Length (mm),Sex,CWT Code
2005,510085,2,2,38547,585,M,051974
2005,510097,3,0,38550,746,M,051298
2005,510101,0,3,38471,761,M,200000
2005,510114,3,0,38487,820,M,051296
2005,510115,3,0,38492,770,F,051364
2005,510140,0,2,38501,800,M,
2005,510145,0,2,38502,630,M,
2005,510148,2,2,38502,600,M,051985
2005,510155,0,3,38507,781,M,
2005,510159,3,2,38508,790,M,051290
2005,510170,0,3,38513,785,M,
2005,510171,0,2,38513,776,M,
2005,510194,0,3,38516,730,M,
2005,510199,0,3,38516,750,M,
2005,510201,0,3,38516,780,M,
2005,510202,3,2,38516,789,M,051282
2005,510207,0,0,38517,780,M,
2005,510217,0,2,38517,587,M,
2005,510220,0,2,38517,787,M,
2005,510225,0,3,38519,784,M,
2005,510227,0,3,38519,720,M,
2005,510241,0,2,38520,595,M,
2005,510253,0,0,38522,777,M,
2005,510267,0,3,38523,595,M,
2005,510274,0,2,38524,563,M,
2005,510279,0,3,38525,795,M,
2005,510281,0,3,38525,603,M,
2005,510293,0,3,38527,565,M,
2005,510301,0,2,38526,607,M,
2005,510304,0,2,38526,560,M,
2005,510309,0,2,38526,764,M,
2005,510312,0,3,38526,775,M,
2005,510314,0,3,38526,762,M,
2005,510345,0,3,38529,747,M,
2005,510353,0,2,38530,565,M,
2005,510356,0,3,38531,770,M,
2005,510363,0,2,38531,590,M,
2005,510364,0,2,38531,585,M,
2005,510370,0,2,38531,770,M,100000
2005,510373,3,2,38532,765,M,051278
2005,510375,3,3,38532,773,M,051372
2005,510403,0,0,38529,560,M,
2005,510411,0,2,38529,650,M,
2005,510430,3,0,38533,680,M,051366
2005,510455,3,3,38537,735,M,051282
2005,510456,3,2,38541,898,M,051293
2005,510464,3,3,38541,680,M,053737
2005,510501,2,2,38546,570,M,051974
2005,510502,2,2,38546,630,M,051996
2005,510556,3,3,38552,646,F,051366
2005,510566,3,3,38543,760,M,051369
2005,510570,2,3,38543,610,M,051996
2005,510743,2,2,38556,575,M,051996
2005,510775,3,0,38562,760,F,051371
2005,510807,3,3,38562,635,F,051277
2005,510857,3,3,38562,720,M,051291
2005,510879,0,3,38568,752,M,
2005,510891,2,2,38563,620,M,051984
2005,510899,2,0,38565,625,M,051973
2005,510907,2,2,38568,615,M,051997
2005,515004,3,3,38473,855,F,051290
2005,515014,3,3,38481,800,M,051297
2005,515079,0,3,38508,450,F,
2005,515128,0,3,38514,740,M,100000
2005,515177,0,2,38519,580,M,
2005,515192,0,3,38519,760,M,
2005,515221,3,2,38520,760,F,051277
2005,515224,0,2,38520,720,M,
2005,515286,0,2,38524,620,M,
2005,515289,0,3,38524,770,M,
2005,515340,0,3,38525,770,M,
2005,515362,0,2,38526,592,M,
2005,515378,0,2,38527,791,M,
2005,515413,0,2,38532,502,M,
2005,515421,0,2,38528,626,M,
2005,515426,3,0,38528,767,M,051366
2005,515451,3,3,38531,775,M,051290
2005,515458,2,3,38532,558,M,051995
2005,515489,0,3,38535,789,M,100000
2005,515517,2,2,38537,561,M,051984
2005,515528,0,3,38537,775,M,
2005,515550,3,2,38540,775,M,051285
2005,515582,0,3,38541,781,M,
2005,515591,3,0,38537,705,M,051366
2005,515608,0,3,38540,676,M,
2005,515626,2,2,38541,620,M,051996
2005,515702,2,2,38543,584,M,051977
2005,515707,0,2,38543,620,M,
2005,515708,0,2,38543,590,M,
2005,515718,3,3,38544,675,M,051294
2005,515722,0,3,38544,840,M,
2005,515732,0,2,38545,594,M,
2005,515733,2,2,38545,581,M,051974
2005,515737,0,0,38547,770,M,
2005,515753,2,2,38547,575,M,051972
2005,515754,3,0,38549,769,M,051281
2005,515771,0,2,38544,680,M,
2005,515802,3,3,38544,721,M,051288
2005,515803,0,3,38544,614,M,100000
2005,515814,0,2,38548,550,M,
2005,515820,0,2,38549,610,M,
2005,515827,2,2,38549,645,M,051974
2005,515895,0,2,38573,578,M,
2005,515927,2,2,38553,592,M,051974
2005,515967,3,3,38556,743,M,053737
2005,516049,0,3,38556,747,M,100000
2005,516050,0,3,38556,731,M,
2005,516140,2,2,38555,570,M,051974
2005,516164,0,2,38558,558,M,
2005,516166,2,2,38558,587,M,051997
2005,516169,2,2,38558,577,M,051991
2005,516215,2,2,38560,596,M,051988
2005,516216,0,0,38561,592,M,
2005,516243,0,2,38565,570,M,
2005,516252,2,2,38565,560,M,051973
2005,516281,0,2,38574,596,M,
2005,516333,3,3,38571,708,M,051278
2005,540001,0,3,38534,700,M,
2005,540002,0,3,38534,760,M,
2005,540003,0,3,38541,567,M,
2005,540004,0,2,38544,609,M,
2005,540005,0,2,38546,580,M,
2005,540006,0,3,38549,581,M,
2005,540007,0,3,38549,559,M,
2005,540008,0,3,38549,779,M,
2005,540009,0,3,38552,791,M,
2005,540010,0,2,38553,610,M,
2005,540011,0,3,38557,738,M,
2005,540012,0,3,38557,770,M,
2005,540013,0,2,38558,632,M,
2005,540014,0,3,38558,765,M,
2005,540015,0,2,38558,589,M,
2005,540016,0,0,38559,700,M,
2005,540017,0,2,38561,570,M,
2005,540018,0,0,38559,696,M,
2005,540022,0,0,38547,769,M,
2005,540023,0,3,38547,633,M,
2005,540024,0,3,38550,782,M,
2005,540026,0,2,38543,551,M,
2005,540027,0,2,38543,623,M,
2005,540028,0,2,38543,588,M,
2005,540029,0,2,38547,580,F,
2005,540030,0,0,38547,696,M,
2005,540031,0,0,38547,626,M,
2005,540032,0,3,38553,562,M,
2005,540033,0,3,38555,775,M,
2005,540043,0,2,38552,790,M,
2005,540044,0,0,38552,790,M,
2005,540045,0,2,38552,578,M,
2005,540049,0,2,38555,575,M,
2005,540051,0,2,38534,561,M,
2005,540052,0,2,38534,729,M,
2005,540053,0,2,38535,765,M,
2005,540054,0,3,38536,656,M,
2005,540055,0,2,38537,581,M,
2005,540056,0,2,38537,645,M,
2005,540057,0,2,38537,621,M,
2005,540058,0,3,38546,735,M,
2005,540059,0,3,38537,725,M,
2005,540060,0,3,38538,633,M,
2005,540061,0,3,38538,770,M,
2005,540062,0,2,38540,725,M,
2005,540063,0,2,38540,786,M,
2005,540064,0,2,38541,585,M,
2005,540065,0,3,38542,793,M,
2005,540066,0,2,38543,796,M,
2005,540067,0,2,38543,609,M,
2005,540068,0,2,38544,555,M,
2005,540069,0,2,38541,590,M,
2005,540070,0,3,38535,742,M,
2005,540071,0,3,38538,706,M,
2005,540072,0,3,38540,560,M,
2005,540073,0,3,38541,652,M,
2005,540076,0,3,38534,638,M,
2005,540077,0,2,38534,616,M,
2005,540078,0,3,38535,662,M,
2005,540079,0,2,38535,595,M,
2005,540080,0,2,38535,595,M,
2005,540081,0,2,38537,555,M,
2005,540082,0,2,38537,570,M,
2005,540083,0,3,38537,765,M,
2005,540084,0,2,38538,560,M,
2005,540085,0,3,38544,780,M,
2005,540086,0,2,38544,500,M,
2005,540087,0,3,38544,775,M,
2005,540088,0,3,38545,613,M,
2005,540089,0,2,38549,560,M,
2005,540110,0,3,38549,617,M,
2005,540111,0,3,38550,760,M,
2005,540112,0,3,38550,650,M,
2005,540113,0,2,38552,640,M,
2006,2107,0,3,38912,750,F,
2006,2109,0,3,38912,881,M,
2006,10002,3,3,38840,893,M,051993
2006,10009,4,4,38843,964,M,051371
2006,10027,3,3,38855,722,F,051993
2006,10029,0,4,38857,880,M,
2006,10049,0,3,38861,815,F,
2006,10053,3,3,38861,789,F,051993
2006,10061,4,4,38864,985,M,051285
2006,10065,3,4,38864,941,M,051993
2006,10070,0,3,38864,785,F,
2006,10081,0,3,38867,886,M,
2006,10085,0,3,38867,910,M,
2006,10091,0,0,38867,850,M,
2006,10092,3,3,38867,715,F,051970
2006,10101,0,3,38869,715,F,
2006,10111,0,3,38870,915,M,
2006,10116,3,3,38870,662,F,051994
2006,10121,0,3,38870,762,F,
2006,10132,0,2,38873,688,M,
2006,10136,3,3,38873,706,F,051993
2006,10143,0,4,38873,814,F,
2006,10144,4,4,38873,950,M,051371
2006,10148,0,3,38873,786,F,
2006,10152,0,0,38874,796,M,
2006,10157,0,3,38876,779,F,
2006,10161,0,3,38876,851,M,
2006,10165,0,3,38876,756,F,100000
2006,10169,0,3,38876,718,F,
2006,10171,3,4,38876,885,M,051993
2006,10173,0,4,38876,1014,M,
2006,10177,3,3,38878,868,M,051679
2006,10181,0,4,38879,755,F,
2006,10185,3,3,38879,738,F,051987
2006,10189,0,3,38879,637,F,
2006,10193,3,3,38879,770,F,051991
2006,10194,3,3,38879,745,F,051971
2006,10197,0,4,38879,990,M,
2006,10201,3,3,38879,723,F,051995
2006,10205,0,3,38880,849,M,
2006,10208,3,3,38881,850,M,051987
2006,10209,3,3,38881,841,M,051995
2006,10213,3,3,38881,752,F,051978
2006,10217,0,3,38881,865,M,
2006,10221,3,3,38881,809,M,051981
2006,10225,0,3,38882,796,F,
2006,10229,0,3,38882,792,F,
2006,10230,3,3,38882,730,F,051997
2006,10233,3,3,38882,817,F,051980
2006,10237,3,3,38882,744,F,051991
2006,10239,4,4,38882,828,F,051276
2006,10241,0,3,38882,762,F,100000
2006,10245,0,3,38882,768,F,
2006,10249,3,3,38882,772,F,051984
2006,10250,3,3,38882,791,F,051966
2006,10253,3,3,38882,749,F,051993
2006,10257,0,3,38882,747,F,
2006,10263,0,3,38884,758,F,
2006,10267,3,3,38884,870,M,051994
2006,10272,0,3,38884,848,M,
2006,10275,3,3,38885,805,F,051966
2006,10278,0,3,38885,780,F,
2006,10281,3,3,38885,891,M,051993
2006,10284,0,3,38885,770,F,
2006,10287,0,4,38885,945,M,
2006,10290,0,4,38886,910,M,
2006,10293,0,3,38886,810,F,100000
2006,10296,0,3,38887,790,F,
2006,10299,0,3,38887,820,F,
2006,10302,3,3,38887,678,F,051980
2006,10307,3,3,38888,860,M,051974
2006,10310,0,3,38888,844,F,
2006,10315,0,3,38888,703,F,
2006,10316,3,3,38888,732,F,051979
2006,10319,0,3,38888,710,F,
2006,10322,0,3,38888,930,M,
2006,10326,3,0,38889,803,M,051994
2006,10330,3,2,38889,671,M,051968
2006,10334,0,3,38890,720,M,
2006,10340,3,3,38890,782,F,051993
2006,10342,4,3,38890,856,M,051366
2006,10343,3,3,38890,892,M,051977
2006,10346,0,4,38891,800,F,
2006,10354,3,3,38891,767,F,051980
2006,10359,3,4,38891,910,M,051969
2006,10360,0,3,38891,706,F,
2006,10363,0,3,38885,753,F,
2006,10366,0,3,38885,743,F,
2006,10373,0,3,38891,780,F,
2006,10375,0,4,38891,781,F,
2006,10378,0,3,38891,709,F,100000
2006,10381,0,0,38891,893,M,
2006,10386,0,0,38891,870,M,
2006,10387,3,3,38891,535,F,051965
2006,10390,3,3,38891,771,F,051970
2006,10396,4,4,38893,1013,M,051298
2006,10397,0,0,38893,710,F,
2006,10399,0,3,38893,869,M,
2006,10402,3,3,38893,838,F,051975
2006,10405,3,3,38893,609,F,051679
2006,10407,3,3,38893,822,F,051992
2006,10410,0,3,38894,820,F,
2006,10412,0,3,38894,723,F,
2006,10414,0,3,38894,892,M,
2006,10416,0,3,38894,844,M,
2006,10418,0,3,38894,730,F,
2006,10420,0,3,38894,800,F,
2006,10424,0,3,38894,705,F,
2006,10427,3,3,38894,724,F,051995
2006,10428,3,3,38894,738,F,051968
2006,10429,0,3,38894,838,F,
2006,10431,0,3,38894,700,F,
2006,10433,0,3,38894,803,F,
2006,10436,3,3,38894,795,F,051993
2006,10441,3,3,38894,884,M,051979
2006,10443,3,3,38894,847,M,051991
2006,10445,0,3,38894,687,F,100000
2006,10448,0,3,38895,872,M,
2006,10450,0,4,38897,890,F,
2006,10455,0,3,38873,698,F,100000
2006,10460,3,3,38873,719,F,051967
2006,10462,4,3,38873,821,F,051276
2006,10465,0,3,38873,811,F,
2006,10471,3,3,38875,724,F,051679
2006,10473,0,3,38875,825,M,
2006,10477,0,3,38875,823,M,
2006,10481,3,3,38875,795,F,051996
2006,10483,3,3,38875,645,F,051965
2006,10485,0,3,38875,774,F,
2006,10489,0,3,38878,762,F,
2006,10490,3,3,38878,851,M,051966
2006,10493,0,3,38879,740,F,
2006,10497,0,4,38879,890,M,
2006,10504,0,3,38897,752,F,
2006,10507,0,3,38897,726,F,
2006,10509,3,3,38897,765,F,051968
2006,10514,0,3,38897,720,F,
2006,10517,0,3,38898,842,M,
2006,10519,0,3,38898,730,F,
2006,10522,3,3,38899,730,F,051970
2006,10525,0,3,38899,932,M,
2006,10528,0,3,38899,692,F,
2006,10533,0,3,38899,719,F,
2006,10537,3,3,38900,842,M,051978
2006,10540,0,0,38900,802,F,
2006,10542,0,3,38900,715,F,
2006,10544,0,3,38900,879,M,
2006,10549,0,3,38900,749,F,
2006,10551,0,3,38900,791,F,
2006,10556,0,3,38902,740,F,100000
2006,10559,0,3,38902,927,M,
2006,10561,0,3,38902,872,M,
2006,10563,4,4,38902,805,F,051279
2006,10567,0,3,38903,859,M,
2006,10569,0,3,38903,796,F,
2006,10570,0,3,38903,813,F,
2006,10571,0,3,38903,815,F,
2006,10573,0,3,38903,775,F,
2006,10577,0,3,38903,794,M,
2006,10578,3,3,38903,783,F,051996
2006,10579,0,3,38903,781,F,
2006,10586,0,3,38904,781,F,
2006,10589,0,3,38905,761,F,
2006,10592,0,3,38905,704,F,
2006,10594,0,0,38905,962,M,
2006,10596,3,3,38905,760,F,051974
2006,10598,0,3,38905,730,F,
2006,10603,0,3,38905,872,F,100000
2006,10607,0,3,38905,722,F,
2006,10609,3,3,38905,756,M,051977
2006,10613,0,0,38906,848,M,
2006,10618,0,3,38906,751,F,
2006,10623,0,3,38906,772,F,
2006,10625,0,3,38906,782,F,
2006,10627,0,3,38906,730,F,
2006,10630,0,3,38906,800,F,
2006,10633,4,4,38906,1010,M,051298
2006,10636,0,3,38906,720,F,
2006,10639,0,3,38906,820,M,
2006,10641,0,0,38906,700,F,
2006,10643,3,3,38906,835,M,051997
2006,10645,0,3,38906,750,M,
2006,10646,0,3,38907,857,M,
2006,10647,0,4,38907,950,M,
2006,10648,3,3,38907,733,F,051997
2006,10650,0,3,38907,837,F,
2006,10653,3,3,38906,716,F,051995
2006,10655,0,2,38906,735,F,
2006,10658,0,3,38906,731,F,
2006,10664,0,3,38908,780,F,
2006,10666,0,3,38908,857,M,
2006,10671,3,3,38908,657,F,051964
2006,10672,3,3,38908,753,F,051975
2006,10675,0,3,38908,821,F,
2006,10678,0,2,38908,662,F,
2006,10681,0,3,38897,787,F,
2006,10683,0,3,38897,914,M,
2006,10685,0,3,38897,740,F,
2006,10687,3,3,38897,747,F,051993
2006,10689,3,3,38897,793,F,051976
2006,10693,0,3,38897,655,F,
2006,10697,0,3,38897,790,M,400000
2006,10702,0,3,38897,767,F,100000
2006,10706,0,3,38909,756,F,
2006,10708,0,3,38909,778,F,
2006,10710,0,3,38909,849,F,
2006,10712,3,2,38909,715,F,051997
2006,10715,0,3,38909,772,F,
2006,10718,0,3,38909,731,F,
2006,10721,0,3,38909,811,F,100000
2006,10723,0,4,38909,829,F,
2006,10724,3,3,38909,775,F,051988
2006,10725,3,3,38909,784,F,051975
2006,10728,0,3,38909,785,F,
2006,10733,3,3,38909,772,F,051964
2006,10735,0,4,38909,773,F,
2006,10736,0,3,38909,846,M,
2006,10737,3,3,38909,747,M,051992
2006,10740,3,3,38909,783,F,051995
2006,10742,0,3,38909,731,F,
2006,10744,0,3,38909,760,F,400000
2006,10747,0,3,38915,731,F,
2006,10750,3,3,38915,797,F,051991
2006,10753,0,3,38915,719,F,
2006,10757,3,4,38914,783,F,051997
2006,10761,3,3,38915,770,F,051970
2006,10763,0,3,38915,786,F,
2006,10767,0,3,38914,683,F,
2006,10769,0,3,38914,765,F,
2006,10771,0,3,38900,763,F,
2006,10774,0,3,38900,765,F,
2006,10777,0,3,38900,868,M,
2006,10779,3,2,38900,687,F,051973
2006,10781,3,3,38900,807,M,051992
2006,10783,0,3,38900,771,F,
2006,10784,3,3,38900,789,F,051967
2006,10785,0,3,38900,782,M,
2006,10787,0,3,38900,792,F,
2006,10791,0,3,38900,843,F,
2006,10793,0,3,38903,666,F,
2006,10796,0,3,38903,774,F,
2006,10812,3,3,38903,722,F,051970
2006,10842,0,3,38910,832,F,
2006,10845,0,3,38911,779,F,
2006,10847,0,2,38911,880,M,
2006,10848,0,2,38911,690,F,
2006,10849,0,3,38911,761,F,
2006,10855,0,3,38911,804,F,
2006,10856,3,3,38911,805,M,051996
2006,10857,0,3,38911,806,F,
2006,10860,3,3,38911,716,F,051972
2006,10865,0,3,38912,808,F,
2006,10867,0,3,38912,780,F,
2006,10869,0,3,38912,766,F,
2006,10871,0,3,38912,794,F,
2006,10873,3,3,38912,789,F,051976
2006,10878,3,3,38912,741,F,051970
2006,10880,3,3,38912,690,M,051995
2006,10882,0,3,38912,755,F,
2006,10889,0,3,38915,675,F,
2006,10891,0,3,38915,625,F,
2006,10892,0,3,38915,815,F,
2006,10893,0,4,38915,873,F,
2006,10901,0,3,38916,862,M,
2006,10903,3,3,38917,746,F,051972
2006,10905,0,2,38917,548,M,
2006,10907,0,3,38917,839,M,
2006,10911,3,3,38917,763,F,051997
2006,10912,3,3,38917,821,F,051997
2006,10913,3,3,38917,742,F,051976
2006,10919,0,3,38918,725,F,
2006,10921,0,0,38918,670,F,
2006,10923,0,3,38918,755,F,
2006,10930,0,3,38915,750,F,
2006,10935,3,3,38915,785,F,051977
2006,10937,3,3,38915,757,F,051995
2006,10939,0,3,38915,783,F,
2006,10944,3,3,38915,736,F,051995
2006,10946,3,3,38918,758,F,051986
2006,10949,0,3,38918,713,F,
2006,10951,3,2,38919,677,M,051990
2006,10952,3,3,38919,750,F,051978
2006,10959,0,3,38926,805,F,
2006,10963,0,3,38927,705,F,
2006,10964,0,2,38927,700,F,
2006,10965,0,2,38927,745,F,
2006,10967,0,3,38918,869,M,
2006,10969,0,3,38918,820,F,
2006,10971,3,3,38918,700,F,051997
2006,10972,3,3,38918,759,F,051975
2006,10973,0,3,38918,798,F,
2006,10975,0,2,38918,620,M,
2006,10979,0,2,38918,590,F,
2006,10981,0,3,38918,830,F,
2006,10994,3,3,38921,795,F,051978
2006,10998,0,3,38921,720,F,
2006,11001,3,3,38921,719,F,051995
2006,11003,3,3,38921,718,F,051973
2006,11010,0,3,38921,774,F,100000
2006,11015,0,3,38921,709,F,
2006,11016,3,3,38921,755,F,051997
2006,11017,0,3,38921,728,F,100000
2006,11019,0,3,38932,645,F,
2006,11025,0,3,38933,828,F,
2006,11032,0,3,38933,708,F,
2006,11079,0,3,38924,760,F,
2006,11083,3,3,38924,784,F,051986
2006,11086,3,3,38924,765,F,051996
2006,11090,3,3,38924,668,F,051986
2006,11095,0,3,38924,688,F,
2006,11101,0,3,38927,723,F,
2006,11102,3,3,38927,730,F,051990
2006,11107,0,3,38927,767,F,
2006,11111,0,3,38927,719,F,
2006,11113,0,3,38929,764,F,
2006,11120,3,0,38930,792,M,051972
2006,15010,3,3,38851,882,M,051993
2006,15029,4,4,38857,980,M,051371
2006,15038,4,4,38858,1026,M,051366
2006,15043,0,3,38858,895,M,
2006,15047,0,4,38861,870,M,
2006,15065,0,3,38864,730,F,
2006,15071,0,3,38864,790,F,
2006,15078,0,0,38867,709,F,
2006,15088,0,3,38870,810,F,
2006,15091,3,3,38870,745,F,051994
2006,15099,0,3,38872,925,M,
2006,15103,3,3,38872,775,F,051679
2006,15104,0,3,38874,836,M,
2006,15108,0,3,38875,908,M,
2006,15112,0,3,38875,915,M,
2006,15116,3,3,38875,725,F,051965
2006,15120,0,3,38876,744,M,
2006,15126,3,3,38876,713,F,051965
2006,15128,0,3,38876,908,M,
2006,15131,4,4,38876,883,M,051293
2006,15132,0,3,38876,816,M,100000
2006,15135,3,3,38876,756,F,051991
2006,15140,0,4,38876,953,M,
2006,15144,0,3,38876,845,M,
2006,15148,3,3,38878,887,M,051985
2006,15149,3,3,38878,730,F,051984
2006,15152,0,3,38878,783,M,
2006,15156,0,4,38878,918,M,
2006,15160,0,3,38879,863,F,
2006,15164,3,4,38879,794,F,051974
2006,15168,0,3,38879,742,F,
2006,15173,0,3,38879,835,F,
2006,15177,0,3,38879,770,F,
2006,15182,3,3,38880,847,M,051968
2006,15186,3,3,38881,718,F,051996
2006,15190,0,4,38881,970,M,
2006,15193,3,3,38881,815,M,051993
2006,15194,0,3,38881,760,F,
2006,15198,0,3,38882,755,F,
2006,15201,3,3,38882,800,F,051997
2006,15202,0,3,38882,910,M,
2006,15206,0,3,38882,750,F,
2006,15210,3,3,38882,790,F,051995
2006,15211,3,3,38882,740,F,051995
2006,15214,3,3,38882,815,F,051990
2006,15226,3,3,38882,759,F,051995
2006,15232,4,4,38884,1100,M,051371
2006,15234,0,2,38885,437,M,
2006,15237,0,3,38884,765,F,
2006,15240,3,4,38884,860,M,051994
2006,15244,0,3,38884,762,F,
2006,15247,0,3,38885,760,F,
2006,15250,0,0,38885,630,M,
2006,15253,0,3,38885,770,F,
2006,15256,0,3,38888,825,F,
2006,15260,0,3,38888,750,F,
2006,15265,3,3,38888,770,F,051968
2006,15268,0,4,38888,837,M,
2006,15271,0,3,38883,837,F,
2006,15274,0,3,38883,818,M,
2006,15277,0,3,38886,905,M,
2006,15280,3,4,38887,885,M,051984
2006,15282,3,3,38887,885,M,051965
2006,15283,0,3,38887,775,M,
2006,15286,0,3,38887,825,F,
2006,15289,0,3,38888,737,F,
2006,15292,0,3,38888,763,F,
2006,15296,0,3,38888,760,F,
2006,15300,0,3,38888,730,F,200000
2006,15303,4,3,38888,936,M,051287
2006,15305,0,3,38888,876,M,
2006,15310,0,3,38888,823,F,
2006,15313,3,3,38889,740,F,051993
2006,15317,0,3,38888,860,M,
2006,15320,0,3,38888,840,F,
2006,15322,3,4,38890,920,M,051983
2006,15323,0,4,38890,825,F,
2006,15326,0,3,38890,870,M,
2006,15329,0,3,38890,860,M,
2006,15334,0,3,38890,895,M,
2006,15339,3,3,38891,717,F,051982
2006,15342,0,2,38891,702,F,
2006,15344,3,3,38891,792,F,051991
2006,15345,0,3,38891,808,F,
2006,15357,0,3,38892,876,M,
2006,15375,0,3,38892,875,M,
2006,15377,0,4,38893,782,F,
2006,15379,0,3,38893,797,F,
2006,15382,3,3,38893,830,F,051991
2006,15386,3,3,38894,758,F,051967
2006,15388,0,3,38894,753,F,
2006,15390,0,3,38894,833,F,
2006,15392,3,3,38894,839,M,051988
2006,15394,0,3,38894,812,M,
2006,15395,3,3,38894,782,F,051994
2006,15396,0,3,38894,754,F,
2006,15397,4,0,38894,864,F,051371
2006,15398,0,3,38895,808,M,
2006,15401,0,3,38896,827,M,
2006,15403,0,3,38896,741,F,
2006,15406,0,3,38896,765,F,
2006,15408,3,3,38896,812,F,051977
2006,15411,0,3,38896,782,F,
2006,15415,0,3,38897,810,F,
2006,15417,3,3,38897,760,F,051988
2006,15418,3,3,38897,870,M,051972
2006,15419,0,3,38897,770,F,
2006,15421,0,3,38897,740,F,
2006,15423,0,4,38897,910,M,
2006,15425,3,3,38897,800,F,051997
2006,15427,3,3,38897,780,F,051973
2006,15429,3,3,38897,720,F,051977
2006,15431,3,3,38897,830,F,051968
2006,15433,3,3,38897,840,M,051997
2006,15434,3,3,38897,690,F,051981
2006,15435,0,3,38897,750,F,
2006,15437,3,3,38897,720,F,051974
2006,15439,3,3,38897,710,F,051971
2006,15442,3,3,38898,858,M,051969
2006,15444,0,4,38898,875,M,
2006,15446,0,3,38898,860,M,
2006,15448,0,3,38899,760,F,
2006,15450,0,3,38894,805,F,
2006,15452,0,3,38894,731,F,
2006,15456,3,4,38894,870,M,051965
2006,15458,0,3,38894,930,M,
2006,15459,3,3,38894,791,M,051994
2006,15463,0,3,38894,735,F,
2006,15466,0,3,38896,900,M,
2006,15469,3,3,38896,820,M,051966
2006,15470,4,4,38896,1025,M,051370
2006,15471,0,2,38896,538,M,
2006,15474,0,3,38896,810,M,
2006,15478,3,3,38896,765,F,051968
2006,15480,0,3,38896,768,F,
2006,15482,0,3,38899,540,M,
2006,15484,0,3,38899,882,M,
2006,15486,3,3,38899,829,M,051974
2006,15489,3,3,38899,710,F,051984
2006,15491,3,3,38899,801,F,051980
2006,15494,3,2,38899,706,F,051966
2006,15496,0,2,38900,720,F,
2006,15498,3,3,38900,770,F,051965
2006,15501,0,3,38897,880,M,
2006,15503,0,3,38897,741,F,
2006,15505,0,4,38897,961,F,
2006,15508,0,3,38897,825,F,
2006,15510,0,3,38897,782,F,
2006,15511,3,3,38897,770,F,051991
2006,15512,4,4,38897,998,M,051372
2006,15514,3,3,38897,885,M,051983
2006,15517,0,3,38900,795,F,
2006,15520,0,3,38900,825,F,
2006,15522,0,3,38900,740,F,
2006,15524,0,3,38900,815,F,
2006,15525,3,4,38901,848,M,051967
2006,15526,3,3,38901,900,M,051993
2006,15528,0,3,38902,755,F,
2006,15529,0,3,38902,720,F,
2006,15531,0,3,38902,801,M,
2006,15533,3,3,38902,778,M,051985
2006,15534,3,3,38902,759,F,051977
2006,15535,3,3,38902,743,F,051976
2006,15536,3,3,38902,792,F,051988
2006,15537,0,3,38902,774,F,
2006,15538,3,3,38902,670,F,051993
2006,15539,3,3,38902,846,M,051983
2006,15541,0,3,38902,754,F,
2006,15542,0,3,38902,724,F,
2006,15543,0,3,38902,797,F,100000
2006,15546,0,3,38903,783,F,
2006,15547,0,3,38903,762,F,
2006,15548,0,3,38903,791,F,
2006,15550,0,4,38903,960,M,
2006,15551,3,3,38903,674,F,051967
2006,15554,3,3,38903,773,F,051993
2006,15557,0,3,38903,680,F,
2006,15558,3,3,38903,679,F,051994
2006,15559,0,3,38903,779,M,
2006,15561,3,3,38900,775,F,051981
2006,15564,0,3,38900,720,F,
2006,15566,0,3,38900,770,F,
2006,15568,0,4,38900,730,F,
2006,15571,0,3,38900,790,F,
2006,15573,3,3,38900,780,M,051976
2006,15574,3,3,38900,740,F,051997
2006,15575,0,3,38900,770,F,
2006,15577,3,3,38900,780,F,051980
2006,15579,3,3,38900,780,F,051991
2006,15585,0,3,38900,835,M,
2006,15587,0,3,38900,640,F,
2006,15588,0,3,38903,800,F,
2006,15590,0,3,38903,855,M,
2006,15592,0,3,38903,810,F,
2006,15594,3,3,38903,755,F,051971
2006,15597,0,3,38903,740,F,
2006,15598,0,3,38906,675,F,
2006,15599,0,3,38906,710,F,
2006,15600,0,3,38906,725,F,
2006,15601,0,0,38906,781,F,
2006,15602,0,3,38906,750,F,
2006,15603,3,3,38906,775,F,051993
2006,15605,3,3,38906,778,F,051977
2006,15612,0,3,38906,762,F,
2006,15614,3,3,38906,768,F,051983
2006,15616,0,3,38909,781,F,
2006,15618,0,3,38909,791,F,
2006,15621,0,3,38909,811,F,
2006,15624,0,3,38909,754,F,
2006,15626,0,3,38903,737,F,
2006,15627,0,3,38903,744,F,
2006,15628,0,3,38903,688,F,
2006,15632,0,2,38904,720,F,
2006,15635,0,3,38905,740,F,
2006,15636,3,3,38905,780,F,051997
2006,15637,4,4,38905,890,F,051298
2006,15640,0,3,38905,810,F,
2006,15641,3,3,38905,800,F,051975
2006,15642,0,3,38905,760,F,
2006,15643,3,3,38905,660,F,051964
2006,15645,0,3,38905,780,F,
2006,15646,0,3,38906,861,M,
2006,15647,0,3,38906,750,F,
2006,15648,0,3,38906,735,F,
2006,15649,0,3,38906,747,F,
2006,15650,0,4,38906,949,M,
2006,15655,0,3,38906,726,F,
2006,15657,0,3,38906,756,F,
2006,15660,0,0,38906,772,F,
2006,15662,3,3,38906,685,F,051983
2006,15666,0,3,38906,753,F,100000
2006,15672,3,3,38906,720,F,051995
2006,15675,0,3,38906,790,F,
2006,15677,0,3,38906,680,F,
2006,15680,0,3,38907,736,M,
2006,15685,0,3,38908,868,M,
2006,15688,0,3,38908,810,F,
2006,15690,0,3,38908,752,F,
