"","X","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length","SrV2","SrVpercent","FWExit_dist","Habitat"
"182",182,"WR07-12",NA,2007,"Unknown",350,21,555.556,0.704214,0.00032,0.6,"n",60,NA,NA,0.6,0,677.1208,"LAS"
"183",183,"WR07-12",NA,2007,"Unknown",350,20,601.286,0.704877,0.00034,0.64,"n",60,NA,NA,0.64,0.0291970802919708,677.1208,"SAC"
"184",184,"WR07-12",NA,2007,"Unknown",350,11,629.27,0.705702,0.00036,0.78,"n",60,NA,NA,0.78,0.131386861313869,677.1208,"SAC"
"185",185,"WR07-12",NA,2007,"Unknown",350,19,662.718,0.707083,0.00042,1.16,"n",60,NA,NA,1.16,0.408759124087591,677.1208,"DEL"
"186",186,"WR07-12",NA,2007,"Unknown",350,12,691.148,0.708597,0.00034,1.83,"n",60,NA,NA,1.83,0.897810218978102,677.1208,NA
"187",187,"WR07-12",NA,2007,"Unknown",350,13,755.732,0.708954,0.00022,1.91,"n",60,NA,NA,1.91,0.956204379562044,677.1208,NA
"188",188,"WR07-12",NA,2007,"Unknown",350,14,826.064,0.709119,0.00032,1.97,"n",60,NA,NA,1.97,1,677.1208,NA
"189",189,"WR07-13",NA,2007,"Unknown",230,1,102.793,0.707116,3e-04,1.03,"n",60,NA,NA,NA,NA,701.6661,NA
"190",190,"WR07-13",NA,2007,"Unknown",230,2,151.146,0.706125,0.00034,0.89,"n",60,NA,NA,NA,NA,701.6661,NA
"191",191,"WR07-13",NA,2007,"Unknown",230,3,217.421,0.706135,0.00038,0.78,"n",60,NA,NA,NA,NA,701.6661,NA
"192",192,"WR07-13",NA,2007,"Unknown",230,4,262.731,0.704689,0.000132,0.79,"n",60,NA,NA,0.79,0.0592105263157895,701.6661,"SAC"
"193",193,"WR07-13",NA,2007,"Unknown",230,5,306.689,0.705094,0.00034,0.86,"n",60,NA,NA,0.86,0.105263157894737,701.6661,"SAC"
"194",194,"WR07-13",NA,2007,"Unknown",230,6,362.481,0.705162,0.00024,0.75,"n",60,NA,NA,0.75,0.0328947368421053,701.6661,"SAC"
"195",195,"WR07-13",NA,2007,"Unknown",230,7,420.302,0.705199,0.00026,0.93,"n",60,NA,NA,0.93,0.151315789473684,701.6661,"SAC"
"196",196,"WR07-13",NA,2007,"Unknown",230,8,473.727,0.705624,0.00032,0.7,"n",60,NA,NA,0.7,0,701.6661,"SAC"
"197",197,"WR07-13",NA,2007,"Unknown",230,9,543.383,0.705624,0.00028,0.87,"n",60,NA,NA,0.87,0.111842105263158,701.6661,"SAC"
"198",198,"WR07-13",NA,2007,"Unknown",230,10,601.204,0.705773,0.00048,0.73,"n",60,NA,NA,0.73,0.0197368421052632,701.6661,"SAC"
"199",199,"WR07-13",NA,2007,"Unknown",230,11,644.486,0.705256,0.00032,1.32,"n",60,NA,NA,1.32,0.407894736842105,701.6661,"SAC"
"200",200,"WR07-13",NA,2007,"Unknown",230,15,681.3425,0.707153,5e-04,1.91,"n",60,NA,NA,1.91,0.796052631578947,701.6661,"DEL"
"201",201,"WR07-13",NA,2007,"Unknown",230,12,718.199,0.708417,0.000144,2.22,"n",60,NA,NA,2.22,1,701.6661,NA
"202",202,"WR07-13",NA,2007,"Unknown",230,13,789.207,0.708742,0.000192,2.02,"n",60,NA,NA,2.02,0.868421052631579,701.6661,NA
"203",203,"WR07-13",NA,2007,"Unknown",230,14,850.748,0.70914,0.00022,2.1,"n",60,NA,NA,2.1,0.921052631578947,701.6661,NA
"204",204,"WR07-14",NA,2007,"Unknown",230,1,52.749,0.707375,0.00015,0.98,"n",60,NA,NA,NA,NA,642.7505,NA
"205",205,"WR07-14",NA,2007,"Unknown",230,2,117.333,0.706739,0.00026,1.1,"n",60,NA,NA,NA,NA,642.7505,NA
"206",206,"WR07-14",NA,2007,"Unknown",230,3,171.096,0.706249,0.000184,0.92,"n",60,NA,NA,NA,NA,642.7505,NA
"207",207,"WR07-14",NA,2007,"Unknown",230,4,235.342,0.705136,0.000172,1.01,"n",60,NA,NA,1.01,0.103030303030303,642.7505,"SAC"
"208",208,"WR07-14",NA,2007,"Unknown",230,5,289.782,0.705116,0.00018,0.99,"n",60,NA,NA,0.99,0.0909090909090909,642.7505,"SAC"
"209",209,"WR07-14",NA,2007,"Unknown",230,6,342.869,0.705793,0.000154,0.89,"n",60,NA,NA,0.89,0.0303030303030303,642.7505,"Unassigned"
"210",210,"WR07-14",NA,2007,"Unknown",230,15,352.471,0.705028,0.000176,1.02,"n",60,NA,NA,1.02,0.109090909090909,642.7505,"SAC"
"211",211,"WR07-14",NA,2007,"Unknown",230,7,396.971,0.704517,0.00022,0.84,"n",60,NA,NA,0.84,0,642.7505,"LAS"
"212",212,"WR07-14",NA,2007,"Unknown",230,8,462.231,0.704868,0.00024,0.91,"n",60,NA,NA,0.91,0.0424242424242425,642.7505,"SAC"
"213",213,"WR07-14",NA,2007,"Unknown",230,9,525.8,0.70455,0.00022,1,"n",60,NA,NA,1,0.096969696969697,642.7505,"LAS"
"214",214,"WR07-14",NA,2007,"Unknown",230,10,583.959,0.704331,0.00018,0.96,"n",60,NA,NA,0.96,0.0727272727272727,642.7505,"LAS"
"215",215,"WR07-14",NA,2007,"Unknown",230,16,635.871,0.707372,0.00044,1.71,"n",60,NA,NA,1.71,0.527272727272727,642.7505,"DEL"
"216",216,"WR07-14",NA,2007,"Unknown",230,11,649.558,0.708323,2e-04,1.92,"n",60,NA,NA,1.92,0.654545454545454,642.7505,NA
"217",217,"WR07-14",NA,2007,"Unknown",230,12,717.185,0.708661,0.000162,1.96,"n",60,NA,NA,1.96,0.678787878787879,642.7505,NA
"218",218,"WR07-14",NA,2007,"Unknown",230,13,768.919,0.708975,0.000108,2.07,"n",60,NA,NA,2.07,0.745454545454545,642.7505,NA
"219",219,"WR07-14",NA,2007,"Unknown",230,14,829.446,0.709121,0.000102,2.49,"n",60,NA,NA,2.49,1,642.7505,NA
"220",220,"WR07-15",NA,2007,"Unknown",230,1,53.087,0.707435,3e-04,1.35,"n",60,NA,NA,NA,NA,608.63348,NA
"221",221,"WR07-15",NA,2007,"Unknown",230,2,121.391,0.706591,0.000194,1.65,"n",60,NA,NA,NA,NA,608.63348,NA
"222",222,"WR07-15",NA,2007,"Unknown",230,3,178.197,0.705935,0.00026,1.3,"n",60,NA,NA,NA,NA,608.63348,NA
"223",223,"WR07-15",NA,2007,"Unknown",230,4,232.299,0.705564,0.000144,1.5,"n",60,NA,NA,1.5,0.264367816091954,608.63348,"SAC"
"224",224,"WR07-15",NA,2007,"Unknown",230,5,290.12,0.705091,0.00022,1.39,"n",60,NA,NA,1.39,0.201149425287356,608.63348,"SAC"
"225",225,"WR07-15",NA,2007,"Unknown",230,6,348.955,0.705283,0.00022,1.44,"n",60,NA,NA,1.44,0.229885057471264,608.63348,"SAC"
"226",226,"WR07-15",NA,2007,"Unknown",230,13,367.134,0.705571,0.00024,1.37,"n",60,NA,NA,1.37,0.189655172413793,608.63348,"SAC"
"227",227,"WR07-15",NA,2007,"Unknown",230,7,408.129,0.707555,0.00022,1.04,"n",60,NA,NA,1.04,0,608.63348,"Unassigned"
"228",228,"WR07-15",NA,2007,"Unknown",230,8,480.152,0.707628,0.00028,1.06,"n",60,NA,NA,1.06,0.0114942528735632,608.63348,"Unassigned"
"229",229,"WR07-15",NA,2007,"Unknown",230,14,491.057,0.708203,0.000186,1.08,"n",60,NA,NA,1.08,0.0229885057471265,608.63348,"AME"
"230",230,"WR07-15",NA,2007,"Unknown",230,9,530.534,0.708054,0.000134,1.07,"n",60,NA,NA,1.07,0.0172413793103448,608.63348,"AME"
"231",231,"WR07-15",NA,2007,"Unknown",230,10,597.147,0.708199,0.00034,1.84,"n",60,NA,NA,1.84,0.459770114942529,608.63348,"AME"
"232",232,"WR07-15",NA,2007,"Unknown",230,15,614.291,0.708743,0.000176,2.36,"n",60,NA,NA,2.36,0.758620689655172,608.63348,NA
"233",233,"WR07-15",NA,2007,"Unknown",230,11,664.097,0.70903,0.000172,2.64,"n",60,NA,NA,2.64,0.919540229885058,608.63348,NA
"234",234,"WR07-15",NA,2007,"Unknown",230,12,729.696,0.70902,1e-04,2.78,"n",60,NA,NA,2.78,1,608.63348,NA
"235",235,"WR07-16",NA,2007,"Unknown",230,1,12.173,0.708191,0.00014,1.3,"n",60,NA,NA,NA,NA,526.867,NA
"236",236,"WR07-16",NA,2007,"Unknown",230,2,63.908,0.707793,0.00036,1.04,"n",60,NA,NA,NA,NA,526.867,NA
"237",237,"WR07-16",NA,2007,"Unknown",230,3,126.124,0.707269,2e-04,1.23,"n",60,NA,NA,NA,NA,526.867,NA
"238",238,"WR07-16",NA,2007,"Unknown",230,4,178.535,0.706296,0.00036,1.42,"n",60,NA,NA,NA,NA,526.867,NA
"239",239,"WR07-16",NA,2007,"Unknown",230,5,241.09,0.70562,0.00024,1.19,"n",60,NA,NA,1.19,0.129168224616744,526.867,"SAC"
"240",240,"WR07-16",NA,2007,"Unknown",230,6,298.573,0.705459,0.00026,1,"n",60,NA,NA,1,0,526.867,"SAC"
"241",241,"WR07-16",NA,2007,"Unknown",230,16,343.959,0.705474,2e-04,1.13,"n",60,NA,NA,1.13,0.0883782589482986,526.867,"SAC"
"242",242,"WR07-16",NA,2007,"Unknown",230,7,351.661,0.704611,0.00032,1.24,"n",60,NA,NA,1.24,0.163159862673782,526.867,"LAS"
"243",243,"WR07-16",NA,2007,"Unknown",230,8,412.187,0.704662,0.00022,1.33,"n",60,NA,NA,1.33,0.224344811176451,526.867,"LAS"
"244",244,"WR07-16",NA,2007,"Unknown",230,9,469.67,0.704457,0.00018,1.33,"n",60,NA,NA,1.33,0.224344811176451,526.867,"LAS"
"245",245,"WR07-16",NA,2007,"Unknown",230,17,521.684,0.704472,0.00024,1.17,"n",60,NA,NA,1.17,0.115571569393929,526.867,"LAS"
"246",246,"WR07-16",NA,2007,"Unknown",230,10,527.829,0.708477,1e-04,2.34,"n",60,NA,NA,2.34,0.910975899928617,526.867,NA
"247",247,"WR07-16",NA,2007,"Unknown",230,11,596.132,0.708649,0.00028,1.95,"n",60,NA,NA,1.95,0.645841123083721,526.867,NA
"248",248,"WR07-16",NA,2007,"Unknown",230,12,644.147,0.708591,0.00016,1.88,"n",60,NA,NA,1.88,0.598252829803868,526.867,NA
"249",249,"WR07-16",NA,2007,"Unknown",230,13,704.336,0.709024,0.00018,2.12,"n",60,NA,NA,2.12,0.76141269247765,526.867,NA
"250",250,"WR07-16",NA,2007,"Unknown",230,14,765.538,0.709051,0.00022,2.25,"n",60,NA,NA,2.25,0.849790951425949,526.867,NA
"251",251,"WR07-16",NA,2007,"Unknown",230,15,831.136,0.709134,0.00018,2.47095,"n",60,NA,NA,2.47095,1,526.867,NA
"252",252,"WR07-17",NA,2007,"Unknown",180,1,21.303,0.707143,0.00028,0.67,"n",60,NA,NA,NA,NA,620.215,NA
"253",253,"WR07-17",NA,2007,"Unknown",180,2,85.548,0.706317,2e-04,0.79,"n",60,NA,NA,NA,NA,620.215,NA
"254",254,"WR07-17",NA,2007,"Unknown",180,3,144.046,0.706123,0.00026,0.69,"n",60,NA,NA,NA,NA,620.215,NA
"255",255,"WR07-17",NA,2007,"Unknown",180,4,202.881,0.705041,0.00024,0.73,"n",60,NA,NA,0.73,0,620.215,"SAC"
"256",256,"WR07-17",NA,2007,"Unknown",180,15,241.144,0.705258,0.00026,0.76,"n",60,NA,NA,0.76,0.0205084734176004,620.215,"SAC"
"257",257,"WR07-17",NA,2007,"Unknown",180,5,260.364,0.705492,0.00024,0.73,"n",60,NA,NA,0.73,0,620.215,"SAC"
"258",258,"WR07-17",NA,2007,"Unknown",180,16,298.295,0.705138,0.00024,0.89,"n",60,NA,NA,0.89,0.109378524893869,620.215,"SAC"
"259",259,"WR07-17",NA,2007,"Unknown",180,6,320.214,0.704544,0.00024,0.89,"n",60,NA,NA,0.89,0.109378524893869,620.215,"LAS"
"260",260,"WR07-17",NA,2007,"Unknown",180,7,387.841,0.704655,0.00022,1.16,"n",60,NA,NA,1.16,0.293954785652272,620.215,"LAS"
"261",261,"WR07-17",NA,2007,"Unknown",180,8,434.504,0.704342,0.00024,1.01,"n",60,NA,NA,1.01,0.19141241856427,620.215,"LAS"
"262",262,"WR07-17",NA,2007,"Unknown",180,20,466.962,0.705023,0.00024,1.04,"n",60,NA,NA,1.04,0.211920891981871,620.215,"SAC"
"263",263,"WR07-17",NA,2007,"Unknown",180,9,494.354,0.7048,0.00022,1.16,"n",60,NA,NA,1.16,0.293954785652272,620.215,"SAC"
"264",264,"WR07-17",NA,2007,"Unknown",180,17,526.858,0.705435,0.00026,1.1,"n",60,NA,NA,1.1,0.252937838817071,620.215,"SAC"
"265",265,"WR07-17",NA,2007,"Unknown",180,10,559.614,0.705821,0.00014,1.36,"n",60,NA,NA,1.36,0.430677941769608,620.215,"SAC"
"266",266,"WR07-17",NA,2007,"Unknown",180,18,594.327,0.707167,0.00016,1.54,"n",60,NA,NA,1.54,0.55372878227521,620.215,"DEL"
"267",267,"WR07-17",NA,2007,"Unknown",180,11,624.536,0.707964,0.00024,1.75,"n",60,NA,NA,1.75,0.697288096198413,620.215,NA
"268",268,"WR07-17",NA,2007,"Unknown",180,19,647.341,0.708397,0.00018,1.84,"n",60,NA,NA,1.84,0.758813516451214,620.215,NA
"269",269,"WR07-17",NA,2007,"Unknown",180,12,679.99,0.708753,0.00012,1.67,"n",60,NA,NA,1.67,0.642598833751478,620.215,NA
"270",270,"WR07-17",NA,2007,"Unknown",180,13,742.207,0.709117,2e-04,1.77,"n",60,NA,NA,1.77,0.710960411810146,620.215,NA
"271",271,"WR07-17",NA,2007,"Unknown",180,14,803.409,0.709069,0.00022,2.19281,"n",60,NA,NA,2.19281,1,620.215,NA
"272",272,"WR07-18",NA,2007,"Unknown",270,1,46.325,0.707736,0.00034,0.75,"n",60,NA,NA,NA,NA,579.8536,NA
"273",273,"WR07-18",NA,2007,"Unknown",270,2,103.807,0.707487,0.00032,0.71,"n",60,NA,NA,NA,NA,579.8536,NA
"274",274,"WR07-18",NA,2007,"Unknown",270,3,153.851,0.706758,0.00012,0.88,"n",60,NA,NA,NA,NA,579.8536,NA
"275",275,"WR07-18",NA,2007,"Unknown",270,4,203.219,0.706053,0.00026,0.7,"n",60,NA,NA,NA,NA,579.8536,NA
"276",276,"WR07-18",NA,2007,"Unknown",270,5,250.558,0.705601,0.00022,0.68,"n",60,NA,NA,NA,NA,579.8536,NA
"277",277,"WR07-18",NA,2007,"Unknown",270,6,295.53,0.705161,0.00026,0.66,"n",60,NA,NA,0.66,0,579.8536,"SAC"
"278",278,"WR07-18",NA,2007,"Unknown",270,7,355.38,0.704925,3e-04,0.66,"n",60,NA,NA,0.66,0,579.8536,"SAC"
"279",279,"WR07-18",NA,2007,"Unknown",270,8,408.805,0.7051,0.00026,0.72,"n",60,NA,NA,0.72,0.0512820512820512,579.8536,"SAC"
"280",280,"WR07-18",NA,2007,"Unknown",270,9,450.734,0.705497,0.00036,0.7,"n",60,NA,NA,0.7,0.0341880341880341,579.8536,"SAC"
"281",281,"WR07-18",NA,2007,"Unknown",270,10,491.31,0.705904,0.00032,0.76,"n",60,NA,NA,0.76,0.0854700854700855,579.8536,"SAC"
"282",282,"WR07-18",NA,2007,"Unknown",270,11,544.059,0.705917,0.00014,0.88,"n",60,NA,NA,0.88,0.188034188034188,579.8536,"SAC"
"283",283,"WR07-18",NA,2007,"Unknown",270,15,593.427,0.708583,0.00018,1.83,"n",60,NA,NA,1.83,1,579.8536,NA
"284",284,"WR07-18",NA,2007,"Unknown",270,12,606.718,0.708883,0.00024,1.32,"n",60,NA,NA,1.32,0.564102564102564,579.8536,NA
"285",285,"WR07-18",NA,2007,"Unknown",270,13,651.248,0.708865,2e-04,1.49,"n",60,NA,NA,1.49,0.709401709401709,579.8536,NA
"286",286,"WR07-18",NA,2007,"Unknown",270,14,708.393,0.709129,0.00018,1.64578,"n",60,NA,NA,1.64578,0.842547008547009,579.8536,NA
"287",287,"WR07-19",NA,2007,"Unknown",200,1,51.058,0.706727,0.00024,1.04,"n",60,NA,NA,NA,NA,735.8527,NA
"288",288,"WR07-19",NA,2007,"Unknown",200,2,124.434,0.706396,0.00024,0.87,"n",60,NA,NA,NA,NA,735.8527,NA
"289",289,"WR07-19",NA,2007,"Unknown",200,3,172.787,0.705935,0.00022,0.97,"n",60,NA,NA,NA,NA,735.8527,NA
"290",290,"WR07-19",NA,2007,"Unknown",200,4,224.522,0.70536,0.00022,0.89,"n",60,NA,NA,0.89,0.10958904109589,735.8527,"SAC"
"291",291,"WR07-19",NA,2007,"Unknown",200,5,283.019,0.705582,0.00026,0.85,"n",60,NA,NA,0.85,0.0821917808219178,735.8527,"SAC"
"292",292,"WR07-19",NA,2007,"Unknown",200,6,338.473,0.704992,0.00024,0.83,"n",60,NA,NA,0.83,0.0684931506849315,735.8527,"SAC"
"293",293,"WR07-19",NA,2007,"Unknown",200,7,408.467,0.704829,2e-04,0.8,"n",60,NA,NA,0.8,0.0479452054794521,735.8527,"SAC"
"294",294,"WR07-19",NA,2007,"Unknown",200,8,460.54,0.705007,0.00024,0.76,"n",60,NA,NA,0.76,0.0205479452054795,735.8527,"SAC"
"295",295,"WR07-19",NA,2007,"Unknown",200,9,513.289,0.705008,0.00022,0.745,"n",60,NA,NA,0.745,0.0102739726027397,735.8527,"SAC"
"296",296,"WR07-19",NA,2007,"Unknown",200,10,566.038,0.704651,0.00026,0.73,"n",60,NA,NA,0.73,0,735.8527,"LAS"
"297",297,"WR07-19",NA,2007,"Unknown",200,11,626.226,0.704513,0.00022,0.83,"n",60,NA,NA,0.83,0.0684931506849315,735.8527,"LAS"
"298",298,"WR07-19",NA,2007,"Unknown",200,17,649.388,0.705042,3e-04,1,"n",60,NA,NA,1,0.184931506849315,735.8527,"SAC"
"299",299,"WR07-19",NA,2007,"Unknown",200,12,686.076,0.705432,0.00022,0.94,"n",60,NA,NA,0.94,0.143835616438356,735.8527,"SAC"
"300",300,"WR07-19",NA,2007,"Unknown",200,18,723.82,0.707678,0.00022,1.66,"n",60,NA,NA,1.66,0.636986301369863,735.8527,"DEL"
"301",301,"WR07-19",NA,2007,"Unknown",200,13,770.272,0.708342,0.00024,2.02,"n",60,NA,NA,2.02,0.883561643835617,735.8527,NA
"302",302,"WR07-19",NA,2007,"Unknown",200,14,837.223,0.708771,1e-04,2.19,"n",60,NA,NA,2.19,1,735.8527,NA
"303",303,"WR07-19",NA,2007,"Unknown",200,15,906.202,0.709089,0.00018,2.09,"n",60,NA,NA,2.09,0.931506849315068,735.8527,NA
"304",304,"WR07-19",NA,2007,"Unknown",200,16,964.7,0.709107,0.00018,1.79754,"n",60,NA,NA,1.79754,0.731191780821918,735.8527,NA
"305",305,"WR07-20",NA,2007,"Unknown",230,2,60,0.707662,0.00018,0.95,"n",60,NA,NA,NA,NA,580.8449,NA
"306",306,"WR07-20",NA,2007,"Unknown",230,3,120,0.706575,0.00018,1.03,"n",60,NA,NA,NA,NA,580.8449,NA
"307",307,"WR07-20",NA,2007,"Unknown",230,4,180,0.705737,0.00024,1,"n",60,NA,NA,NA,NA,580.8449,NA
"308",308,"WR07-20",NA,2007,"Unknown",230,5,240,0.705195,0.00022,0.91,"n",60,NA,NA,0.91,0.0449438202247191,580.8449,"SAC"
"309",309,"WR07-20",NA,2007,"Unknown",230,6,300,0.705288,0.00024,1.01,"n",60,NA,NA,1.01,0.101123595505618,580.8449,"SAC"
"310",310,"WR07-20",NA,2007,"Unknown",230,7,360,0.70494,3e-04,0.83,"n",60,NA,NA,0.83,0,580.8449,"SAC"
"311",311,"WR07-20",NA,2007,"Unknown",230,8,420,0.705156,0.00024,0.99,"n",60,NA,NA,0.99,0.0898876404494382,580.8449,"SAC"
"312",312,"WR07-20",NA,2007,"Unknown",230,9,480,0.70526,2e-04,0.9,"n",60,NA,NA,0.9,0.0393258426966293,580.8449,"SAC"
"313",313,"WR07-20",NA,2007,"Unknown",230,10,540,0.706029,0.00014,1.47,"n",60,NA,NA,1.47,0.359550561797753,580.8449,"SAC"
"314",314,"WR07-20",NA,2007,"Unknown",230,11,600,0.708704,0.00014,2.46,"n",60,NA,NA,2.46,0.915730337078652,580.8449,NA
"315",315,"WR07-20",NA,2007,"Unknown",230,12,660,0.708935,0.00014,2.61,"n",60,NA,NA,2.61,1,580.8449,NA
"316",316,"WR07-20",NA,2007,"Unknown",230,13,720,0.709133,0.00012,2.24,"n",60,NA,NA,2.24,0.792134831460674,580.8449,NA
"317",317,"WR07-20",NA,2007,"Unknown",230,14,780,0.70894,0.00012,2.2,"n",60,NA,NA,2.2,0.769662921348315,580.8449,NA
"318",318,"WR07-20",NA,2007,"Unknown",230,15,840,0.709101,0.00012,2.21,"n",60,NA,NA,2.21,0.775280898876405,580.8449,NA
"319",319,"WR07-20",NA,2007,"Unknown",230,16,900,0.709102,0.00012,2.16252,"n",60,NA,NA,2.16252,0.748606741573034,580.8449,NA
"320",320,"WR07-21",NA,2007,"Unknown",180,1,35.504,0.707653,0.00016,1.14,"n",60,NA,NA,NA,NA,565.430186086956,NA
"321",321,"WR07-21",NA,2007,"Unknown",180,2,96.03,0.707375,2e-04,1.18,"n",60,NA,NA,NA,NA,565.430186086956,NA
"322",322,"WR07-21",NA,2007,"Unknown",180,3,155.542,0.706278,0.000162,1.2,"n",60,NA,NA,NA,NA,565.430186086956,NA
"323",323,"WR07-21",NA,2007,"Unknown",180,4,218.435,0.705493,0.000192,1,"n",60,NA,NA,1,0.0203045685279188,565.430186086956,"SAC"
"324",324,"WR07-21",NA,2007,"Unknown",180,5,279.3,0.705296,2e-04,0.96,"n",60,NA,NA,0.96,0,565.430186086956,"SAC"
"325",325,"WR07-21",NA,2007,"Unknown",180,6,332.725,0.706007,0.00024,1.2,"n",60,NA,NA,1.2,0.121827411167513,565.430186086956,"SAC"
"326",326,"WR07-21",NA,2007,"Unknown",180,7,396.633,0.709164,0.00026,1.16,"n",60,NA,NA,1.16,0.101522842639594,565.430186086956,"AME"
"327",327,"WR07-21",NA,2007,"Unknown",180,18,417.388,0.709346,0.000158,1.03,"n",60,NA,NA,1.03,0.0355329949238579,565.430186086956,"AME"
"328",328,"WR07-21",NA,2007,"Unknown",180,8,452.763,0.709804,0.00022,1.19,"n",60,NA,NA,1.19,0.116751269035533,565.430186086956,"AME"
"329",329,"WR07-21",NA,2007,"Unknown",180,19,470.4,0.709708,0.00022,1.09,"n",60,NA,NA,1.09,0.0659898477157361,565.430186086956,"AME"
"330",330,"WR07-21",NA,2007,"Unknown",180,9,514.304,0.709524,0.00028,1.31,"n",60,NA,NA,1.31,0.177664974619289,565.430186086956,"AME"
"331",331,"WR07-21",NA,2007,"Unknown",180,16,537.869,0.709352,0.00022,1.52,"n",60,NA,NA,1.52,0.284263959390863,565.430186086956,"AME"
"332",332,"WR07-21",NA,2007,"Unknown",180,10,572.125,0.709031,0.000198,2.44,"n",60,NA,NA,2.44,0.751269035532995,565.430186086956,NA
"333",333,"WR07-21",NA,2007,"Unknown",180,17,615.665,0.709552,0.00012,2.16,"n",60,NA,NA,2.16,0.609137055837564,565.430186086956,NA
"334",334,"WR07-21",NA,2007,"Unknown",180,11,637.047,0.709235,0.000122,2.93,"n",60,NA,NA,2.93,1,565.430186086956,NA
"335",335,"WR07-21",NA,2007,"Unknown",180,12,690.134,0.709312,0.000104,2.38,"n",60,NA,NA,2.38,0.720812182741117,565.430186086956,NA
"336",336,"WR07-21",NA,2007,"Unknown",180,13,758.775,0.709181,0.00016,2.69,"n",60,NA,NA,2.69,0.878172588832487,565.430186086956,NA
"337",337,"WR07-21",NA,2007,"Unknown",180,14,805.1,0.709104,0.000164,2.93,"n",60,NA,NA,2.93,1,565.430186086956,NA
"338",338,"WR07-21",NA,2007,"Unknown",180,15,863.259,0.70928,8.8e-05,2.78,"n",60,NA,NA,2.78,0.923857868020304,565.430186086956,NA
"339",339,"WR07-23",NA,2007,"Unknown",230,1,78.109,0.706432,0.00036,0.8,"n",60,NA,NA,NA,NA,541.3177,NA
"340",340,"WR07-23",NA,2007,"Unknown",230,2,131.535,0.705902,0.00028,0.9,"n",60,NA,NA,NA,NA,541.3177,NA
"341",341,"WR07-23",NA,2007,"Unknown",230,3,197.809,0.705599,0.00022,1.05,"n",60,NA,NA,NA,NA,541.3177,NA
"342",342,"WR07-23",NA,2007,"Unknown",230,4,259.35,0.705019,0.00024,1,"n",60,NA,NA,1,0.131868131868132,541.3177,"SAC"
"343",343,"WR07-23",NA,2007,"Unknown",230,5,311.084,0.704509,0.00019,0.88,"n",60,NA,NA,0.88,0,541.3177,"LAS"
"344",344,"WR07-23",NA,2007,"Unknown",230,6,378.373,0.705432,0.00017,0.95,"n",60,NA,NA,0.95,0.0769230769230769,541.3177,"SAC"
"345",345,"WR07-23",NA,2007,"Unknown",230,7,439.238,0.705667,3e-04,0.9,"n",60,NA,NA,0.9,0.021978021978022,541.3177,"SAC"
"346",346,"WR07-23",NA,2007,"Unknown",230,8,498.749,0.7055,0.000166,1.17,"n",60,NA,NA,1.17,0.318681318681319,541.3177,"SAC"
"347",347,"WR07-23",NA,2007,"Unknown",230,9,551.498,0.708412,0.000146,1.75,"n",60,NA,NA,1.75,0.956043956043956,541.3177,NA
"348",348,"WR07-23",NA,2007,"Unknown",230,10,613.715,0.709028,0.000166,1.79,"n",60,NA,NA,1.79,1,541.3177,NA
"349",349,"WR07-23",NA,2007,"Unknown",230,11,672.889,0.709128,0.00013,1.71,"n",60,NA,NA,1.71,0.912087912087912,541.3177,NA
"350",350,"WR07-24",NA,2007,"Unknown",140,1,37.195,0.706849,0.00028,0.84,"n",60,NA,NA,NA,NA,633.2189,NA
"351",351,"WR07-24",NA,2007,"Unknown",140,2,94.34,0.706312,0.00022,0.83,"n",60,NA,NA,NA,NA,633.2189,NA
"352",352,"WR07-24",NA,2007,"Unknown",140,3,148.779,0.705205,2e-04,0.83,"n",60,NA,NA,0.83,0.0331125827814569,633.2189,"SAC"
"353",353,"WR07-24",NA,2007,"Unknown",140,4,204.234,0.7051,0.000178,1.09,"n",60,NA,NA,1.09,0.205298013245033,633.2189,"SAC"
"354",354,"WR07-24",NA,2007,"Unknown",140,5,264.084,0.705048,0.000178,1.01,"n",60,NA,NA,1.01,0.152317880794702,633.2189,"SAC"
"355",355,"WR07-24",NA,2007,"Unknown",140,6,317.847,0.705258,0.00026,0.93,"n",60,NA,NA,0.93,0.0993377483443709,633.2189,"SAC"
"356",356,"WR07-24",NA,2007,"Unknown",140,7,382.769,0.705166,0.00022,0.98,"n",60,NA,NA,0.98,0.132450331125828,633.2189,"SAC"
"357",357,"WR07-24",NA,2007,"Unknown",140,8,440.59,0.705198,0.000184,0.92,"n",60,NA,NA,0.92,0.0927152317880795,633.2189,"SAC"
"358",358,"WR07-24",NA,2007,"Unknown",140,9,490.296,0.705073,0.000182,0.96,"n",60,NA,NA,0.96,0.119205298013245,633.2189,"SAC"
"359",359,"WR07-24",NA,2007,"Unknown",140,14,552.851,0.70551,0.00024,0.85,"n",60,NA,NA,0.85,0.0463576158940397,633.2189,"SAC"
"360",360,"WR07-24",NA,2007,"Unknown",140,15,595.794,0.705971,0.00052,0.78,"n",60,NA,NA,0.78,0,633.2189,"SAC"
"361",361,"WR07-24",NA,2007,"Unknown",140,11,653.953,0.708891,0.000184,2.29,"n",60,NA,NA,2.29,1,633.2189,NA
"362",362,"WR07-24",NA,2007,"Unknown",140,12,701.63,0.708918,0.000182,1.98,"n",60,NA,NA,1.98,0.794701986754967,633.2189,NA
