"Sample_ID","Brood_year","fork_length","las_dist","ame_dist","x_dist","del_dist","rearing_type"
"WR16.5015",2014,652,0,0,0,0,"SAC"
"WR16.5018",2013,642,0,0,0,0,"SAC"
"WR16.5019",2013,724,0,0,0,0,"SAC"
"WR16.5022",2013,687,0,0,0,0,"SAC"
"WR16.5025",2013,699,197.098,0,0,0,"LAS"
"WR16.5026",2013,840,0,0,0,0,"SAC"
"WR16.5029",2013,670,0,0,0,0,"SAC"
"WR16.5030",2013,690,0,0,0,0,"SAC"
"WR16.5031",2012,687,0,0,0,0,"SAC"
"WR16.5032",2012,850,0,0,0,0,"SAC"
"WR16.5033",2013,741,0,0,0,120.978,"DEL"
"WR16.5034",2013,690,0,0,0,0,"SAC"
"WR16.5036",2013,740,0,0,0,0,"SAC"
"WR16.5037",2013,770,0,0,0,0,"SAC"
"WR16.5038",2013,710,0,0,0,0,"SAC"
"WR16.5039",2013,665,0,0,0,0,"SAC"
"WR16.5042",2013,672,0,0,0,0,"SAC"
"WR16.5043",2013,693,0,0,0,0,"SAC"
"WR16.5046",2012,937,0,74.6849,0,0,"AME"
"WR16.5047",2013,688,0,0,0,0,"SAC"
"WR16.5048",2013,657,0,0,0,0,"SAC"
"WR16.5049",2013,667,0,0,0,0,"SAC"
"WR16.5050",2013,683,0,0,0,0,"SAC"
"WR16.5051",2013,790,0,0,0,0,"SAC"
"WR16.5052",2013,726,0,0,0,0,"SAC"
"WR16.5055",2013,740,0,0,0,0,"SAC"
"WR16.5056",2013,720,0,0,0,0,"SAC"
"WR16.5057",2013,735,0,0,0,0,"SAC"
"WR16.5058",2014,655,0,0,0,0,"SAC"
"WR16.5060",2013,763,0,0,0,0,"SAC"
"WR16.5062",2013,705,0,0,0,0,"SAC"
"WR16.5063",2014,530,0,0,0,0,"SAC"
"WR16.5064",2014,658,0,0,0,0,"SAC"
"WR16.5065",2013,653,0,0,0,0,"SAC"
"WR16.5067",2013,771,0,0,0,0,"SAC"
"WR16.5068",2012,705,0,0,0,0,"SAC"
"WR16.5069",2013,750,0,0,0,0,"SAC"
"WR16.5070",2013,782,0,0,0,0,"SAC"
"WR16.5073",2012,975,0,0,0,184.865,"DEL"
"WR16.5074",2013,680,0,0,0,0,"SAC"
"WR16.5075",2013,757,159.491,0,0,0,"LAS"
"WR16.5079",2012,728,0,0,0,0,"SAC"
"WR16.5080",2013,694,0,0,0,0,"SAC"
"WR16.5081",2013,745,0,0,0,0,"SAC"
"WR16.5086",2012,770,0,0,0,0,"SAC"
"WR16.5087",2013,834,0,0,0,0,"SAC"
"WR16.5088",2014,726,0,0,0,0,"SAC"
"WR16.5090",2013,635,0,0,0,0,"SAC"
"WR16.5092",2013,660,0,0,0,0,"SAC"
"WR16.5093",2012,850,0,0,0,0,"SAC"
"WR16.5097",2013,692,0,0,0,0,"SAC"
"WR16.5098",2013,681,0,0,0,0,"SAC"
"WR16.5099",2014,542,0,0,0,0,"SAC"
"WR16.5100",2013,671,0,0,0,0,"SAC"
"WR16.5103",2013,671,0,0,0,0,"SAC"
"WR16.5105",2013,694,0,0,0,0,"SAC"
"WR16.5108",2013,720,0,0,0,0,"SAC"
"WR16.5111",2014,660,55.278,0,0,0,"LAS"
"WR16.5113",2013,664,235.612,0,0,0,"LAS"
"WR16.5117",2013,701,0,0,0,0,"SAC"
"WR16.5118",2014,577,0,0,0,124.791,"DEL"
"WR16.5120",2013,720,0,0,0,0,"SAC"
"WR16.5122",2013,640,0,0,0,0,"SAC"
"WR16.5124",2014,615,0,0,0,0,"SAC"
"WR16.5125",2013,690,0,0,0,0,"SAC"
"WR16.5126",2013,710,0,0,0,0,"SAC"
"WR16.5129",2013,717,0,0,0,0,"SAC"
"WR16.5131",2012,734,0,0,0,0,"SAC"
"WR16.7001",2013,772,0,0,0,0,"SAC"
"WR16.7003",2012,850,0,0,0,0,"SAC"
"WR16.7004",2013,710,0,0,0,0,"SAC"
"WR16.7005",2012,850,0,0,0,0,"SAC"
"WR16.7008",2013,660,62.863,0,0,0,"LAS"
"WR16.7010",2013,790,0,0,0,0,"SAC"
"WR16.7011",2013,816,0,0,0,0,"SAC"
"WR16.7012",2013,850,0,0,0,0,"SAC"
"WR16.7013",2013,700,154.119,0,0,0,"LAS"
"WR16.7015",2013,660,0,0,0,0,"SAC"
"WR16.7016",2013,728,0,0,0,0,"SAC"
"WR16.7017",2013,775,0,0,0,0,"SAC"
"WR16.7018",2013,692,0,0,0,0,"SAC"
"WR16.7020",2013,800,0,0,0,0,"SAC"
"WR16.7021",2013,830,0,0,0,0,"SAC"
"WR16.7022",2013,720,0,0,0,0,"SAC"
"WR16.7023",2013,700,0,0,0,0,"SAC"
"WR16.7025",2013,624,0,0,0,0,"SAC"
"WR16.7026",2013,727,0,0,0,0,"SAC"
"WR16.7028",2013,668,0,0,0,0,"SAC"
"WR16.7029",2013,709,0,0,0,0,"SAC"
"WR16.7030",2014,620,0,0,0,0,"SAC"
"WR16.7034",2014,640,0,0,0,0,"SAC"
"WR16.7036",2014,645,0,0,0,0,"SAC"
"WR16.7039",2014,675,0,0,0,0,"SAC"
"WR16.7041",2013,746,0,0,0,0,"SAC"
"WR16.7042",2014,724,0,0,0,0,"SAC"
"WR16.7044",2014,546,0,180.787,0,0,"AME"
"WR16.7048",2013,709,0,0,0,0,"SAC"
"WR16.7049",2013,712,0,0,0,0,"SAC"
"WR16.7050",2013,712,0,0,0,0,"SAC"
"WR16.7051",2013,620,0,0,0,0,"SAC"
"WR16.7054",2013,671,0,0,0,0,"SAC"
"WR16.7055",2013,627,0,0,0,0,"SAC"
"WR16.7056",2013,711,0,0,0,0,"SAC"
"WR16.7057",2013,631,0,0,0,0,"SAC"
"WR16.7058",2014,644,0,0,0,0,"SAC"
"WR16.7060",2013,663,0,0,0,0,"SAC"
"WR16.7061",2013,664,0,0,0,0,"SAC"
"WR16.7063",2013,840,0,0,0,0,"SAC"
"WR16.7067",2014,670,0,0,0,123.11652,"DEL"
"WR16.7068",2013,710,0,0,0,0,"SAC"
"WR16.7069",2013,665,0,0,0,0,"SAC"
"WR16.7070",2014,680,0,0,0,0,"SAC"
"WR16.7071",2013,800,0,0,0,0,"SAC"
"WR16.7074",2013,826,0,0,0,0,"SAC"
"WR16.7075",2014,644,0,0,0,0,"SAC"
"WR16.7077",2013,665,0,0,0,0,"SAC"
"WR16.7079",2014,630,0,0,0,0,"SAC"
"WR16.7080",2013,800,0,0,0,0,"SAC"
"WR16.7081",2013,690,0,0,0,0,"SAC"
"WR16.7082",2013,735,0,0,0,0,"SAC"
"WR16.7083",2013,650,0,0,0,0,"SAC"
"WR16.7085",2013,745,0,0,0,0,"SAC"
"WR16.7087",2014,615,0,0,0,0,"SAC"
"WR16.7089",2013,720,0,0,0,0,"SAC"
"WR16.7091",2013,640,0,0,0,0,"SAC"
"WR16.7092",2013,661,0,0,0,0,"SAC"
"WR16.7095",2012,830,0,0,0,0,"SAC"
"WR16.7097",2013,670,0,0,0,0,"SAC"
"WR16.7099",2013,738,0,0,0,0,"SAC"
"WR16.7100",2014,691,0,0,0,0,"SAC"
"WR16.7101",2013,779,0,0,0,0,"SAC"
"WR16.7102",2012,698,0,0,0,0,"SAC"
"WR16.7103",2013,684,0,0,0,0,"SAC"
"WR16.7104",2012,762,0,0,0,0,"SAC"
"WR16.7105",2012,875,0,0,0,0,"SAC"
"WR16.7106",2013,645,0,0,0,0,"SAC"
"WR16.7107",2012,770,0,0,0,0,"SAC"
"WR16.7108",2013,690,0,0,0,0,"SAC"
"WR16.7109",2013,688,0,0,0,0,"SAC"
"WR16.7110",2013,723,0,0,0,0,"SAC"
"WR16.7111",2013,735,0,0,0,0,"SAC"
"WR16.7112",2013,755,0,0,0,0,"SAC"
"WR16.7115",2012,782,0,0,0,0,"SAC"
"WR16.7117",2014,652,0,0,0,0,"SAC"
"WR16.7118",2013,747,0,0,0,0,"SAC"
"WR16.7119",2014,509,0,0,0,0,"SAC"
"WR16.7120",2013,633,0,0,0,0,"SAC"
"WR16.80024",2013,760,0,0,0,0,"SAC"
"WR16.80025",2013,660,0,0,0,0,"SAC"
"WR16.80032",2013,730,0,0,0,0,"SAC"
"WR16.80036",2013,670,0,0,0,0,"SAC"
"WR16.80040",2013,800,0,0,0,0,"SAC"
"WR16.80048",2013,760,0,0,0,0,"SAC"
"WR16.80049",2013,730,0,0,0,0,"SAC"
"WR16.80050",2013,750,0,0,0,0,"SAC"
"WR16.80051",2013,740,0,0,0,0,"SAC"
"WR16.80053",2013,810,0,0,0,0,"SAC"
"WR16.80054",2013,710,0,0,0,0,"SAC"
"WR16.80055",2013,630,0,0,0,0,"SAC"
"WR16.80056",2013,640,0,0,0,0,"SAC"
"WR16.80058",2013,720,0,0,0,0,"SAC"
"WR16.80059",2013,790,0,0,0,0,"SAC"
"WR16.80060",2013,640,0,0,0,0,"SAC"
"WR16.80061",2013,700,0,0,0,149.451,"DEL"
"WR16.80062",2013,750,0,0,0,0,"SAC"
"WR16.80063",2013,680,0,0,0,0,"SAC"
"WR16.80095",2013,700,0,0,0,0,"SAC"
"WR16.80104",2013,640,52.288,0,0,0,"LAS"
"WR16.80123",2013,740,0,0,0,0,"SAC"
"WR16.80157",2013,680,0,0,0,0,"SAC"
"WR16.80220",2013,810,0,0,0,0,"SAC"
"WR16.80458",2013,770,0,0,0,0,"SAC"
"WR16.80500",2014,490,0,190.755,0,0,"AME"
"WR17.5001",2013,900,0,56.1310000000001,0,0,"AME"
"WR17.5006",2014,820,0,0,0,0,"SAC"
"WR17.5009",2013,975,110.983,0,0,0,"LAS"
"WR17.5016",2013,718,0,0,0,0,"SAC"
"WR17.5028",2014,825,0,0,0,120.038,"DEL"
"WR17.5034",2014,715,0,0,0,179.464,"DEL"
"WR17.5048",2013,748,0,0,0,0,"SAC"
"WR17.5054",2014,680,0,238.77,0,0,"AME"
"WR17.5061",2014,712,0,0,0,0,"SAC"
"WR17.7001",2014,740,0,0,0,0,"SAC"
"WR17.7002",2013,770,0,0,0,0,"SAC"
"WR17.7003",2013,930,0,0,0,0,"SAC"
"WR17.7005",2013,1020,0,0,0,0,"SAC"
"WR17.7011",2014,700,0,204.233,0,0,"AME"
"WR17.7012",2015,670,0,0,0,0,"SAC"
"WR17.7021",2014,758,0,226.212,0,0,"AME"
"WR17.7027",2014,710,0,0,0,0,"SAC"
"WR17.7051",2015,560,0,160.952,0,0,"AME"
"WR17.80036",2014,830,0,0,0,0,"SAC"
"WR17.80054",2013,870,0,0,0,0,"SAC"
"WR17.80068",2013,960,0,0,0,0,"SAC"
"WR17.80170",2014,790,0,61.9540000000001,0,0,"AME"
"WR17.80181",2014,880,0,279.976,0,0,"AME"
"WR17.80235",2013,950,0,0,0,0,"SAC"
"WR17.80279",2015,550,0,0,0,0,"SAC"
"WR17.80393",2014,700,0,0,0,0,"SAC"
"WR17.80408",2015,540,0,0,0,0,"SAC"
