"","Sample_ID","FWDist_8786","FWDist_SrV","FWExit_dist"
"520","WR16.5073",546.7977,452.729408101608,546.7977
"521","WR16.5074",530.6599,553.088781098862,530.6599
"522","WR16.5075",577.7257,568.467014452567,577.7257
"523","WR16.5079",610.7705,612.179512988659,610.7705
"524","WR16.5080",616.656,610.39708655294,616.656
"525","WR16.5081",606.8038,600.768881920594,606.8038
"526","WR16.5086",594.9576,594.262689307584,594.9576
"527","WR16.5088",624.1037,589.786865204266,624.1037
"528","WR16.5090",608.3491,598.269025299604,608.3491
"529","WR16.5092",558.5693,561.757736275244,558.5693
"530","WR16.5093",539.6672,536.811747165805,539.6672
"531","WR16.5097",586.6955,565.260351554335,586.6955
"532","WR16.5098",926.5641,915.775141385646,926.5641
"533","WR16.5100",852.7712,884.545107299883,852.7712
"534","WR16.5103",608.9435,609.360711724085,608.9435
"535","WR16.5105",594.9675,588.727533712385,594.9675
"536","WR16.5108",598.9003,604.642480763646,598.9003
"537","WR16.5111",634.9201,672.074972706995,634.9201
"538","WR16.5113",663.908,657.091317826063,663.908
"539","WR16.5117",506.5772,473.83064499002,506.5772
"540","WR16.5120",560.5887,558.468915187556,560.5887
"541","WR16.5122",584.2804,568.268128857301,584.2804
"542","WR16.5124",577.0022,579.638956653657,577.0022
"543","WR16.5125",598.9859,562.069806435147,598.9859
"544","WR16.5129",582.7969,563.027796051768,582.7969
"545","WR16.7001",717.1847,725.722364013823,717.1847
"546","WR16.7003",759.1576,757.105455727206,759.1576
"547","WR16.7004",596.8953,581.752708500147,596.8953
"548","WR16.7005",606.2988,608.485841725084,606.2988
"549","WR16.7008",583.8327,586.351117849448,583.8327
"550","WR16.7010",645.2053,666.846833486606,645.2053
"551","WR16.7011",669.2086,605.897375396932,669.2086
"552","WR16.7012",665.7266,656.72426106187,665.7266
"553","WR16.7013",553.7498,559.644223891997,553.7498
"554","WR16.7015",649.7096,665.226514263658,649.7096
"555","WR16.7016",693.7787,672.835295937787,693.7787
"556","WR16.7017",886.5695,936.943438550231,886.5695
"557","WR16.7018",647.9526,649.220579844133,647.9526
"558","WR16.7021",581.8576,594.868056333715,581.8576
"559","WR16.7022",614.23,602.868751372334,614.23
"560","WR16.7023",622.7894,615.595574161535,622.7894
"561","WR16.7025",559.9533,538.736251924929,559.9533
"562","WR16.7026",728.7278,NA,728.7278
"563","WR16.7028",612.2282,597.407935734004,612.2282
"564","WR16.7029",612.4096,604.724608494912,612.4096
"565","WR16.7030",594.3377,590.313433397112,594.3377
"566","WR16.7034",686.6518,655.364652690628,686.6518
"567","WR16.7036",638.2516,607.930609443596,638.2516
"568","WR16.7039",655.2533,649.852944415938,655.2533
"569","WR16.7041",530.1156,526.989186437671,530.1156
"570","WR16.7042",643.6029,650.551712541439,643.6029
"571","WR16.7044",558.9468,697.883669031568,697.883669031568
"572","WR16.7048",659.5306,651.85511207594,659.5306
"573","WR16.7049",569.4674,560.941445403542,569.4674
"574","WR16.7050",635.8654,617.629229721036,635.8654
"575","WR16.7054",615.2996,623.838329106253,615.2996
"576","WR16.7055",590.78,564.92801610012,590.78
"577","WR16.7056",557.3942,544.662338343056,557.3942
"578","WR16.7058",686.5482,714.091163454568,686.5482
"579","WR16.7061",586.5698,591.249447116846,586.5698
"580","WR16.7063",559.9039,532.093738644929,559.9039
"581","WR16.7067",838.6458,886.306083748157,838.6458
"582","WR16.7068",576.5812,578.52776269097,576.5812
"583","WR16.7069",765.6094,746.343037389381,765.6094
"584","WR16.7070",552.3765,612.152551811543,552.3765
"585","WR16.7071",597.8013,588.276946093128,597.8013
"586","WR16.7074",636.9636,610.828421603233,636.9636
"587","WR16.7075",569.2477,583.098923753643,569.2477
"588","WR16.7080",594.5372,585.532193995053,594.5372
"589","WR16.7081",565.4497,549.187650020316,565.4497
"590","WR16.7082",582.6974,583.877512643394,582.6974
"591","WR16.7083",608.0922,608.776777263615,608.0922
"592","WR16.7085",543.3493,561.480727857481,543.3493
"593","WR16.7087",551.5444,553.586135977018,551.5444
"594","WR16.7089",685.7938,654.506440752595,685.7938
"595","WR16.7091",518.2454,525.286494201002,518.2454
"596","WR16.7095",663.6961,659.749263206683,663.6961
"597","WR16.7097",603.8858,600.473138014648,603.8858
"598","WR16.7099",522.6105,528.195291668218,522.6105
"599","WR16.7101",622.0598,493.97878625432,622.0598
"600","WR16.7102",661.8664,662.912011882431,661.8664
"601","WR16.7103",634.1027,643.987478764319,634.1027
"602","WR16.7104",547.7992,513.768269509917,547.7992
"603","WR16.7106",589.1988,559.439468644786,589.1988
"604","WR16.7107",638.9969,617.221812952007,638.9969
"605","WR16.7108",566.7846,552.079886395355,566.7846
"606","WR16.7109",548.2797,543.356062602292,548.2797
"607","WR16.7110",577.2839,571.747578734734,577.2839
"608","WR16.7111",919.0184,962.155107885487,962.155107885487
"609","WR16.7112",891.2251,868.13256315899,891.2251
"610","WR16.7115",933.4385,982.180934387585,933.4385
"611","WR16.7117",613.2685,601.111578649777,613.2685
"612","WR16.7118",518.1191,516.977043025597,518.1191
"613","WR16.7119",705.7084,690.491045501274,705.7084
"614","WR16.7120",612.3176,614.005257579521,612.3176
"615","WR16.80024",638.2245,634.892038536445,638.2245
"616","WR16.80025",628.1668,620.917535579985,628.1668
"617","WR16.80032",558.8184,560.29489369547,558.8184
"618","WR16.80036",615.416,610.991959508865,615.416
"619","WR16.80040",741.5907,735.716606893368,741.5907
"620","WR16.80048",600.0086,588.466561041021,600.0086
"621","WR16.80049",652.6895,639.644427821239,652.6895
"622","WR16.80050",654.1757,648.969291951049,654.1757
"623","WR16.80051",708.3119,715.658275886932,708.3119
"624","WR16.80053",516.797,507.562096886747,516.797
"625","WR16.80055",610.3689,594.187366136338,610.3689
"626","WR16.80056",603.9908,570.916856532546,603.9908
"627","WR16.80058",545.5655,510.682769994374,545.5655
"628","WR16.80059",658.911,638.666522268384,658.911
"629","WR16.80062",565.3653,604.514148261251,565.3653
"630","WR16.80095",577.6568,575.003896238841,577.6568
"631","WR16.80104",608.8621,616.203034615596,608.8621
"632","WR16.80123",541.7021,514.91473274672,541.7021
"633","WR16.80157",632.9132,627.822898324817,632.9132
"634","WR16.80220",593.5894,596.585557918387,593.5894
"635","WR16.80458",553.1426,552.055207561521,553.1426
"636","WR16.80500",462.4557,630.644118245286,630.644118245286
"637","WR17.5006",694.079,672.803895427704,694.079
"638","WR17.5009",745.6399,727.594538964035,745.6399
"639","WR17.5028",551.147,598.362819188693,551.147
"640","WR17.5061",712.9904,702.615228051617,712.9904
"641","WR17.7001",606.102,593.611958062463,606.102
"642","WR17.7002",630.7818,519.842756111607,630.7818
"643","WR17.7005",506.3555,498.827372239471,506.3555
"644","WR17.7021",423.6966,623.074886630886,623.074886630886
"645","WR17.7027",718.6501,664.919159592099,718.6501
"646","WR17.7051",525.6748,650.604487000807,650.604487000807
"647","WR17.80036",583.8421,600.715537547537,583.8421
"648","WR17.80068",611.5383,602.448283072482,611.5383
"649","WR17.80170",566.152,592.700267543074,566.152
"650","WR17.80235",646.6159,628.790886790817,646.6159
"651","WR17.80408",626.7188,646.730241456549,626.7188
"652","WR07-06",688.926,666.114893617021,688.926
"653","WR08-23",611.2837,720.373638325158,611.2837
"654","WR09-50",491.1592,638.913606542827,638.913606542827
"655","WR09-55",584.9606,590.652164531474,584.9606
"656","WR09-66",654.3976,636.637627310658,654.3976
"657","WR15-5011",630.8112,602.702000310318,630.8112
"658","WR15-5075",651.6644,660.043702349932,651.6644
"659","WR15-5207",673.531,618.153862450285,673.531
"660","WR15-5211",590.9602,605.02897633102,590.9602
"661","WR15-5226",573.0047,596.248130088591,573.0047
"662","WR15-5366",511.6779,499.986490928865,511.6779
"663","WR15-5412",695.7226,680.547698777988,695.7226
"664","WR15-7015",700.6531,687.934967906554,700.6531
"665","WR15-7019",595.0109,571.292702475376,595.0109
"666","WR15-7069",633.7901,630.723149763109,633.7901
"667","WR15-7352",589.4448,586.486258291731,589.4448
"668","WR15-80458",685.024,689.45208247603,685.024
"669","WR15-80671",556.9704,598.127703478197,556.9704
"670","WR17.5001",597.8381,694.022802574371,597.8381
"671","WR17.5016",679.6689,671.059637190557,679.6689
"672","WR17.5048",599.4708,599.088802980565,599.4708
"673","WR17.5054",503.7688,733.554375884592,700
"674","WR17.7011",432.3908,604.026122337676,604.026122337676
"675","WR17.7012",655.5343,660.423981141985,655.5343
"676","WR17.80054",594.2615,591.199667480357,594.2615
"677","WR17.80181",477.09,723.086419066055,723.086419066055
"678","WR17.80279",591.0272,586.529648067157,591.0272
"679","WR17.80393",643.5007,614.682283778874,643.5007
"680","WR16.5042",694.394,681.649486129722,694.394
"681","WR16.5060",531.1087,562.675689781298,531.1087
"682","WR16.5087",615.3854,608.902223902519,615.3854
"683","WR16.5099",902.1697,908.55404470043,902.1697
"684","WR16.5131",616.203,612.663767499374,616.203
"685","WR16.7077",538.5922,541.492139745007,538.5922
"686","WR16.7079",603.0075,588.185156809932,603.0075
"687","WR16.7092",471.944,464.909605577845,471.944
"688","WR16.7100",649.337,638.238486930826,649.337
"689","WR16.80060",690.7211,691.038164936247,690.7211
"690","WR16.80061",736.5714,750.753850824939,736.5714
"691","WR15-80238",652.1803,700.001793892525,652.1803
"692","WR15-80240",624.2626,627.45868963851,624.2626
"693","WR16.7105",835.0711,834.869293056215,835.0711
"694","WR16.5010",623.5444,604.505050375336,623.5444
"695","WR16.5065",541.5267,546.712789057237,541.5267
"696","WR16.5126",588.1232,580.280503413157,588.1232
"697","WR16.7020",578.7822,562.575726416384,578.7822
"698","WR16.7051",613.733,610.054651614714,613.733
"699","WR16.7057",631.9791,638.583995407003,631.9791
"700","WR16.7060",601.7808,658.023501011667,601.7808
"701","WR16.80054",613.9651,600.684755086341,613.9651
"702","WR16.80063",680.702,667.719043650956,680.702
"703","WR17.5034",594.281,620.161793904224,594.281
"704","WR17.7003",553.8004,548.020532501825,553.8004
"705","WR16.5118",584.1627,596.995474737123,584.1627
