"","Sample_ID","Brood_year","fork_length","las_dist","ame_dist","x_dist","del_dist","rearing_type"
"419","WR15-80241",2012,810,227.903,NA,NA,NA,"LAS"
"420","WR15-80243",2012,750,NA,228.58,NA,NA,"AME"
"421","WR15-80244",2012,720,NA,277.947,NA,NA,"AME"
"422","WR15-80246",2012,710,NA,NA,NA,NA,"SAC"
"423","WR15-80247",2012,770,NA,NA,NA,NA,"SAC"
"424","WR15-80248",2012,740,NA,NA,NA,NA,"SAC"
"425","WR15-80249",2012,800,NA,NA,NA,NA,"SAC"
"426","WR15-80251",2012,790,NA,NA,NA,NA,"SAC"
"427","WR15-80252",2012,780,NA,NA,NA,NA,"SAC"
"428","WR15-80258",2012,710,NA,NA,NA,NA,"SAC"
"429","WR15-80259",2012,790,NA,NA,NA,NA,"SAC"
"430","WR15-80261",2012,720,NA,NA,NA,NA,"SAC"
"431","WR15-80262",2012,870,NA,NA,NA,NA,"SAC"
"432","WR15-80263",2012,710,NA,NA,NA,NA,"SAC"
"433","WR15-80264",2012,730,NA,NA,NA,NA,"SAC"
"434","WR15-80265",2012,770,NA,163.657,NA,122.067,"AME"
"435","WR15-80266",2012,740,NA,NA,NA,NA,"SAC"
"436","WR15-80268",2012,680,NA,NA,NA,NA,"SAC"
"437","WR15-80272",2012,870,NA,NA,NA,NA,"SAC"
"438","WR15-80275",2012,730,NA,NA,NA,NA,"SAC"
"439","WR15-80276",2012,710,148.964,NA,NA,NA,"LAS"
"440","WR15-80278",2012,720,58.419,NA,NA,NA,"LAS"
"441","WR15-80282",2012,840,NA,NA,NA,NA,"SAC"
"442","WR15-80283",2012,740,NA,NA,NA,NA,"SAC"
"443","WR15-80284",2012,860,NA,104.198,NA,NA,"AME"
"444","WR15-80285",2012,720,NA,NA,NA,NA,"SAC"
"445","WR15-80286",2012,760,NA,NA,NA,NA,"SAC"
"446","WR15-80294",2012,740,NA,NA,NA,NA,"SAC"
"447","WR15-80295",2012,720,NA,NA,NA,NA,"SAC"
"448","WR15-80297",2012,850,NA,NA,NA,NA,"SAC"
"449","WR15-80299",2012,840,NA,NA,NA,NA,"SAC"
"450","WR15-80305",2012,870,NA,NA,NA,NA,"SAC"
"451","WR15-80310",2012,690,NA,NA,NA,NA,"SAC"
"452","WR15-80311",2012,740,NA,NA,NA,NA,"SAC"
"453","WR15-80312",2012,770,NA,NA,NA,NA,"SAC"
"454","WR15-80315",2012,780,NA,163.658,NA,NA,"AME"
"455","WR15-80318",2012,740,NA,NA,NA,271.523,"DEL"
"456","WR15-80320",2012,770,NA,NA,NA,NA,"SAC"
"457","WR15-80324",2012,780,NA,NA,NA,193.414,"DEL"
"458","WR15-80326",2012,800,NA,NA,NA,NA,"SAC"
"459","WR15-80330",2012,840,NA,NA,NA,NA,"SAC"
"460","WR15-80332",2012,740,NA,NA,NA,NA,"SAC"
"461","WR15-80334",2012,710,NA,NA,NA,NA,"SAC"
"462","WR15-80336",2012,910,NA,198.486,NA,NA,"AME"
"463","WR15-80337",2012,850,NA,122.164,NA,NA,"AME"
"464","WR15-80341",2012,800,NA,NA,NA,NA,"SAC"
"465","WR15-80342",2012,710,NA,NA,NA,NA,"SAC"
"466","WR15-80359",2012,840,NA,312.775,NA,NA,"AME"
"467","WR15-80364",2012,690,40.915,NA,NA,NA,"LAS"
"468","WR15-80366",2012,750,NA,NA,NA,NA,"SAC"
"469","WR15-80368",2012,750,NA,301.231,NA,NA,"AME"
"470","WR15-80375",2012,710,64.899,NA,NA,NA,"LAS"
"471","WR15-80395",2012,870,NA,NA,NA,228.921,"DEL"
"472","WR15-80396",2012,810,NA,285.048,NA,NA,"AME"
"473","WR15-80398",2012,810,NA,NA,NA,NA,"SAC"
"474","WR15-80400",2012,700,NA,NA,NA,NA,"SAC"
"475","WR15-80424",2012,700,NA,NA,NA,NA,"SAC"
"476","WR15-80425",2012,870,NA,NA,NA,NA,"SAC"
"477","WR15-80427",2012,760,NA,NA,NA,NA,"SAC"
"478","WR15-80431",2012,690,NA,NA,NA,208.575,"DEL"
"479","WR15-80439",2012,840,NA,NA,NA,NA,"SAC"
"480","WR15-80458",2012,880,NA,NA,NA,204.233,"DEL"
"481","WR15-80470",2012,820,NA,NA,NA,NA,"SAC"
"482","WR15-80471",2012,850,NA,NA,NA,NA,"SAC"
"483","WR15-80474",2012,670,NA,NA,NA,NA,"SAC"
"484","WR15-80475",2012,830,NA,NA,NA,NA,"SAC"
"485","WR15-80491",2012,670,NA,NA,NA,303.412,"DEL"
"486","WR15-80498",2012,790,NA,NA,NA,NA,"SAC"
"487","WR15-80509",2012,680,NA,NA,NA,NA,"SAC"
"488","WR15-80530",2012,720,NA,NA,NA,NA,"SAC"
"489","WR15-80539",2012,760,NA,NA,NA,NA,"SAC"
"490","WR15-80611",2012,700,NA,NA,NA,NA,"SAC"
"491","WR15-80616",2012,740,NA,NA,NA,NA,"SAC"
"492","WR15-80671",2012,710,NA,NA,NA,NA,"SAC"
"493","WR16.5001",2013,800,NA,NA,NA,NA,"SAC"
"494","WR16.5002",2012,880,NA,NA,NA,NA,"SAC"
"495","WR16.5003",2012,880,NA,NA,NA,NA,"SAC"
"496","WR16.5004",2012,790,NA,NA,NA,NA,"SAC"
"497","WR16.5005",2013,750,NA,NA,NA,NA,"SAC"
"498","WR16.5006",2013,700,NA,NA,NA,NA,"SAC"
"499","WR16.5007",2013,830,NA,NA,NA,NA,"SAC"
"500","WR16.5008",2013,715,NA,NA,NA,NA,"SAC"
"501","WR16.5010",2014,635,NA,NA,NA,NA,"SAC"
"502","WR16.5011",2013,870,NA,NA,NA,NA,"SAC"
"503","WR16.5012",2013,730,NA,NA,NA,NA,"SAC"
"504","WR16.5013",2012,865,NA,NA,NA,NA,"SAC"
"505","WR16.5014",2012,770,NA,NA,NA,NA,"SAC"
"506","WR16.5015",2014,652,NA,NA,NA,NA,"SAC"
"507","WR16.5018",2013,642,NA,NA,NA,NA,"SAC"
"508","WR16.5019",2013,724,NA,NA,NA,NA,"SAC"
"509","WR16.5022",2013,687,NA,NA,NA,NA,"SAC"
"510","WR16.5025",2013,699,197.098,NA,NA,NA,"LAS"
"511","WR16.5026",2013,840,NA,NA,NA,NA,"SAC"
"512","WR16.5029",2013,670,NA,NA,NA,NA,"SAC"
"513","WR16.5030",2013,690,NA,NA,NA,NA,"SAC"
"514","WR16.5031",2012,687,NA,NA,NA,NA,"SAC"
"515","WR16.5032",2012,850,NA,NA,NA,NA,"SAC"
"516","WR16.5033",2013,741,NA,NA,NA,120.978,"DEL"
"517","WR16.5034",2013,690,NA,NA,NA,NA,"SAC"
"518","WR16.5036",2013,740,NA,NA,NA,NA,"SAC"
"519","WR16.5037",2013,770,NA,NA,NA,NA,"SAC"
"520","WR16.5038",2013,710,NA,NA,NA,NA,"SAC"
"521","WR16.5039",2013,665,NA,NA,NA,NA,"SAC"
"522","WR16.5042",2013,672,NA,NA,NA,NA,"SAC"
"523","WR16.5043",2013,693,NA,NA,NA,NA,"SAC"
"524","WR16.5046",2012,937,NA,74.6849,NA,NA,"AME"
"525","WR16.5047",2013,688,NA,NA,NA,NA,"SAC"
"526","WR16.5048",2013,657,NA,NA,NA,NA,"SAC"
"527","WR16.5049",2013,667,NA,NA,NA,NA,"SAC"
"528","WR16.5050",2013,683,NA,NA,NA,NA,"SAC"
"529","WR16.5051",2013,790,NA,NA,NA,NA,"SAC"
"530","WR16.5052",2013,726,NA,NA,NA,NA,"SAC"
"531","WR16.5055",2013,740,NA,NA,NA,NA,"SAC"
"532","WR16.5056",2013,720,NA,NA,NA,NA,"SAC"
"533","WR16.5057",2013,735,NA,NA,NA,NA,"SAC"
"534","WR16.5058",2014,655,NA,NA,NA,NA,"SAC"
"535","WR16.5060",2013,763,NA,NA,NA,NA,"SAC"
"536","WR16.5062",2013,705,NA,NA,NA,NA,"SAC"
"537","WR16.5063",2014,530,NA,NA,NA,NA,"SAC"
"538","WR16.5064",2014,658,NA,NA,NA,NA,"SAC"
"539","WR16.5065",2013,653,NA,NA,NA,NA,"SAC"
"540","WR16.5067",2013,771,NA,NA,NA,NA,"SAC"
"541","WR16.5068",2012,705,NA,NA,NA,NA,"SAC"
"542","WR16.5069",2013,750,NA,NA,NA,NA,"SAC"
"543","WR16.5070",2013,782,NA,NA,NA,NA,"SAC"
"544","WR16.5073",2012,975,NA,NA,NA,184.865,"DEL"
"545","WR16.5074",2013,680,NA,NA,NA,NA,"SAC"
"546","WR16.5075",2013,757,159.491,NA,NA,NA,"LAS"
"547","WR16.5079",2012,728,NA,NA,NA,NA,"SAC"
"548","WR16.5080",2013,694,NA,NA,NA,NA,"SAC"
"549","WR16.5081",2013,745,NA,NA,NA,NA,"SAC"
"550","WR16.5086",2012,770,NA,NA,NA,NA,"SAC"
"551","WR16.5087",2013,834,NA,NA,NA,NA,"SAC"
"552","WR16.5088",2014,726,NA,NA,NA,NA,"SAC"
"553","WR16.5090",2013,635,NA,NA,NA,NA,"SAC"
"554","WR16.5092",2013,660,NA,NA,NA,NA,"SAC"
"555","WR16.5093",2012,850,NA,NA,NA,NA,"SAC"
"556","WR16.5097",2013,692,NA,NA,NA,NA,"SAC"
"557","WR16.5098",2013,681,NA,NA,NA,NA,"SAC"
"558","WR16.5099",2014,542,NA,NA,NA,NA,"SAC"
"559","WR16.5100",2013,671,NA,NA,NA,NA,"SAC"
"560","WR16.5103",2013,671,NA,NA,NA,NA,"SAC"
"561","WR16.5105",2013,694,NA,NA,NA,NA,"SAC"
"562","WR16.5108",2013,720,NA,NA,NA,NA,"SAC"
"563","WR16.5111",2014,660,55.278,NA,NA,NA,"LAS"
"564","WR16.5113",2013,664,235.612,NA,NA,NA,"LAS"
"565","WR16.5117",2013,701,NA,NA,NA,NA,"SAC"
"566","WR16.5118",2014,577,NA,NA,NA,124.791,"DEL"
"567","WR16.5120",2013,720,NA,NA,NA,NA,"SAC"
"568","WR16.5122",2013,640,NA,NA,NA,NA,"SAC"
"569","WR16.5124",2014,615,NA,NA,NA,NA,"SAC"
"570","WR16.5125",2013,690,NA,NA,NA,NA,"SAC"
"571","WR16.5126",2013,710,NA,NA,NA,NA,"SAC"
"572","WR16.5129",2013,717,NA,NA,NA,NA,"SAC"
"573","WR16.5131",2012,734,NA,NA,NA,NA,"SAC"
"574","WR16.7001",2013,772,NA,NA,NA,NA,"SAC"
"575","WR16.7003",2012,850,NA,NA,NA,NA,"SAC"
"576","WR16.7004",2013,710,NA,NA,NA,NA,"SAC"
"577","WR16.7005",2012,850,NA,NA,NA,NA,"SAC"
"578","WR16.7008",2013,660,62.863,NA,NA,NA,"LAS"
"579","WR16.7010",2013,790,NA,NA,NA,NA,"SAC"
"580","WR16.7011",2013,816,NA,NA,NA,NA,"SAC"
"581","WR16.7012",2013,850,NA,NA,NA,NA,"SAC"
"582","WR16.7013",2013,700,154.119,NA,NA,NA,"LAS"
"583","WR16.7015",2013,660,NA,NA,NA,NA,"SAC"
"584","WR16.7016",2013,728,NA,NA,NA,NA,"SAC"
"585","WR16.7017",2013,775,NA,NA,NA,NA,"SAC"
"586","WR16.7018",2013,692,NA,NA,NA,NA,"SAC"
"587","WR16.7020",2013,800,NA,NA,NA,NA,"SAC"
"588","WR16.7021",2013,830,NA,NA,NA,NA,"SAC"
"589","WR16.7022",2013,720,NA,NA,NA,NA,"SAC"
"590","WR16.7023",2013,700,NA,NA,NA,NA,"SAC"
"591","WR16.7025",2013,624,NA,NA,NA,NA,"SAC"
"592","WR16.7026",2013,727,NA,NA,NA,NA,"SAC"
"593","WR16.7028",2013,668,NA,NA,NA,NA,"SAC"
"594","WR16.7029",2013,709,NA,NA,NA,NA,"SAC"
"595","WR16.7030",2014,620,NA,NA,NA,NA,"SAC"
"596","WR16.7034",2014,640,NA,NA,NA,NA,"SAC"
"597","WR16.7036",2014,645,NA,NA,NA,NA,"SAC"
"598","WR16.7039",2014,675,NA,NA,NA,NA,"SAC"
"599","WR16.7041",2013,746,NA,NA,NA,NA,"SAC"
"600","WR16.7042",2014,724,NA,NA,NA,NA,"SAC"
"601","WR16.7044",2014,546,NA,180.787,NA,NA,"AME"
"602","WR16.7048",2013,709,NA,NA,NA,NA,"SAC"
"603","WR16.7049",2013,712,NA,NA,NA,NA,"SAC"
"604","WR16.7050",2013,712,NA,NA,NA,NA,"SAC"
"605","WR16.7051",2013,620,NA,NA,NA,NA,"SAC"
"606","WR16.7054",2013,671,NA,NA,NA,NA,"SAC"
"607","WR16.7055",2013,627,NA,NA,NA,NA,"SAC"
"608","WR16.7056",2013,711,NA,NA,NA,NA,"SAC"
"609","WR16.7057",2013,631,NA,NA,NA,NA,"SAC"
"610","WR16.7058",2014,644,NA,NA,NA,NA,"SAC"
"611","WR16.7060",2013,663,NA,NA,NA,NA,"SAC"
"612","WR16.7061",2013,664,NA,NA,NA,NA,"SAC"
"613","WR16.7063",2013,840,NA,NA,NA,NA,"SAC"
"614","WR16.7067",2014,670,NA,NA,NA,123.11652,"DEL"
"615","WR16.7068",2013,710,NA,NA,NA,NA,"SAC"
"616","WR16.7069",2013,665,NA,NA,NA,NA,"SAC"
"617","WR16.7070",2014,680,NA,NA,NA,NA,"SAC"
"618","WR16.7071",2013,800,NA,NA,NA,NA,"SAC"
"619","WR16.7074",2013,826,NA,NA,NA,NA,"SAC"
"620","WR16.7075",2014,644,NA,NA,NA,NA,"SAC"
"621","WR16.7077",2013,665,NA,NA,NA,NA,"SAC"
"622","WR16.7079",2014,630,NA,NA,NA,NA,"SAC"
"623","WR16.7080",2013,800,NA,NA,NA,NA,"SAC"
"624","WR16.7081",2013,690,NA,NA,NA,NA,"SAC"
"625","WR16.7082",2013,735,NA,NA,NA,NA,"SAC"
"626","WR16.7083",2013,650,NA,NA,NA,NA,"SAC"
"627","WR16.7085",2013,745,NA,NA,NA,NA,"SAC"
"628","WR16.7087",2014,615,NA,NA,NA,NA,"SAC"
"629","WR16.7089",2013,720,NA,NA,NA,NA,"SAC"
"630","WR16.7091",2013,640,NA,NA,NA,NA,"SAC"
"631","WR16.7092",2013,661,NA,NA,NA,NA,"SAC"
"632","WR16.7095",2012,830,NA,NA,NA,NA,"SAC"
"633","WR16.7097",2013,670,NA,NA,NA,NA,"SAC"
"634","WR16.7099",2013,738,NA,NA,NA,NA,"SAC"
"635","WR16.7100",2014,691,NA,NA,NA,NA,"SAC"
"636","WR16.7101",2013,779,NA,NA,NA,NA,"SAC"
"637","WR16.7102",2012,698,NA,NA,NA,NA,"SAC"
"638","WR16.7103",2013,684,NA,NA,NA,NA,"SAC"
"639","WR16.7104",2012,762,NA,NA,NA,NA,"SAC"
"640","WR16.7105",2012,875,NA,NA,NA,NA,"SAC"
"641","WR16.7106",2013,645,NA,NA,NA,NA,"SAC"
"642","WR16.7107",2012,770,NA,NA,NA,NA,"SAC"
"643","WR16.7108",2013,690,NA,NA,NA,NA,"SAC"
"644","WR16.7109",2013,688,NA,NA,NA,NA,"SAC"
"645","WR16.7110",2013,723,NA,NA,NA,NA,"SAC"
"646","WR16.7111",2013,735,NA,NA,NA,NA,"SAC"
"647","WR16.7112",2013,755,NA,NA,NA,NA,"SAC"
"648","WR16.7115",2012,782,NA,NA,NA,NA,"SAC"
"649","WR16.7117",2014,652,NA,NA,NA,NA,"SAC"
"650","WR16.7118",2013,747,NA,NA,NA,NA,"SAC"
"651","WR16.7119",2014,509,NA,NA,NA,NA,"SAC"
"652","WR16.7120",2013,633,NA,NA,NA,NA,"SAC"
"653","WR16.80024",2013,760,NA,NA,NA,NA,"SAC"
"654","WR16.80025",2013,660,NA,NA,NA,NA,"SAC"
"655","WR16.80032",2013,730,NA,NA,NA,NA,"SAC"
"656","WR16.80036",2013,670,NA,NA,NA,NA,"SAC"
"657","WR16.80040",2013,800,NA,NA,NA,NA,"SAC"
"658","WR16.80048",2013,760,NA,NA,NA,NA,"SAC"
"659","WR16.80049",2013,730,NA,NA,NA,NA,"SAC"
"660","WR16.80050",2013,750,NA,NA,NA,NA,"SAC"
"661","WR16.80051",2013,740,NA,NA,NA,NA,"SAC"
"662","WR16.80053",2013,810,NA,NA,NA,NA,"SAC"
"663","WR16.80054",2013,710,NA,NA,NA,NA,"SAC"
"664","WR16.80055",2013,630,NA,NA,NA,NA,"SAC"
"665","WR16.80056",2013,640,NA,NA,NA,NA,"SAC"
"666","WR16.80058",2013,720,NA,NA,NA,NA,"SAC"
"667","WR16.80059",2013,790,NA,NA,NA,NA,"SAC"
"668","WR16.80060",2013,640,NA,NA,NA,NA,"SAC"
"669","WR16.80061",2013,700,NA,NA,NA,149.451,"DEL"
"670","WR16.80062",2013,750,NA,NA,NA,NA,"SAC"
"671","WR16.80063",2013,680,NA,NA,NA,NA,"SAC"
"672","WR16.80095",2013,700,NA,NA,NA,NA,"SAC"
"673","WR16.80104",2013,640,NA,NA,NA,NA,"SAC"
"674","WR16.80123",2013,740,NA,NA,NA,NA,"SAC"
"675","WR16.80157",2013,680,NA,NA,NA,NA,"SAC"
"676","WR16.80220",2013,810,NA,NA,NA,NA,"SAC"
"677","WR16.80458",2013,770,NA,NA,NA,NA,"SAC"
"678","WR16.80500",2014,490,NA,190.755,NA,NA,"AME"
"679","WR17.5001",2013,900,NA,56.1310000000001,NA,NA,"AME"
"680","WR17.5006",2014,820,NA,NA,NA,NA,"SAC"
"681","WR17.5009",2013,975,110.983,NA,NA,NA,"LAS"
"682","WR17.5016",2013,718,NA,NA,NA,NA,"SAC"
"683","WR17.5028",2014,825,NA,NA,NA,120.038,"DEL"
"684","WR17.5034",2014,715,NA,NA,NA,179.464,"DEL"
"685","WR17.5048",2013,748,NA,NA,NA,NA,"SAC"
"686","WR17.5054",2014,680,NA,238.77,NA,NA,"AME"
"687","WR17.5061",2014,712,NA,NA,NA,NA,"SAC"
"688","WR17.7001",2014,740,NA,NA,NA,NA,"SAC"
"689","WR17.7002",2013,770,NA,NA,NA,NA,"SAC"
"690","WR17.7003",2013,930,NA,NA,NA,NA,"SAC"
"691","WR17.7005",2013,1020,NA,NA,NA,NA,"SAC"
"692","WR17.7011",2014,700,NA,204.233,NA,NA,"AME"
"693","WR17.7012",2015,670,NA,NA,NA,NA,"SAC"
"694","WR17.7021",2014,758,NA,226.212,NA,NA,"AME"
"695","WR17.7027",2014,710,NA,NA,NA,NA,"SAC"
"696","WR17.7051",2015,560,NA,160.952,NA,NA,"AME"
"697","WR17.80036",2014,830,NA,NA,NA,NA,"SAC"
"698","WR17.80054",2013,870,NA,NA,NA,NA,"SAC"
"699","WR17.80068",2013,960,NA,NA,NA,NA,"SAC"
"700","WR17.80170",2014,790,NA,61.9540000000001,NA,NA,"AME"
"701","WR17.80181",2014,880,NA,279.976,NA,NA,"AME"
"702","WR17.80235",2013,950,NA,NA,NA,NA,"SAC"
"703","WR17.80279",2015,550,NA,NA,NA,NA,"SAC"
"704","WR17.80393",2014,700,NA,NA,NA,NA,"SAC"
"705","WR17.80408",2015,540,NA,NA,NA,NA,"SAC"
