"","Sample_ID","Habitat","Escap_yr","Brood_year","fork_length","mass_change_sum","tot_mass_change","prop_fw_growth","prop_sac"
"59","WR07-26","DEL",2007,2004,NA,1.35697797490828,10.4259713969891,0.130153625330313,0.869846374669687
"60","WR07-26","SAC",2007,2004,NA,9.06899342208085,10.4259713969891,0.869846374669687,0.869846374669687
"61","WR07-27","DEL",2007,2004,NA,5.48940063341578,21.6333825599564,0.253746755423108,0.746253244576892
"62","WR07-27","SAC",2007,2004,NA,16.1439819265406,21.6333825599564,0.746253244576892,0.746253244576892
"63","WR07-28","SAC",2007,2004,NA,10.9062295818617,10.9062295818617,1,1
"64","WR07-29","DEL",2007,2004,NA,3.14554953563009,19.1142172760135,0.164565961043953,0.835434038956047
"65","WR07-29","SAC",2007,2004,NA,15.9686677403834,19.1142172760135,0.835434038956047,0.835434038956047
"66","WR07-30","DEL",2007,2004,NA,1.9589669120404,10.9111278067542,0.179538444305249,0.820461555694751
"67","WR07-30","SAC",2007,2004,NA,8.95216089471382,10.9111278067542,0.820461555694751,0.820461555694751
"68","WR08-01","AME",2008,2005,NA,13.3036265349699,14.8271296315769,0.897248952800519,0.0611680610747333
"69","WR08-01","LAS",2008,2005,NA,0.616556325739694,14.8271296315769,0.0415829861247475,0.0611680610747333
"70","WR08-01","SAC",2008,2005,NA,0.906946770867282,14.8271296315769,0.0611680610747333,0.0611680610747333
"71","WR08-03","SAC",2008,2005,NA,12.1576415672706,12.1576415672706,1,1
"72","WR08-04","DEL",2008,2005,NA,13.8830579334761,20.5936833615276,0.674141565146715,0.325858434853285
"73","WR08-04","SAC",2008,2005,NA,6.71062542805154,20.5936833615276,0.325858434853285,0.325858434853285
"74","WR08-05","DEL",2008,2005,NA,4.67193097128286,19.2401449203726,0.242822026061558,0.189331794888538
"75","WR08-05","LAS",2008,2005,NA,10.9254427774,19.2401449203726,0.567846179049904,0.189331794888538
"76","WR08-05","SAC",2008,2005,NA,3.64277117168973,19.2401449203726,0.189331794888538,0.189331794888538
"77","WR08-06","DEL",2008,2005,NA,8.7215026851689,12.5858220071669,0.692962500200824,0.307037499799176
"78","WR08-06","SAC",2008,2005,NA,3.86431932199796,12.5858220071669,0.307037499799176,0.307037499799176
"79","WR08-07","AME",2008,2005,NA,13.2855842730086,14.753103161161,0.900528121296148,0.0994718787038516
"80","WR08-07","SAC",2008,2005,NA,1.46751888815242,14.753103161161,0.0994718787038516,0.0994718787038516
"81","WR08-08","DEL",2008,2005,NA,5.40733400314365,19.3722354290668,0.27912803470426,0.442816049154181
"82","WR08-08","LAS",2008,2005,NA,5.38656466993913,19.3722354290668,0.278055916141559,0.442816049154181
"83","WR08-08","SAC",2008,2005,NA,8.57833675598399,19.3722354290668,0.442816049154181,0.442816049154181
"84","WR08-09","AME",2008,2005,NA,4.15892197721966,14.5045223521372,0.286732777284932,0.411366218933928
"85","WR08-09","DEL",2008,2005,NA,4.37892985747619,14.5045223521372,0.30190100378114,0.411366218933928
"86","WR08-09","SAC",2008,2005,NA,5.96667051744131,14.5045223521372,0.411366218933928,0.411366218933928
"87","WR08-10","DEL",2008,2005,NA,4.27716324145143,15.2841894165685,0.27984233411913,0.72015766588087
"88","WR08-10","SAC",2008,2005,NA,11.0070261751171,15.2841894165685,0.72015766588087,0.72015766588087
"89","WR08-11","DEL",2008,2005,NA,9.97688617040948,12.2280875771085,0.815899142649795,0.184100857350204
"90","WR08-11","SAC",2008,2005,NA,2.25120140669907,12.2280875771085,0.184100857350204,0.184100857350204
"91","WR08-12","DEL",2008,2005,NA,5.95676647165796,18.7199173426761,0.318204742180042,0.681795257819958
"92","WR08-12","SAC",2008,2005,NA,12.7631508710182,18.7199173426761,0.681795257819958,0.681795257819958
"93","WR08-13","DEL",2008,2005,NA,6.3442707655383,6.81314246838727,0.931181286018233,0.0688187139817668
"94","WR08-13","SAC",2008,2005,NA,0.468871702848972,6.81314246838727,0.0688187139817668,0.0688187139817668
"95","WR08-14","DEL",2008,2005,NA,13.6857777194622,17.803288852598,0.768721882387765,0.231278117612235
"96","WR08-14","SAC",2008,2005,NA,4.11751113313575,17.803288852598,0.231278117612235,0.231278117612235
"97","WR08-15","AME",2008,2005,NA,9.75545950677991,14.5931411490637,0.668496207028453,0.331503792971547
"98","WR08-15","SAC",2008,2005,NA,4.83768164228377,14.5931411490637,0.331503792971547,0.331503792971547
"99","WR08-16","DEL",2008,2005,NA,3.02952148504036,9.28212960991696,0.326382157151053,0.673617842848947
"100","WR08-16","SAC",2008,2005,NA,6.2526081248766,9.28212960991696,0.673617842848947,0.673617842848947
"101","WR08-17","DEL",2008,2005,NA,2.59410315396546,9.58535692355999,0.27063187888073,0.72936812111927
"102","WR08-17","SAC",2008,2005,NA,6.99125376959453,9.58535692355999,0.72936812111927,0.72936812111927
"103","WR08-18","AME",2008,2005,NA,19.7155465344749,23.4427940015176,0.841006687735197,0.158993312264803
"104","WR08-18","SAC",2008,2005,NA,3.72724746704275,23.4427940015176,0.158993312264803,0.158993312264803
"105","WR08-19","AME",2008,2005,NA,12.4631772917279,16.7443628139381,0.744320786059023,0.255679213940977
"106","WR08-19","SAC",2008,2005,NA,4.28118552221022,16.7443628139381,0.255679213940977,0.255679213940977
"107","WR08-20","SAC",2008,2005,NA,14.1253656155918,14.1253656155918,1,1
"108","WR08-21","DEL",2008,2005,NA,7.71119591525561,28.0607016674093,0.274804101716803,0.0957900057704193
"109","WR08-21","LAS",2008,2005,NA,17.6615709775106,28.0607016674093,0.629405892512778,0.0957900057704193
"110","WR08-21","SAC",2008,2005,NA,2.68793477464315,28.0607016674093,0.0957900057704193,0.0957900057704193
"111","WR08-22","DEL",2008,2005,NA,4.00404139366128,9.30216766277499,0.430441757106193,0.374463339427609
"112","WR08-22","LAS",2008,2005,NA,1.81480550219548,9.30216766277499,0.195094903466199,0.374463339427609
"113","WR08-22","SAC",2008,2005,NA,3.48332076691824,9.30216766277499,0.374463339427609,0.374463339427609
"114","WR08-23","AME",2008,2005,NA,3.73355294177074,12.0240763160366,0.31050642424743,0.146474341037065
"115","WR08-23","DEL",2008,2005,NA,6.52930471929503,12.0240763160366,0.543019234715505,0.146474341037065
"116","WR08-23","SAC",2008,2005,NA,1.76121865497085,12.0240763160366,0.146474341037065,0.146474341037065
"117","WR08-24","DEL",2008,2005,NA,4.07064473513528,14.1956803318774,0.286752352826259,0.459631862010574
"118","WR08-24","SAC",2008,2005,NA,6.52478698344767,14.1956803318774,0.459631862010574,0.459631862010574
"119","WR08-24","Unassigned",2008,2005,NA,3.60024861329441,14.1956803318774,0.253615785163168,0.459631862010574
"120","WR08-25","DEL",2008,2005,NA,4.14960804706785,15.0690416005689,0.275373056698656,0.724626943301344
"121","WR08-25","SAC",2008,2005,NA,10.919433553501,15.0690416005689,0.724626943301344,0.724626943301344
"122","WR08-26","DEL",2008,2005,NA,3.65699417442726,11.8978113293273,0.307366966343887,0.692633033656113
"123","WR08-26","SAC",2008,2005,NA,8.24081715490003,11.8978113293273,0.692633033656113,0.692633033656113
"124","WR08-27","LAS",2008,2005,NA,2.84535961913398,7.26525665990324,0.391639243089297,0.608360756910703
"125","WR08-27","SAC",2008,2005,NA,4.41989704076927,7.26525665990324,0.608360756910703,0.608360756910703
"126","WR08-28","DEL",2008,2005,NA,8.26127189125873,11.4099088430917,0.7240436365327,0.2759563634673
"127","WR08-28","SAC",2008,2005,NA,3.14863695183297,11.4099088430917,0.2759563634673,0.2759563634673
"128","WR08-29","DEL",2008,2005,NA,9.14327173426654,14.0349214855928,0.651465827126455,0.348534172873545
"129","WR08-29","SAC",2008,2005,NA,4.89164975132621,14.0349214855928,0.348534172873545,0.348534172873545
"130","WR08-30","DEL",2008,2005,NA,2.67811626464759,17.9469801015413,0.149223783026181,0.850776216973819
"131","WR08-30","SAC",2008,2005,NA,15.2688638368938,17.9469801015413,0.850776216973819,0.850776216973819
"132","WR08-31","DEL",2008,2005,NA,10.0690622942517,21.4089888431648,0.470319376968915,0.529680623031085
"133","WR08-31","SAC",2008,2005,NA,11.3399265489131,21.4089888431648,0.529680623031085,0.529680623031085
"134","WR08-32","DEL",2008,2005,NA,3.66694641169109,11.3415334664242,0.3233201597074,0.6766798402926
"135","WR08-32","SAC",2008,2005,NA,7.67458705473309,11.3415334664242,0.6766798402926,0.6766798402926
"136","WR08-33","LAS",2008,2005,NA,12.5754719538544,24.839779134011,0.506263436804714,0.493736563195286
"137","WR08-33","SAC",2008,2005,NA,12.2643071801566,24.839779134011,0.493736563195286,0.493736563195286
"138","WR08-34","DEL",2008,2005,NA,5.70986539512382,19.6097219321548,0.291175235165428,0.500655218449594
"139","WR08-34","LAS",2008,2005,NA,4.08214691935221,19.6097219321548,0.208169546384978,0.500655218449594
"140","WR08-34","SAC",2008,2005,NA,9.81770961767876,19.6097219321548,0.500655218449594,0.500655218449594
"141","WR08-35","LAS",2008,2005,NA,1.93959051182019,16.684199088323,0.116253138766348,0.883746861233652
"142","WR08-35","SAC",2008,2005,NA,14.7446085765028,16.684199088323,0.883746861233652,0.883746861233652
"143","WR08-36","DEL",2008,2005,NA,5.0930270042674,21.6725338478087,0.234999148693559,0.162800176179538
"144","WR08-36","LAS",2008,2005,NA,13.0512145148611,21.6725338478087,0.602200675126903,0.162800176179538
"145","WR08-36","SAC",2008,2005,NA,3.52829232868025,21.6725338478087,0.162800176179538,0.162800176179538
"146","WR08-37","DEL",2008,2005,NA,4.53650365352832,20.0419562602124,0.226350341984043,0.773649658015957
"147","WR08-37","SAC",2008,2005,NA,15.5054526066841,20.0419562602124,0.773649658015957,0.773649658015957
"148","WR08-39","LAS",2008,2005,NA,0.838027500423518,10.2114576853818,0.0820673723814373,0.917932627618563
"149","WR08-39","SAC",2008,2005,NA,9.37343018495828,10.2114576853818,0.917932627618563,0.917932627618563
"150","WR08-40","DEL",2008,2005,NA,3.72803420753495,15.5408898791709,0.239885504402907,0.760114495597093
"151","WR08-40","SAC",2008,2005,NA,11.812855671636,15.5408898791709,0.760114495597093,0.760114495597093
"152","WR08-41","DEL",2008,2005,NA,14.8049738759614,24.0558897830836,0.61544070950859,0.38455929049141
"153","WR08-41","SAC",2008,2005,NA,9.25091590712218,24.0558897830836,0.38455929049141,0.38455929049141
"154","WR08-42","AME",2008,2005,NA,17.0584681543897,18.4394767307039,0.925105869516639,0.0748941304833614
"155","WR08-42","SAC",2008,2005,NA,1.38100857631425,18.4394767307039,0.0748941304833614,0.0748941304833614
"156","WR08-43","AME",2008,2005,NA,14.0017480341539,15.9206759301068,0.879469445620452,0.120530554379548
"157","WR08-43","SAC",2008,2005,NA,1.9189278959529,15.9206759301068,0.120530554379548,0.120530554379548
"158","WR08-44","SAC",2008,2005,NA,8.4505691728805,8.4505691728805,1,1
"159","WR08-45","SAC",2008,2005,NA,8.5988529153992,8.5988529153992,1,1
"160","WR08-46","DEL",2008,2005,NA,4.59409317356389,13.0291808777398,0.352600306701771,0.565031405596884
"161","WR08-46","LAS",2008,2005,NA,1.07319131905054,13.0291808777398,0.0823682877013457,0.565031405596884
"162","WR08-46","SAC",2008,2005,NA,7.36189638512535,13.0291808777398,0.565031405596884,0.565031405596884
"163","WR08-47","AME",2008,2005,NA,17.9757472803471,19.4509767322531,0.924156536084907,0.0758434639150933
"164","WR08-47","SAC",2008,2005,NA,1.47522945190596,19.4509767322531,0.0758434639150933,0.0758434639150933
"165","WR08-48","SAC",2008,2005,NA,24.8458408527454,24.8458408527454,1,1
"166","WR08-49","AME",2008,2005,NA,4.63132010680517,17.5394443359629,0.264051700731995,0.735948299268005
"167","WR08-49","SAC",2008,2005,NA,12.9081242291578,17.5394443359629,0.735948299268005,0.735948299268005
"168","WR08-50","SAC",2008,2005,NA,15.6323433949428,15.6323433949428,1,1
"169","WR08-51","DEL",2008,2005,NA,5.94629231779725,10.3002125686822,0.577298019642521,0.422701980357479
"170","WR08-51","SAC",2008,2005,NA,4.35392025088497,10.3002125686822,0.422701980357479,0.422701980357479
"171","WR08-52","AME",2008,2005,NA,30.2080333579714,33.5887468305331,0.899349818270429,0.100650181729571
"172","WR08-52","SAC",2008,2005,NA,3.38071347256172,33.5887468305331,0.100650181729571,0.100650181729571
"173","WR08-53","DEL",2008,2005,NA,3.17419023775091,9.61893667275397,0.329993880377852,0.670006119622148
"174","WR08-53","SAC",2008,2005,NA,6.44474643500306,9.61893667275397,0.670006119622148,0.670006119622148
"175","WR08-54","DEL",2008,2005,NA,9.35739279707642,12.0141087332386,0.778866997531655,0.221133002468345
"176","WR08-54","SAC",2008,2005,NA,2.65671593616223,12.0141087332386,0.221133002468345,0.221133002468345
"177","WR08-55","DEL",2008,2005,NA,4.6195652769814,22.3805512712348,0.206409807381234,0.793590192618766
"178","WR08-55","SAC",2008,2005,NA,17.7609859942534,22.3805512712348,0.793590192618766,0.793590192618766
"179","WR08-56","DEL",2008,2005,NA,18.7761744447445,23.4458893417139,0.800830122973361,0.199169877026639
"180","WR08-56","SAC",2008,2005,NA,4.66971489696934,23.4458893417139,0.199169877026639,0.199169877026639
"181","WR08-57","LAS",2008,2005,NA,8.17051079899847,12.6793729135913,0.644393918743437,0.355606081256563
"182","WR08-57","SAC",2008,2005,NA,4.5088621145928,12.6793729135913,0.355606081256563,0.355606081256563
"183","WR08-58","SAC",2008,2005,NA,33.4456159377857,33.4456159377857,1,1
"184","WR08-60","DEL",2008,2005,NA,7.03352819105295,10.9382966819012,0.643018597465071,0.356981402534929
"185","WR08-60","SAC",2008,2005,NA,3.90476849084825,10.9382966819012,0.356981402534929,0.356981402534929
"186","WR08-62","DEL",2008,2005,NA,5.82161273331527,25.1632687554431,0.231353596780069,0.15126125259697
"187","WR08-62","LAS",2008,2005,NA,15.5354284707453,25.1632687554431,0.617385150622961,0.15126125259697
"188","WR08-62","SAC",2008,2005,NA,3.80622755138252,25.1632687554431,0.15126125259697,0.15126125259697
"189","WR08-63","DEL",2008,2005,NA,11.7630937849949,16.8382154086872,0.698595041071043,0.301404958928957
"190","WR08-63","SAC",2008,2005,NA,5.0751216236923,16.8382154086872,0.301404958928957,0.301404958928957
"191","WR08-64","LAS",2008,2005,NA,6.41069361290024,11.6774359756147,0.548981268344121,0.451018731655879
"192","WR08-64","SAC",2008,2005,NA,5.26674236271448,11.6774359756147,0.451018731655879,0.451018731655879
"193","WR08-65","AME",2008,2005,NA,14.2894971506596,18.7590731351391,0.761737909315616,0.238262090684384
"194","WR08-65","SAC",2008,2005,NA,4.46957598447952,18.7590731351391,0.238262090684384,0.238262090684384
"195","WR08-66","DEL",2008,2005,NA,3.20436083521405,13.0767745046567,0.245042142010858,0.754957857989142
"196","WR08-66","SAC",2008,2005,NA,9.87241366944262,13.0767745046567,0.754957857989142,0.754957857989142
"197","WR08-67","DEL",2008,2005,NA,8.1612371397774,10.0231262925338,0.814240677168428,0.185759322831572
"198","WR08-67","SAC",2008,2005,NA,1.86188915275641,10.0231262925338,0.185759322831572,0.185759322831572
"199","WR08-68","DEL",2008,2005,NA,4.17081071352503,15.5224949479216,0.268694609179659,0.731305390820341
"200","WR08-68","SAC",2008,2005,NA,11.3516842343966,15.5224949479216,0.731305390820341,0.731305390820341
"201","WR08-69","DEL",2008,2005,NA,14.5449182234563,16.4527374192861,0.884042445508586,0.115957554491414
"202","WR08-69","SAC",2008,2005,NA,1.90781919582979,16.4527374192861,0.115957554491414,0.115957554491414
"203","WR08-70","AME",2008,2005,NA,11.1529260685991,13.3052778840677,0.838233230886077,0.161766769113923
"204","WR08-70","SAC",2008,2005,NA,2.15235181546856,13.3052778840677,0.161766769113923,0.161766769113923
"205","WR08-71","DEL",2008,2005,NA,6.92210746694911,9.54477239066296,0.72522499056348,0.27477500943652
"206","WR08-71","SAC",2008,2005,NA,2.62266492371385,9.54477239066296,0.27477500943652,0.27477500943652
"207","WR08-72","DEL",2008,2005,NA,8.43449466702644,16.5343106224408,0.510120733765515,0.489879266234485
"208","WR08-72","SAC",2008,2005,NA,8.09981595541435,16.5343106224408,0.489879266234485,0.489879266234485
"209","WR08-73","AME",2008,2005,NA,7.58753310711867,10.7568605153576,0.705366876914124,0.294633123085877
"210","WR08-73","SAC",2008,2005,NA,3.16932740823897,10.7568605153576,0.294633123085877,0.294633123085877
"211","WR08-74","DEL",2008,2005,NA,2.72259279748211,10.7950382527572,0.252207795260634,0.747792204739366
"212","WR08-74","SAC",2008,2005,NA,8.07244545527512,10.7950382527572,0.747792204739366,0.747792204739366
"213","WR08-75","DEL",2008,2005,NA,11.6071363982197,25.8940543117037,0.448254887338111,0.551745112661889
"214","WR08-75","SAC",2008,2005,NA,14.2869179134841,25.8940543117037,0.551745112661889,0.551745112661889
"215","WR08-76","SAC",2008,2005,NA,2.89863631202988,2.89863631202988,1,1
"216","WR08-77","DEL",2008,2005,NA,14.5827524511593,20.8388967227857,0.699785245118772,0.300214754881228
"217","WR08-77","SAC",2008,2005,NA,6.25614427162631,20.8388967227857,0.300214754881228,0.300214754881228
"218","WR08-78","DEL",2008,2005,NA,11.2178663409622,13.0325397121221,0.860758270356776,0.139241729643224
"219","WR08-78","SAC",2008,2005,NA,1.81467337115989,13.0325397121221,0.139241729643224,0.139241729643224
"220","WR08-79","AME",2008,2005,NA,13.5625986656794,15.2176222280274,0.891242959146415,0.108757040853585
"221","WR08-79","SAC",2008,2005,NA,1.65502356234801,15.2176222280274,0.108757040853585,0.108757040853585
"222","WR08-80","AME",2008,2005,NA,23.391784935845,26.0173335096092,0.899084640138298,0.100915359861702
"223","WR08-80","SAC",2008,2005,NA,2.62554857376413,26.0173335096092,0.100915359861702,0.100915359861702
"224","WR08-81","DEL",2008,2005,NA,7.92995314559305,13.3999384832108,0.591790264972391,0.408209735027609
"225","WR08-81","SAC",2008,2005,NA,5.46998533761774,13.3999384832108,0.408209735027609,0.408209735027609
"226","WR08-82","AME",2008,2005,NA,15.1023590124371,17.0354361828318,0.886526112413673,0.113473887586327
"227","WR08-82","SAC",2008,2005,NA,1.9330771703947,17.0354361828318,0.113473887586327,0.113473887586327
"228","WR08-83","SAC",2008,2005,NA,25.7902093652394,25.7902093652394,1,1
"229","WR08-84","DEL",2008,2005,NA,7.80764191633826,11.6776866617336,0.668594914600933,0.331405085399067
"230","WR08-84","SAC",2008,2005,NA,3.87004474539539,11.6776866617336,0.331405085399067,0.331405085399067
"231","WR08-86","DEL",2008,2005,NA,5.87143656909764,22.3611140925276,0.262573525845015,0.737426474154985
"232","WR08-86","SAC",2008,2005,NA,16.48967752343,22.3611140925276,0.737426474154985,0.737426474154985
"233","WR08-87","DEL",2008,2005,NA,3.22911309437159,12.0750730564435,0.267419756325903,0.732580243674097
"234","WR08-87","SAC",2008,2005,NA,8.84595996207188,12.0750730564435,0.732580243674097,0.732580243674097
"235","WR08-88","SAC",2008,2005,NA,12.2868873524436,12.2868873524436,1,1
"236","WR08-89","SAC",2008,2005,NA,12.5863475074673,12.5863475074673,1,1
"237","WR08-90","AME",2008,2005,NA,15.2629339052974,18.8155302460507,0.811188082701043,0.188811917298957
"238","WR08-90","SAC",2008,2005,NA,3.55259634075336,18.8155302460507,0.188811917298957,0.188811917298957
"239","WR08-91","AME",2008,2005,NA,14.069301305738,17.932521085415,0.784569065259928,0.215430934740072
"240","WR08-91","SAC",2008,2005,NA,3.86321977967702,17.932521085415,0.215430934740072,0.215430934740072
"241","WR08-93","AME",2008,2005,NA,19.463706369637,22.6093745079975,0.860868856091183,0.139131143908817
"242","WR08-93","SAC",2008,2005,NA,3.14566813836055,22.6093745079975,0.139131143908817,0.139131143908817
"243","WR08-94","DEL",2008,2005,NA,4.8006576792663,13.0940829405613,0.366628018247494,0.633371981752506
"244","WR08-94","SAC",2008,2005,NA,8.29342526129497,13.0940829405613,0.633371981752506,0.633371981752506
"245","WR08-95","DEL",2008,2005,NA,10.449751565769,20.1952653395466,0.517435715256791,0.482564284743209
"246","WR08-95","SAC",2008,2005,NA,9.74551377377763,20.1952653395466,0.482564284743209,0.482564284743209
"247","WR08-96","DEL",2008,2005,NA,4.64735276716904,8.15253149985853,0.570050268097668,0.429949731902332
"248","WR08-96","SAC",2008,2005,NA,3.5051787326895,8.15253149985853,0.429949731902332,0.429949731902332
"249","WR09-01","AME",2009,2006,850,13.0803443811233,23.0519428077065,0.567429152945429,0.146477019204711
"250","WR09-01","DEL",2009,2006,850,6.59501855723278,23.0519428077065,0.28609382784986,0.146477019204711
"251","WR09-01","SAC",2009,2006,850,3.37657986935033,23.0519428077065,0.146477019204711,0.146477019204711
"252","WR09-02","SAC",2009,2006,840,16.0634259050223,16.0634259050223,1,1
"253","WR09-03","DEL",2009,2006,780,5.78125819016365,23.7403621275318,0.243520219241268,0.756479780758732
"254","WR09-03","SAC",2009,2006,780,17.9591039373682,23.7403621275318,0.756479780758732,0.756479780758732
"255","WR09-04","DEL",2009,2006,840,7.10027855305969,13.0660805776193,0.543413038889538,0.456586961110462
"256","WR09-04","SAC",2009,2006,840,5.96580202455964,13.0660805776193,0.456586961110462,0.456586961110462
"257","WR09-05","DEL",2009,2006,850,4.08155082620416,7.51475198325945,0.543138460896194,0.456861539103806
"258","WR09-05","SAC",2009,2006,850,3.43320115705529,7.51475198325945,0.456861539103806,0.456861539103806
"259","WR09-06","SAC",2009,2006,750,6.93874830345323,6.93874830345323,1,1
"260","WR09-07","DEL",2009,2006,900,5.18411358850999,18.4188896104584,0.281456358018803,0.636985552948579
